Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,2198,406,435603.9,486700.9,2006.9,2007.3,2008.7,2008.7,1593.2,3273.7,3367.8,3314.8,107.0,199.9,289.3,288.3,18.0,23.6,27.6,27.5,50497.3,49606.2,891.1,3908917.9,3840122.8,68795.1,3983969.1,3913853.2,70115.9
Bulk carrier,1666,973,152807.2,265542.4,2008.6,2010.7,2010.4,2010.3,1619.0,3392.8,2926.7,2991.1,169.5,325.6,474.2,477.0,93.0,120.9,121.8,123.4,13156.8,12439.7,717.1,1015986.9,960694.7,55292.2,1035493.8,979140.0,56353.8
Cruise,1608,117,116052.7,11014.3,2003.5,2003.0,2005.7,2005.2,566.3,682.6,696.9,702.1,39.0,46.5,64.2,64.0,9.0,27.7,23.5,25.3,23049.8,20367.8,2682.0,1774767.5,1567815.0,206952.5,1808843.1,1597917.0,210926.0
Chemical tanker,1562,497,59301.6,98460.8,2009.2,2010.1,2010.0,2010.1,788.5,2071.4,1723.7,1721.1,102.5,218.9,375.4,367.8,50.0,85.0,121.9,120.7,10912.8,8550.2,2362.6,840629.7,658369.1,182260.6,856769.8,671009.8,185760.0
General cargo,988,431,32111.1,45865.3,2006.2,2007.6,2008.6,2008.6,909.2,2644.5,2737.2,2738.4,97.0,235.1,466.0,465.9,49.0,86.7,91.3,90.7,5017.7,4608.6,409.0,385416.2,354677.4,30738.7,392816.2,361487.2,31328.9
Oil tanker,938,408,106939.5,201092.1,2007.6,2008.2,2009.4,2009.4,839.4,1989.3,2044.9,2092.5,111.5,247.5,676.0,691.0,52.0,70.0,74.8,74.1,10166.7,7984.2,2182.5,783554.1,614600.0,168954.2,798598.4,626400.3,172198.1
Vehicle,705,309,119734.8,38892.6,2007.7,2008.0,2008.3,2008.2,1869.7,3248.8,2964.8,2986.2,145.0,220.8,337.0,338.4,22.0,27.9,27.2,27.1,7338.7,7119.1,219.6,567603.0,550594.5,17008.5,578501.0,561166.0,17335.1
Liquefied gas tanker,394,102,40450.3,36520.5,2011.9,2011.7,2013.5,2013.4,714.2,2948.3,2790.0,2559.7,72.0,222.4,417.4,398.0,60.0,71.2,68.0,71.2,5321.8,4698.7,623.1,353444.9,306201.5,47243.4,360231.0,312080.5,48150.5
Offshore,140,67,1720.2,1385.1,2003.9,2004.7,2008.1,2008.1,436.5,1335.4,2440.5,2368.9,61.0,469.0,766.4,953.3,37.0,322.1,146.4,151.7,457.2,376.3,80.9,33216.0,27131.5,6084.5,33853.8,27652.4,6201.4
Service - tug,91,52,67.2,53.8,1990.2,1992.7,2000.4,2001.1,644.3,1311.5,1234.3,1184.4,111.0,307.0,668.1,629.6,29.0,152.6,164.8,199.6,119.7,111.2,8.5,8987.1,8352.4,634.7,9159.7,8512.8,646.9
Ro-Ro,43,10,1971.9,1337.3,1993.2,2004.0,1999.9,1995.7,846.4,2232.8,2230.3,1947.5,114.0,182.4,380.0,352.5,16.0,86.0,171.6,217.9,235.3,184.2,51.1,18129.0,14199.8,3929.1,18477.0,14472.5,4004.6
Service - other,42,33,336.1,327.2,1999.5,1997.9,1999.7,2001.5,1077.6,1521.1,869.2,807.9,138.5,317.3,521.7,444.3,45.5,109.2,100.9,86.2,118.1,109.0,9.1,8957.9,8272.8,685.1,9129.9,8431.7,698.2
Miscellaneous - fishing,32,21,209.8,201.5,1985.4,1989.0,1989.0,1992.2,1269.1,5648.9,5552.3,7355.8,125.0,507.3,1114.8,1083.5,26.0,323.5,734.4,909.9,119.8,77.5,42.3,9057.6,5841.5,3216.1,9231.5,5953.6,3277.9
Refrigerated bulk,18,18,791.4,847.1,1994.0,1994.0,1994.3,1994.0,6289.5,5641.5,5631.0,5591.7,472.0,570.4,569.7,584.6,98.0,182.2,140.7,147.2,406.5,349.1,57.4,30925.9,26614.9,4311.0,31519.7,27125.9,4393.8
Ferry-pax only,6,5,16.9,5.6,1983.7,1980.4,1975.7,1971.9,1136.9,1030.8,1134.2,1148.0,222.0,295.3,458.5,464.9,98.0,444.2,1458.3,1476.4,14.4,5.6,8.8,1083.9,419.9,664.0,1104.7,427.9,676.8
Ferry-RoPax,4,3,21.0,3.1,2005.2,2004.7,2009.7,2007.2,561.3,1435.0,683.9,840.8,61.0,172.5,218.7,229.6,156.0,206.8,194.4,241.8,10.1,6.1,4.0,761.9,458.9,303.0,776.5,467.7,308.8
