Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,15652,210,3376.2,3423.9,2004.4,2002.9,2006.9,2006.0,107.6,358.2,207.8,197.4,14.0,124.5,558.0,498.7,10.0,146.2,357.2,188.1,4591.8,3007.4,1584.4,344927.8,225947.3,118980.5,351550.4,230285.5,121264.9
Service - tug,2787,83,661.2,602.6,2006.8,2002.0,2007.5,2007.3,122.4,528.3,206.0,200.6,26.0,431.8,444.0,446.9,14.0,97.4,139.7,125.9,830.4,646.9,183.6,62447.7,48652.9,13794.9,63646.7,49587.0,14059.7
Chemical tanker,2096,331,24552.1,40578.0,2009.8,2010.3,2010.2,2010.2,341.2,385.3,430.1,429.8,32.0,45.5,89.7,89.9,48.0,65.5,79.3,79.2,6321.9,3241.2,3080.7,489177.9,250880.2,238297.8,498570.1,255697.1,242873.1
Container,1571,297,34730.3,39077.6,2006.6,2007.4,2008.2,2008.2,245.6,376.7,380.6,380.3,21.0,31.3,54.3,54.9,20.0,20.5,26.7,26.8,4331.1,3705.6,625.4,335116.0,286857.6,48258.4,341550.3,292365.3,49184.9
Ro-Ro,1326,9,2516.9,1440.8,1988.1,1991.2,1991.3,1990.4,225.0,655.9,212.3,225.5,16.0,39.3,28.3,33.0,7.0,99.2,91.0,136.4,867.8,622.3,245.5,66527.5,47871.8,18655.7,67804.8,48791.0,19013.8
Service - other,1239,33,526.0,539.2,1990.4,1992.5,1999.4,2002.3,106.8,1093.1,661.2,891.1,13.0,354.7,943.4,953.1,8.0,102.4,343.6,317.9,332.0,237.3,94.7,25018.4,17865.0,7153.3,25498.7,18208.1,7290.7
Bulk carrier,741,289,10399.3,17830.1,2000.5,2010.8,2005.1,2005.1,339.7,597.9,599.2,599.2,44.0,70.0,135.6,136.5,75.0,110.6,113.6,111.4,1216.4,905.4,311.0,93964.9,70023.6,23941.3,95769.0,71368.0,24401.0
Cruise,576,50,19648.8,2006.9,1999.1,2000.7,2000.2,2000.0,261.7,493.6,451.9,458.8,17.0,31.9,121.6,122.3,8.0,11.6,25.2,25.9,4898.2,4020.1,878.1,377650.9,309960.3,67690.6,384901.8,315911.5,68990.3
Oil tanker,503,119,4810.0,8325.5,1999.3,2006.3,2005.9,2006.1,261.9,385.5,353.8,354.1,32.0,81.4,154.8,154.5,33.0,59.6,113.5,103.4,2610.1,1533.5,1076.5,201346.6,118362.6,82984.0,205212.5,120635.2,84577.3
Vehicle,283,113,4059.0,1231.0,2007.9,2007.4,2008.2,2007.9,247.3,261.1,268.5,269.5,18.0,26.9,36.1,36.5,23.0,32.4,32.8,33.0,315.4,233.1,82.4,24434.7,18054.8,6380.0,24903.9,18401.4,6502.5
General cargo,282,146,1676.2,2407.2,2006.6,2008.3,2008.9,2008.8,321.0,423.0,460.6,458.2,39.0,54.5,117.2,120.2,45.0,85.2,78.8,80.1,402.7,286.8,115.9,30685.3,21977.9,8707.5,31274.5,22399.8,8874.6
Miscellaneous - fishing,148,28,957.5,1156.0,1991.3,1989.4,1995.3,2000.1,925.4,5878.0,4942.3,6109.2,148.0,843.2,1796.0,1890.2,22.5,214.0,519.4,409.9,652.9,559.1,93.8,49020.1,41981.0,7039.1,49961.3,42787.0,7174.2
Ferry-RoPax,123,5,755.3,163.7,1994.0,2007.8,1992.6,1992.8,254.7,958.9,272.7,275.1,14.0,173.3,163.0,189.3,10.0,385.2,30.2,38.2,353.2,281.4,71.9,26922.2,21523.4,5398.8,27439.2,21936.7,5502.5
Liquefied gas tanker,114,13,768.0,914.9,1988.7,2009.1,2012.3,2012.2,124.5,760.8,665.4,650.5,14.0,68.8,95.5,94.4,57.5,57.8,50.8,50.5,254.4,94.5,159.9,19332.2,7276.9,12055.3,19703.4,7416.6,12286.7
Refrigerated bulk,76,4,7.4,8.0,1978.5,1987.2,1985.5,1986.2,54.3,265.5,127.1,149.9,10.0,25.0,23.2,25.0,30.0,40.0,77.2,71.0,78.1,7.2,70.8,5865.2,545.9,5319.3,5977.8,556.4,5421.4
Ferry-pax only,42,8,49.5,10.4,1990.6,1993.0,1992.2,1986.9,633.7,1806.2,1023.1,716.7,130.5,330.9,1706.4,1340.1,34.5,73.6,167.4,202.4,71.9,59.6,12.4,5404.0,4474.8,929.3,5507.8,4560.7,947.1
