Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Manzanillo,1359,647,358931.3,407329.9,2008.5,2009.4,2009.3,2009.4,3296.7,4435.2,4370.2,4317.4,273.0,339.3,348.6,355.9,31.0,78.6,41.2,45.9,40227.3,39014.6,1212.6,3088611.6,2995021.2,93590.4,3147912.9,3052525.6,95387.4
Veracruz,1255,679,96083.3,94152.5,2007.4,2008.3,2007.8,2008.1,1115.9,2257.3,1949.3,2017.5,114.0,215.0,315.9,337.7,37.0,94.1,62.9,81.1,10193.7,9563.8,629.9,786543.2,738335.8,48207.4,801644.8,752511.8,49133.0
Altamira,1198,613,68576.1,86269.6,2007.7,2008.6,2010.4,2010.5,738.5,2456.3,2219.4,2299.3,65.0,208.3,384.6,417.7,42.0,82.2,75.0,80.6,8315.4,7690.8,624.6,613930.8,566551.3,47379.6,625718.3,577429.1,48289.2
Cozumel,1153,87,90560.5,8584.6,2005.0,2004.6,2006.4,2005.9,567.7,580.3,703.3,714.0,39.0,64.4,63.9,64.0,9.0,15.6,27.7,30.1,17048.2,14843.7,2204.5,1311817.0,1141738.2,170078.8,1337003.9,1163659.6,173344.3
Lazaro Cardenas,834,485,128583.8,132508.8,2008.9,2009.2,2009.7,2010.1,1966.9,3445.7,3014.3,2794.3,143.0,271.4,335.8,351.4,18.0,69.4,61.6,96.2,11307.2,10735.3,571.8,874801.5,830574.0,44227.4,891597.7,846521.1,45076.6
Coatzacoalcos,823,414,25913.7,42033.9,2008.3,2009.1,2008.9,2009.1,846.4,1396.3,1176.3,1173.3,127.0,199.4,249.4,249.9,54.0,78.7,92.6,86.5,5567.8,4125.4,1442.4,428707.0,317524.6,111182.4,436938.2,323621.1,113317.1
Tuxpan,588,323,22695.3,32004.9,2009.4,2009.5,2010.0,2009.9,672.4,1615.2,1452.3,1414.3,65.0,151.9,284.0,299.7,84.5,120.2,104.5,115.3,3166.2,2582.2,584.0,243475.1,198508.3,44966.7,248149.8,202319.7,45830.1
Ensenada,425,155,62645.1,65816.6,2002.7,2007.2,2008.7,2010.0,308.8,4008.8,2278.2,4362.2,39.0,299.3,312.6,353.9,10.0,51.2,21.6,23.5,8143.1,7830.7,312.4,629450.3,605388.8,24061.5,641535.7,617012.3,24523.5
Progreso,371,136,5745.2,7244.6,2005.5,2008.6,2007.5,2009.1,602.5,1072.6,930.1,1028.3,55.0,138.6,195.5,227.5,33.0,118.7,98.4,119.4,1091.0,905.9,185.1,83605.3,69424.2,14181.2,85210.6,70757.1,14453.4
Dos Bocas,364,202,30264.1,56801.9,2008.4,2008.5,2009.9,2010.0,779.9,1385.3,1471.4,1486.8,79.0,182.5,372.4,373.6,54.0,73.5,73.4,73.2,2263.7,2001.6,262.1,173791.0,153519.7,20271.3,177127.8,156467.3,20660.5
