Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yuum Kaknaab,5574,243,2025.2,2668.9,2005.3,2002.9,2009.1,2009.2,100.6,292.8,252.4,261.5,13.0,135.9,502.9,366.8,6.0,83.1,485.4,187.8,1444.2,1118.1,326.1,109044.6,84388.4,24656.2,111138.2,86008.7,25129.6
Ciudad Del Carmen,5364,206,691.9,732.6,2001.2,2000.7,2002.2,1999.9,111.3,567.1,181.8,168.0,14.0,200.2,350.2,292.8,16.0,97.3,138.6,119.9,1390.6,668.7,722.0,104573.7,50217.2,54356.5,106581.5,51181.4,55400.1
Dos Bocas,3787,209,1344.2,1621.6,2006.6,2003.6,2008.3,2008.4,124.1,332.3,204.0,204.7,20.0,102.4,295.5,281.8,26.0,96.7,159.2,127.5,1728.0,1224.7,503.3,130973.2,93149.1,37824.2,133487.9,94937.5,38550.4
Cantarell,2031,164,425.3,480.3,2002.2,2001.3,2005.3,2005.5,95.6,209.1,181.4,170.1,13.0,66.5,284.7,243.6,5.0,29.8,73.7,55.7,511.4,429.7,81.7,38723.0,32582.7,6140.3,39466.5,33208.3,6258.2
Frontera,1487,151,443.1,450.5,2003.9,2001.7,2008.7,2008.2,79.7,241.0,204.1,207.6,14.0,98.7,297.9,261.4,4.0,11.4,33.5,26.6,379.1,334.5,44.6,28531.5,25179.1,3352.4,29079.3,25662.6,3416.8
Pichilingue,894,62,2299.4,1778.6,1989.7,2003.6,1997.5,2002.1,227.3,525.6,245.7,293.4,17.0,103.2,48.0,74.7,8.0,42.5,27.6,39.2,895.7,568.3,327.5,68591.7,43748.7,24843.0,69908.6,44588.6,25320.0
Mazatlan,822,223,7512.3,6405.2,1999.3,2006.4,2005.0,2007.3,272.4,1124.2,343.7,444.5,20.0,186.0,130.6,176.1,9.0,104.4,92.9,119.3,1979.0,1409.2,569.8,152283.8,108439.8,43843.9,155207.6,110521.9,44685.7
Veracruz,672,386,5443.6,7099.6,2006.9,2007.9,2007.6,2008.3,241.0,321.6,276.1,281.1,26.0,82.0,116.2,117.7,27.5,79.3,46.6,49.1,1112.7,653.1,459.7,85799.9,50410.0,35389.9,87447.2,51377.9,36069.4
Manzanillo,672,300,17455.5,20777.5,2007.0,2008.0,2009.0,2009.2,319.1,697.1,531.7,532.9,32.0,83.0,88.3,93.6,31.0,51.9,38.9,42.4,2465.2,2025.5,439.6,190506.5,156587.9,33918.6,194164.2,159594.4,34569.8
Altamira,671,246,8514.0,9205.0,2005.8,2007.0,2007.1,2007.3,251.0,432.0,301.7,333.7,20.0,75.4,73.2,93.6,22.0,53.4,37.1,38.0,1180.6,934.2,246.4,91002.0,72056.0,18946.0,92749.3,73439.4,19309.8
