Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,1518,1134,53029.3,88537.9,2010.8,2011.0,2012.2,2012.3,373.5,1058.2,1135.6,1094.4,38.0,118.2,454.2,449.6,58.0,74.9,73.5,71.6,4798.0,4311.6,486.4,371141.3,333639.5,37501.8,378267.2,340045.4,38221.8
Container,765,154,19817.8,22424.8,2010.1,2010.5,2012.3,2012.4,286.4,308.3,349.9,348.7,25.0,32.0,57.7,58.0,25.0,28.4,30.1,30.3,1891.4,1500.6,390.8,146320.3,116133.9,30186.4,149129.7,118363.7,30766.0
Chemical tanker,503,284,6440.2,10574.9,2010.0,2010.4,2009.6,2009.7,253.7,556.9,590.9,591.4,35.0,67.1,277.1,277.7,51.0,59.7,57.4,57.1,1430.6,846.8,583.8,110223.4,65351.3,44872.2,112339.7,66606.0,45733.7
General cargo,371,181,12602.7,14869.9,1998.1,2004.0,2001.7,2003.4,923.6,1902.4,2071.3,1806.4,98.0,180.1,418.3,406.9,33.0,58.8,60.2,60.0,1456.4,1360.8,95.6,112024.4,104839.0,7185.5,114175.3,106851.9,7323.4
Oil tanker,270,129,56756.0,107547.2,2008.6,2009.0,2010.2,2010.2,976.7,3489.3,3541.0,3656.7,125.5,408.5,855.2,854.6,43.5,74.9,106.1,106.4,4494.4,3777.1,717.3,347493.4,292298.5,55194.9,354165.3,297910.7,56254.6
Service - tug,156,28,65.3,59.8,2004.3,2003.5,2009.6,2009.0,204.3,661.6,688.0,747.9,63.0,365.2,394.2,399.1,22.5,118.2,79.9,79.6,78.2,70.8,7.4,5921.7,5366.3,555.4,6035.4,5469.4,566.0
Cruise,139,42,5055.9,537.4,2002.5,1997.8,2005.7,2003.9,702.4,953.4,519.3,548.3,39.0,80.2,64.7,77.8,10.0,94.7,33.2,52.2,1494.9,1132.6,362.3,115388.6,87570.4,27818.2,117604.1,89251.8,28352.3
Ro-Ro,113,16,1826.4,881.4,2001.4,1999.9,2000.5,2000.4,881.8,547.5,638.9,633.8,64.0,59.1,69.1,70.2,16.0,16.4,32.0,32.0,233.9,204.0,30.0,17995.8,15703.2,2292.6,18341.3,16004.7,2336.6
Vehicle,110,60,3932.5,1258.2,2008.1,2009.1,2009.6,2009.5,195.9,733.9,623.7,620.6,23.0,59.6,162.3,159.7,21.0,22.3,22.9,23.5,245.3,223.1,22.3,19005.3,17281.4,1724.0,19370.2,17613.2,1757.1
Miscellaneous - fishing,98,63,603.3,490.1,1991.6,1992.3,1990.8,1989.6,2599.2,4595.9,4004.5,4178.4,406.0,773.4,1251.8,1239.2,61.0,276.1,296.6,326.9,354.2,293.1,61.1,26599.0,22013.4,4585.6,27109.7,22436.1,4673.6
Service - other,75,29,681.1,480.7,1996.1,1997.7,2003.3,2000.9,207.4,2924.9,3083.6,2342.2,46.0,664.1,1758.5,1631.4,60.0,240.4,339.5,408.7,196.5,151.0,45.5,14980.4,11519.0,3461.3,15268.0,11740.2,3527.8
Liquefied gas tanker,49,35,1644.9,1493.4,2010.9,2011.2,2008.7,2009.0,175.5,671.3,567.5,596.1,24.0,116.9,268.8,280.6,37.0,59.0,48.1,48.4,307.0,248.0,59.0,20734.8,16217.8,4517.0,21132.9,16529.2,4603.8
Refrigerated bulk,38,25,813.6,858.6,1990.7,1992.9,1988.7,1988.9,1313.1,2440.4,2120.9,2159.4,114.5,363.7,560.4,577.4,63.5,144.1,162.6,183.7,533.1,410.0,123.1,40411.3,31164.1,9247.2,41187.2,31762.5,9424.8
Offshore,21,10,524.9,443.3,1981.8,1994.3,2009.8,2009.6,191.7,1851.5,2224.7,2185.2,40.0,223.0,349.3,355.2,131.0,202.4,45.9,51.3,79.9,58.0,21.9,6062.4,4416.5,1645.9,6178.8,4501.3,1677.5
Ferry-RoPax,4,3,80.1,5.8,2003.0,2003.0,2003.4,2003.5,767.5,1198.1,1803.8,1878.1,41.5,69.5,220.7,224.3,23.0,36.3,9.9,8.9,17.6,13.8,3.8,1264.1,1026.2,238.0,1288.4,1045.9,242.5
Ferry-pax only,2,1,3.8,0.3,1992.0,1992.0,1992.0,1992.0,879.0,879.0,879.0,879.0,111.0,111.0,154.4,154.4,21.5,21.5,25.8,25.8,1.9,1.7,0.2,143.6,127.1,16.5,146.4,129.5,16.8
Miscellaneous - other,1,1,1.7,0.5,1989.0,1989.0,1989.0,1989.0,266.6,266.6,266.6,266.6,35.0,35.0,35.0,35.0,8.0,8.0,8.0,8.0,0.6,0.6,0.0,46.3,44.6,1.7,47.2,45.5,1.7
Yacht,1,1,0.8,0.8,1911.0,1911.0,1911.0,1911.0,2575.9,2575.9,2575.9,2575.9,556.0,556.0,556.0,556.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other liquids tankers,1,1,3.4,4.8,2016.0,2016.0,2016.0,2016.0,123.5,123.5,123.5,123.5,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,18.3,18.3,0.0,18.6,18.6,0.0
