Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Argentina,1342,574,11078.5,12657.4,2004.8,2007.0,2007.8,2008.7,181.5,482.3,252.6,260.6,25.0,103.4,151.2,104.7,17.0,50.1,56.6,57.1,2071.1,1661.5,409.6,158427.8,127066.9,31360.8,161469.6,129506.6,31963.0
Brazil,1329,838,60623.0,77264.3,2010.6,2010.1,2011.6,2012.0,870.3,986.6,906.3,946.5,71.0,130.1,121.5,144.3,21.0,59.5,39.6,46.4,6020.4,5583.0,437.4,465668.5,432003.5,33665.0,474609.3,440297.9,34311.4
United States of America,151,146,48869.5,86904.3,2010.8,2011.0,2011.5,2011.5,6411.4,6538.4,6972.7,7042.6,566.0,594.0,666.7,676.4,18.0,58.2,52.9,52.7,3661.5,3590.1,71.3,280656.0,275159.9,5496.1,286044.6,280443.0,5601.6
South Africa,148,147,22659.9,34796.7,2010.5,2010.5,2011.4,2011.2,4435.7,4390.5,4380.6,4361.6,383.5,407.3,397.5,409.4,51.5,83.8,76.7,84.1,1597.8,1534.2,63.6,123654.2,118744.0,4910.2,126028.4,121023.9,5004.4
India,103,101,36793.4,67663.8,2011.8,2011.9,2011.8,2011.7,8789.7,8801.2,8800.3,8801.5,769.0,784.5,787.8,787.8,47.0,71.1,71.6,71.6,2361.5,2315.0,46.5,182930.2,179325.8,3604.5,186442.5,182768.8,3673.7
Falkland Islands (Malvinas),99,56,1079.2,816.4,1993.9,1990.8,1996.4,1995.8,2611.9,5247.5,1947.7,2820.7,572.0,1139.1,964.6,1313.8,45.0,1086.0,369.8,462.3,589.1,444.0,145.1,44558.1,33647.1,10911.0,45413.6,34293.1,11120.5
Paraguay,83,16,176.1,161.3,1993.5,1991.4,1988.0,1986.7,929.5,892.5,859.6,849.9,103.0,180.2,185.4,182.1,49.0,64.0,73.2,76.5,94.4,79.2,15.2,7088.2,5948.7,1139.5,7224.2,6062.9,1161.4
Spain,78,60,9373.6,12840.5,1999.8,2000.0,2003.6,2004.5,4631.8,5208.7,4909.6,4906.3,404.5,491.6,445.5,428.1,50.0,101.8,86.4,78.6,1100.2,1065.7,34.6,83290.8,80662.9,2627.9,84890.0,82211.7,2678.3
Chile,76,74,8146.1,13879.1,2010.5,2010.5,2010.7,2010.7,2896.7,2875.0,2867.6,2962.1,252.0,311.3,296.3,284.4,63.0,92.9,83.1,80.9,745.6,686.1,59.5,57620.2,53076.2,4544.0,58726.5,54095.2,4631.2
Singapore,72,72,25955.1,46261.5,2011.3,2011.3,2011.3,2011.4,9290.8,9537.2,9444.0,9433.1,798.0,848.1,814.6,808.0,53.0,92.3,93.3,94.5,1847.7,1803.0,44.7,142997.7,139556.7,3441.0,145743.3,142236.2,3507.1
Peru,57,52,3424.2,5164.8,2009.1,2009.4,2011.2,2011.5,575.8,2013.7,2249.3,2119.0,119.0,212.6,376.2,379.8,9.0,56.6,63.4,66.6,374.0,360.4,13.6,27596.1,26559.5,1036.6,28125.9,27069.4,1056.5
United Arab Emirates,47,41,16213.5,28521.7,2010.8,2010.7,2011.7,2011.7,8520.0,8254.4,8438.4,8513.8,721.0,707.0,728.2,731.7,54.0,85.1,93.9,98.2,1225.3,1196.7,28.7,93835.9,91616.1,2219.8,95637.5,93375.1,2262.4
Gibraltar,37,36,5003.9,7906.3,2008.8,2009.2,2009.4,2009.8,5218.5,5256.4,5251.5,5249.2,429.0,441.1,439.5,442.6,45.0,71.8,64.2,60.4,561.8,540.8,20.9,43362.5,41770.5,1592.0,44195.0,42572.5,1622.5
Netherlands,34,31,5397.0,8578.8,2008.7,2008.7,2009.0,2009.4,6262.1,5954.2,6190.5,6195.3,514.0,527.2,552.5,553.8,8.0,85.2,58.8,58.4,678.4,665.8,12.6,52338.2,51369.3,968.9,53343.1,52355.6,987.5
Nigeria,33,33,5207.3,9218.6,2007.0,2007.0,2009.1,2009.2,4318.1,4356.4,4334.2,4333.1,370.0,405.6,435.8,437.7,67.0,112.0,110.7,109.7,490.3,455.5,34.8,37933.7,35242.0,2691.7,38662.0,35918.6,2743.4
China,23,19,4901.7,8832.9,2008.2,2008.7,2010.7,2010.5,10062.2,7405.6,8412.2,8433.1,855.0,684.6,944.5,940.6,17.0,102.5,80.2,83.2,330.8,322.4,8.4,25620.1,24972.2,647.9,26112.0,25451.6,660.3
Ghana,22,22,2473.7,4211.9,2007.8,2007.8,2008.4,2008.5,4024.0,4028.3,4030.0,4030.7,345.5,367.4,369.9,370.4,44.0,63.8,66.9,66.9,195.5,189.1,6.4,15136.1,14643.1,493.0,15426.7,14924.2,502.5
Indonesia,21,17,5696.6,9929.0,2010.0,2009.1,2011.8,2013.0,8786.1,7704.6,8358.8,8309.8,692.0,704.8,798.4,801.0,64.0,115.4,149.0,151.7,348.3,333.5,14.8,26966.7,25820.9,1145.8,27484.5,26316.6,1167.8
Côte d'Ivoire,20,20,2018.5,3408.1,2008.2,2008.2,2009.6,2009.6,3864.8,3711.8,3766.6,3775.8,327.0,368.0,354.8,353.4,63.5,88.2,76.4,74.5,171.9,165.8,6.0,13292.6,12831.8,460.8,13547.8,13078.2,469.6
Antarctica,19,15,211.7,160.9,1991.1,1991.7,1990.5,1989.1,523.8,1071.7,1640.8,1903.5,70.0,257.1,424.9,363.9,20.0,239.9,288.0,242.9,87.2,74.3,12.9,6627.8,5657.6,970.2,6755.0,5766.2,988.8
Togo,19,19,2211.7,3700.5,2008.5,2008.5,2009.1,2009.2,4159.5,4220.4,4222.0,4220.1,359.0,406.7,408.4,406.5,79.0,91.8,90.6,90.8,203.3,195.8,7.4,15732.2,15158.8,573.4,16034.3,15449.8,584.4
Cameroon,17,16,1639.0,2739.3,2006.2,2006.7,2008.3,2008.3,4469.9,4226.1,3946.8,3920.0,378.0,373.6,400.1,399.5,37.0,75.8,77.4,78.1,140.9,136.2,4.7,10889.1,10528.5,360.7,11098.2,10730.6,367.6
Malaysia,17,16,7512.3,13806.3,2012.6,2012.2,2012.4,2012.3,9307.6,9365.0,9347.4,9344.2,787.0,812.3,789.0,787.1,69.0,110.1,90.0,87.9,475.4,463.8,11.6,36820.0,35921.0,899.0,37526.9,36610.7,916.2
Cabo Verde,16,16,465.8,469.9,1992.7,1992.7,2000.6,2004.7,3739.7,13993.1,4448.6,4225.3,354.0,1707.2,983.4,712.5,74.5,463.8,300.2,364.7,176.4,158.7,17.7,13338.3,12010.9,1327.4,13594.3,12241.5,1352.9
Mauritius,15,15,3009.5,5398.5,2009.6,2009.6,2011.2,2011.2,5951.2,6137.6,5970.0,5964.8,514.0,583.3,528.7,525.4,67.0,111.8,114.2,114.6,219.3,210.0,9.3,16941.8,16222.1,719.8,17267.1,16533.6,733.6
Qatar,14,14,13479.7,10908.3,2012.6,2012.6,2012.8,2012.7,9051.1,9077.4,9076.0,9092.1,618.0,619.0,620.3,622.7,4.0,9.5,9.6,10.0,1267.9,1265.3,2.6,76268.8,76069.1,199.7,77733.2,77529.6,203.6
Trinidad and Tobago,14,12,2947.1,3166.5,2008.4,2009.1,2006.6,2007.8,4249.7,4254.9,4247.2,4254.9,338.0,413.1,321.9,332.3,8.0,129.2,39.0,51.3,369.7,358.9,10.8,24181.8,23364.3,817.5,24646.1,23812.9,833.2
Australia,13,9,1901.0,3544.3,2009.6,2008.3,2010.1,2010.5,240.1,5354.1,7160.9,7219.5,269.0,482.5,718.4,721.3,9.0,54.7,75.6,73.8,138.2,134.9,3.3,10695.4,10445.3,250.1,10900.8,10645.9,254.9
Colombia,12,12,2297.1,4161.8,2012.8,2012.8,2012.7,2012.6,5013.2,5027.7,5013.5,5009.5,460.5,456.2,455.4,455.4,7.5,30.4,29.1,28.1,174.9,170.9,4.0,13542.3,13235.4,306.9,13802.3,13489.5,312.8
Portugal,11,6,1743.8,2059.6,1999.5,1997.3,2002.9,2003.3,5215.2,6828.9,5286.0,5274.9,475.0,958.5,517.8,508.0,140.0,190.7,131.4,128.0,134.9,130.1,4.8,10374.5,10004.9,369.6,10573.7,10197.0,376.7
Angola,11,11,2305.3,4317.5,2009.1,2009.1,2008.2,2008.2,4153.2,3893.3,4099.4,4122.4,333.0,346.3,388.2,388.1,103.0,170.5,143.8,138.5,217.8,180.1,37.8,16870.3,13945.1,2925.2,17194.2,14212.9,2981.4
Mozambique,10,10,1621.0,2847.7,2013.5,2013.5,2014.2,2014.2,4806.2,4928.0,4935.9,4936.0,447.0,504.1,507.9,508.1,75.5,86.8,83.0,83.0,101.5,96.7,4.7,7857.2,7490.7,366.5,8008.1,7634.5,373.6
Sri Lanka,10,10,2992.9,5315.2,2012.3,2012.3,2012.5,2012.5,8176.9,8185.8,8191.9,8192.6,676.5,704.4,694.4,692.9,42.5,69.1,69.1,68.6,202.6,198.8,3.8,15688.9,15398.3,290.6,15990.1,15694.0,296.2
Canada,10,10,1526.1,2340.1,2007.1,2007.1,2012.4,2014.4,6268.2,6760.7,6821.8,6887.6,649.5,667.1,683.0,690.0,5.5,42.9,35.2,32.8,189.2,186.2,3.0,14583.6,14353.4,230.2,14863.7,14629.0,234.7
