Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Montevideo,273,113,834.6,913.2,1996.1,2001.9,2002.6,2004.1,206.3,1002.1,221.8,220.6,25.0,155.4,244.6,199.6,58.0,320.9,491.5,552.9,535.5,288.0,247.5,40756.7,22088.5,18668.2,41539.3,22512.6,19026.7
Fray Bentos,261,25,107.7,160.9,2010.2,2007.6,2009.2,2010.3,91.9,195.3,206.2,203.0,13.0,28.3,57.6,63.3,7.0,158.9,192.5,92.6,207.6,85.6,122.0,15844.1,6446.1,9398.0,16148.3,6569.9,9578.4
Carmelo,216,32,180.7,256.4,2011.4,2006.9,2008.3,2008.2,90.0,286.7,210.3,198.2,13.0,85.7,159.8,127.2,10.5,46.9,47.7,51.1,68.8,58.6,10.2,5190.6,4420.3,770.3,5290.2,4505.1,785.1
Nueva Palmira,192,117,630.2,1012.4,2004.4,2008.4,2009.5,2009.6,189.1,237.3,208.9,204.3,19.0,74.4,80.8,65.6,61.0,112.7,107.2,110.2,144.6,79.3,65.3,11022.7,6038.8,4983.9,11234.3,6154.7,5079.6
Punta Carretas,94,89,280.1,378.4,2007.0,2007.7,2009.4,2010.0,69.8,111.4,97.6,96.0,16.0,60.6,134.2,122.8,6.5,26.6,23.8,25.4,81.1,66.1,15.0,6236.6,5095.4,1141.2,6356.4,5193.2,1163.1
Piriapolis,71,47,511.7,851.7,2001.4,2003.7,2006.1,2007.7,122.4,770.5,199.6,197.6,38.0,201.9,212.6,153.4,12.0,47.3,54.4,55.5,108.3,79.5,28.8,8279.1,6054.0,2225.2,8438.1,6170.2,2267.9
Paysandu,44,4,17.6,20.4,1986.1,1988.0,1986.9,1986.7,177.9,288.5,254.8,258.7,26.5,122.5,38.2,36.4,40.5,39.4,59.6,59.2,11.1,7.1,4.0,834.5,533.8,300.6,850.5,544.1,306.4
Punta Del Este,42,27,145.5,137.1,1992.5,1994.2,2000.9,2003.2,680.0,1523.4,240.1,331.2,391.5,845.6,756.0,765.7,10.0,60.6,160.2,279.7,131.1,109.4,21.7,9894.6,8236.4,1658.2,10084.6,8394.5,1690.0
Colonia,33,10,65.9,70.4,2000.1,2001.5,2009.9,2010.6,177.0,289.4,542.3,524.2,22.0,124.4,238.0,221.8,53.0,65.0,177.3,163.9,24.0,13.2,10.8,1800.5,992.1,808.5,1835.1,1011.1,824.0
Juan Lacaze,23,11,36.6,53.9,1991.3,2004.8,2006.7,2006.9,101.9,113.9,114.0,115.5,12.0,22.4,13.4,13.6,23.0,12.1,7.4,7.2,8.7,4.5,4.2,666.2,348.1,318.1,679.0,354.8,324.2
Jose Ignacio,19,12,92.7,120.4,2004.3,2003.2,2009.3,2008.4,209.3,1764.8,347.1,249.0,246.0,527.0,1339.0,842.0,29.0,56.6,186.3,147.3,44.9,34.0,10.9,3408.9,2570.8,838.0,3474.3,2620.2,854.1
La Paloma,9,8,24.8,43.4,1998.9,1997.8,2010.6,2010.6,159.0,183.9,126.6,121.6,17.0,56.6,24.2,21.4,87.0,122.9,69.6,67.6,6.4,2.5,4.0,490.6,188.4,302.3,500.1,192.0,308.1
Nuevo Berlin,2,2,6.3,8.5,1992.0,1992.0,1985.1,1985.0,942.6,942.6,1665.7,1714.7,169.0,169.0,255.3,255.8,156.5,156.5,297.8,298.6,1.8,0.8,1.0,134.4,60.2,74.2,137.0,61.3,75.6
