Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Piriapolis,1316,1090,30238.2,52970.6,2009.8,2010.0,2009.9,2010.0,369.1,555.8,702.8,751.5,37.0,75.5,521.2,529.3,54.0,67.6,67.6,68.0,3246.6,2357.8,888.8,248774.6,180440.2,68334.4,253551.1,183904.7,69646.4
Montevideo,1297,492,50131.2,56888.0,2004.3,2004.9,2009.0,2010.5,479.2,2479.8,901.0,1036.9,57.0,300.3,388.6,456.5,22.0,72.7,49.6,47.7,5872.6,5181.7,690.9,452529.0,399465.2,53063.8,461217.5,407134.9,54082.6
Punta Carretas,914,654,20648.6,31338.8,2009.4,2009.8,2010.8,2011.1,218.0,908.0,578.7,659.2,31.0,109.7,364.1,383.7,42.0,92.9,84.1,85.6,2914.0,2104.5,809.5,223227.1,161223.4,62003.7,227513.1,164318.9,63194.1
Nueva Palmira,289,206,11263.2,18251.3,2004.4,2007.5,2010.8,2011.0,258.3,1888.7,1941.5,1938.0,95.0,194.5,427.0,430.5,38.0,90.0,64.0,63.3,1140.8,1044.5,96.3,87926.2,80601.1,7325.0,89614.4,82148.7,7465.7
La Paloma,89,48,35931.3,68975.8,2012.4,2011.1,2010.5,2010.5,1011.7,5235.9,5039.8,5209.7,172.0,520.3,892.6,899.6,45.0,93.7,130.2,129.9,2472.5,2205.4,267.1,191279.0,170772.5,20506.5,194951.5,174051.3,20900.3
Carmelo,82,52,2106.1,3376.3,2005.6,2006.2,2007.1,2007.1,909.7,1086.4,1219.2,1250.8,79.0,220.2,202.5,206.9,51.0,81.2,59.5,59.2,247.4,207.0,40.4,19050.4,15980.3,3070.1,19416.1,16287.1,3129.0
Punta Del Este,80,52,4317.9,3445.8,2006.5,2006.4,2008.3,2009.8,440.2,1445.9,854.4,1463.3,45.0,187.2,277.5,485.9,18.0,53.3,39.9,71.1,752.8,660.4,92.5,58221.3,51076.2,7145.1,59339.1,52056.9,7282.3
Juan Lacaze,74,68,4894.8,7737.1,2011.0,2010.7,2011.9,2012.0,788.9,2222.7,1691.2,1848.6,82.0,193.5,348.4,360.2,33.5,91.5,84.0,88.1,460.0,426.4,33.6,35590.0,33006.4,2583.5,36273.3,33640.1,2633.1
Fray Bentos,38,19,574.3,876.1,2005.8,2008.6,2009.7,2009.5,183.9,1450.2,1205.8,1198.3,23.5,126.8,313.6,315.5,41.0,45.4,55.3,56.1,89.6,69.3,20.3,6897.3,5357.0,1540.3,7029.7,5459.8,1569.9
Jose Ignacio,27,27,3254.4,6119.7,2009.1,2009.1,2010.3,2010.4,1214.9,1946.8,2052.2,2107.1,270.0,320.5,542.9,547.6,40.0,75.6,58.3,58.1,338.9,276.2,62.7,26238.2,21385.9,4852.3,26742.0,21796.5,4945.5
Artigas,18,16,69.3,15.9,1990.0,1989.1,1990.4,1988.9,757.5,804.4,907.2,696.8,90.0,124.4,230.0,249.1,13.0,70.1,46.0,71.7,37.4,32.2,5.2,2845.6,2450.5,395.1,2900.2,2497.5,402.7
Nuevo Berlin,5,2,7.4,10.0,1990.6,1992.0,1985.1,1985.0,448.0,414.3,669.8,680.5,131.0,115.0,136.4,136.4,120.0,159.2,115.8,114.7,2.9,1.5,1.5,220.5,111.4,109.0,224.7,113.5,111.1
Colonia,4,4,445.0,462.9,2000.8,2000.8,2016.7,2016.8,1379.8,1290.1,2157.8,2188.6,79.0,182.0,135.2,137.4,34.0,35.0,30.4,30.2,37.5,36.2,1.4,2899.6,2795.0,104.5,2955.2,2848.7,106.5
Mercedes,1,1,1.2,0.6,2004.0,2004.0,2004.0,2004.0,1070.0,1070.0,1070.0,1070.0,85.0,85.0,85.0,85.0,15.0,15.0,15.0,15.0,0.9,0.7,0.1,63.9,54.3,9.6,65.2,55.4,9.8
Paysandu,1,1,0.8,0.9,1989.0,1989.0,1989.0,1989.0,274.3,274.3,274.3,274.3,33.0,33.0,33.0,33.0,23.0,23.0,23.0,23.0,0.2,0.1,0.0,12.2,11.1,1.1,12.4,11.3,1.1
