Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Piriapolis,1350,1117,172004.6,299103.7,2009.6,2009.9,2010.9,2011.0,2002.5,3769.3,3985.9,4295.3,272.0,357.6,606.5,622.2,46.0,85.7,89.0,90.0,13425.9,12807.7,618.2,1032153.4,984514.3,47639.1,1051970.7,1003417.0,48553.7
Montevideo,1245,491,47143.7,49284.7,2004.2,2004.3,2008.7,2009.7,732.5,2867.0,881.7,934.2,56.0,397.0,313.6,346.8,25.0,219.5,74.7,78.9,6032.0,5376.1,655.9,463160.3,413249.9,49910.4,472053.0,421184.3,50868.7
Punta Carretas,880,635,79448.7,113723.6,2009.3,2009.6,2011.1,2011.4,886.5,2907.1,2319.3,2482.0,88.5,297.9,505.0,528.2,4.0,28.6,25.5,28.4,7852.7,7692.3,160.4,581222.1,568967.9,12254.2,592381.5,579892.1,12489.5
Nueva Palmira,218,141,10723.3,17818.3,2003.4,2006.6,2007.8,2008.2,303.8,2267.6,2745.4,2806.2,55.0,243.7,596.1,603.8,46.0,77.8,85.7,88.0,929.1,868.6,60.5,71653.9,67041.3,4612.6,73029.7,68328.5,4701.2
La Paloma,109,52,27880.3,52874.5,2012.1,2010.1,2010.9,2010.9,1312.1,3282.0,3140.7,3227.0,232.0,348.0,584.0,589.0,27.0,63.5,69.7,70.5,1609.0,1536.4,72.5,124370.4,118754.5,5615.9,126758.3,121034.5,5723.8
Punta Del Este,93,62,5888.0,6064.7,2006.6,2006.6,2008.6,2008.9,526.3,1609.0,1015.0,2119.9,43.0,173.1,309.3,452.0,7.0,35.7,54.6,82.5,783.0,730.1,52.9,59436.6,55354.8,4081.8,60577.8,56417.6,4160.2
Carmelo,76,44,1507.8,2247.3,2005.5,2005.9,2005.7,2005.5,117.1,1266.1,1176.5,1125.2,16.5,235.7,344.1,335.8,16.0,36.1,49.0,48.7,168.9,158.1,10.9,12988.1,12163.6,824.4,13237.4,12397.2,840.3
Juan Lacaze,74,68,669.7,1013.2,2010.5,2010.1,2010.9,2011.3,250.4,277.0,207.4,228.1,25.0,49.6,100.4,108.1,2.0,5.2,4.9,5.0,68.6,65.3,3.3,5311.9,5057.2,254.6,5413.9,5154.3,259.5
Fray Bentos,51,31,2071.6,3366.4,2007.5,2010.9,2013.7,2013.7,274.3,2894.7,2755.4,2800.7,85.0,269.6,672.8,666.6,37.0,62.4,55.8,56.0,212.5,203.3,9.2,16397.7,15694.1,703.6,16712.6,15995.4,717.1
Jose Ignacio,30,30,6822.0,12696.1,2009.9,2009.9,2012.0,2012.0,4250.1,3459.2,3848.3,4104.3,377.5,329.1,494.5,498.1,44.0,50.7,57.1,57.7,610.5,539.1,71.4,47279.4,41747.2,5532.2,48187.1,42548.7,5638.4
Paysandu,21,2,15.9,18.1,1988.8,1987.0,1989.0,1989.0,272.8,214.7,287.1,287.4,26.0,24.0,26.6,26.6,31.0,70.0,31.3,31.2,4.2,3.5,0.7,318.4,262.7,55.7,324.6,267.8,56.8
Artigas,19,17,84.3,32.5,1992.1,1990.4,1990.0,1990.7,469.2,907.8,1060.3,1310.5,50.0,182.1,483.8,615.9,13.0,18.4,16.0,16.4,30.3,28.1,2.2,2305.0,2137.5,167.4,2349.2,2178.6,170.6
Colonia,6,6,438.6,340.5,1999.0,1999.0,2010.7,2016.5,1674.8,4750.3,2084.9,1588.7,93.5,982.2,1492.9,155.5,21.5,43.8,2.2,1.6,88.7,88.1,0.6,6648.5,6601.1,47.4,6776.1,6727.8,48.3
Nuevo Berlin,4,2,4.5,6.0,1992.0,1992.0,1985.4,1985.1,357.4,477.6,601.6,610.0,218.5,258.8,354.4,351.5,7.5,21.0,7.1,6.2,2.4,2.3,0.2,182.5,170.1,12.3,186.0,173.4,12.6
Mercedes,1,1,0.5,0.3,2004.0,2004.0,2004.0,2004.0,481.5,481.5,481.5,481.5,27.0,27.0,27.0,27.0,18.0,18.0,18.0,18.0,0.4,0.2,0.2,28.8,17.3,11.5,29.3,17.6,11.7
