Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Fray Bentos,272,34,180.6,279.3,2010.2,2009.3,2009.5,2010.6,90.8,247.9,248.0,242.8,13.0,130.7,195.7,88.7,14.0,84.0,85.1,87.3,244.1,195.3,48.7,18677.8,14997.6,3680.2,19036.4,15285.6,3750.9
Montevideo,230,96,505.4,588.5,1995.3,2000.2,2004.0,2006.4,199.7,931.4,230.4,222.5,30.0,249.6,532.9,354.4,24.0,98.2,110.0,114.4,313.8,254.4,59.5,23741.7,19228.4,4513.3,24197.5,19597.6,4599.9
Carmelo,208,23,74.2,100.0,2011.4,2006.5,2010.1,2010.3,91.3,209.5,201.9,190.5,13.0,22.5,45.9,41.1,6.0,85.0,94.6,73.0,70.3,40.7,29.6,5300.8,3070.5,2230.3,5402.6,3129.4,2273.1
Piriapolis,163,144,589.8,932.6,2005.8,2007.9,2008.7,2009.4,102.6,252.9,123.7,131.9,18.0,44.3,48.1,45.6,34.0,100.8,135.6,125.8,133.7,60.0,73.7,10220.0,4606.4,5613.6,10416.3,4694.8,5721.4
Nueva Palmira,116,42,234.0,379.6,2001.9,2006.8,2010.2,2010.9,169.9,343.2,243.2,236.0,26.0,89.2,120.6,115.8,23.5,192.1,79.8,72.3,73.8,47.7,26.2,5615.3,3633.1,1982.2,5723.1,3702.8,2020.3
Punta Carretas,73,66,431.8,651.7,2004.2,2005.1,2002.0,2003.7,185.7,530.4,251.2,242.1,19.0,129.6,157.4,123.9,73.0,208.9,627.5,591.4,209.2,55.2,154.1,16042.8,4206.1,11836.7,16350.9,4286.9,12064.0
Paysandu,65,4,30.7,35.3,1987.0,1988.0,1987.8,1987.6,254.4,184.9,246.3,249.1,26.0,36.9,27.1,27.1,19.0,24.8,32.5,32.9,14.7,10.0,4.7,1108.4,756.6,351.7,1129.7,771.2,358.5
Punta Del Este,52,35,307.9,172.2,1995.9,1997.7,2002.4,2000.2,179.9,1717.0,234.4,204.3,47.0,175.1,245.9,356.7,37.5,381.9,370.1,549.7,134.9,73.4,61.4,10256.9,5606.5,4650.4,10453.9,5714.2,4739.7
Colonia,28,10,122.9,130.4,1999.5,2001.5,2011.2,2011.3,253.3,833.4,1159.0,1103.4,84.0,310.0,732.5,731.6,56.5,199.9,47.3,42.3,35.7,23.1,12.6,2669.9,1724.0,945.9,2721.2,1757.1,964.0
La Paloma,27,18,322.5,581.7,2008.6,2006.6,2007.8,2007.8,105.8,399.7,180.6,182.5,37.0,531.9,266.0,216.3,14.0,64.0,58.3,58.2,70.8,49.6,21.2,5409.4,3767.7,1641.8,5513.3,3840.0,1673.3
Juan Lacaze,23,11,64.3,71.2,1989.7,2001.5,2006.9,2006.8,88.9,87.5,98.0,98.4,10.0,11.2,11.5,11.6,43.0,46.5,34.3,36.4,49.4,6.0,43.4,3727.2,463.9,3263.3,3798.7,472.8,3325.9
Jose Ignacio,21,14,70.2,104.6,2005.9,2005.9,2009.9,2010.4,108.4,324.3,154.6,156.1,16.0,36.5,54.6,58.1,68.0,290.0,134.2,86.9,22.6,12.4,10.2,1727.3,954.2,773.2,1760.5,972.5,788.0
Nuevo Berlin,1,1,0.1,0.0,1999.0,1999.0,1999.0,1999.0,546.4,546.4,546.4,546.4,422.0,422.0,422.0,422.0,30.0,30.0,30.0,30.0,0.8,0.8,0.1,61.9,57.9,4.0,63.1,59.0,4.1
