Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,260,65,2650.2,258.9,2000.8,1999.7,2007.0,2006.5,131.4,196.4,150.2,151.6,14.0,18.3,17.2,18.3,10.0,11.7,11.6,11.4,688.8,456.5,232.3,53276.8,35308.2,17968.6,54299.7,35986.1,18313.6
Container,226,41,2467.0,3028.8,2006.8,2007.1,2007.8,2007.7,196.4,535.5,520.0,518.8,19.5,38.7,103.6,103.3,13.0,14.7,17.2,17.3,497.9,450.8,47.1,38407.4,34816.9,3590.6,39144.8,35485.3,3659.5
Chemical tanker,146,15,427.1,683.4,2006.1,2006.6,2006.2,2006.2,289.5,801.1,439.5,438.5,29.0,85.3,115.8,115.1,23.0,55.0,35.4,34.9,193.2,127.7,65.5,14669.7,9737.8,4932.0,14951.4,9924.7,5026.7
General cargo,104,43,645.6,801.0,2004.5,2005.4,2007.1,2006.9,118.5,1162.5,851.8,772.0,19.0,98.8,196.2,195.4,21.0,56.3,60.8,56.6,161.5,141.1,20.4,12403.7,10872.7,1531.0,12641.8,11081.5,1560.3
Service - tug,89,16,9.1,6.5,1978.3,1991.2,1988.2,1987.5,223.0,642.8,339.5,357.8,47.0,278.8,485.0,538.7,28.0,77.3,62.7,63.6,31.5,26.9,4.6,2364.5,2019.4,345.1,2409.9,2058.2,351.7
Refrigerated bulk,70,17,332.8,362.2,1999.8,1999.2,2004.7,2004.4,136.0,424.8,368.1,363.7,12.0,29.6,79.6,76.5,6.0,9.0,31.8,32.6,146.0,117.5,28.5,11137.1,8995.9,2141.1,11350.9,9168.7,2182.2
Ro-Ro,58,3,48.2,35.5,1992.1,1998.0,1995.4,1994.1,116.4,126.1,120.7,119.5,12.0,13.7,13.2,13.0,9.0,18.0,9.0,9.3,18.1,12.6,5.5,1380.3,969.8,410.5,1406.8,988.4,418.4
Vehicle,46,19,806.3,231.8,2004.6,2005.5,2008.9,2008.6,114.1,179.5,419.2,384.2,15.0,19.3,109.6,105.4,8.5,8.1,10.4,10.4,55.3,50.9,4.4,4279.4,3940.4,339.0,4361.6,4016.1,345.5
Ferry-RoPax,37,2,21.2,2.1,2005.9,2005.5,2003.3,2003.4,299.1,389.4,688.9,682.4,8.0,10.2,16.0,16.1,12.0,25.5,152.2,150.2,34.6,11.4,23.1,2594.7,858.2,1736.6,2644.6,874.6,1769.9
Oil tanker,37,14,605.0,1034.8,2004.9,2008.6,2010.3,2010.8,554.0,869.6,1105.3,1143.4,71.0,148.6,354.3,367.9,33.0,32.0,33.5,33.5,133.0,108.6,24.5,10254.0,8393.1,1860.9,10450.9,8554.3,1896.6
Offshore,16,5,4.6,6.0,2011.0,2002.4,1983.9,1976.9,138.0,1068.9,557.5,1146.6,29.5,118.4,374.6,450.7,22.5,33.5,53.8,60.3,10.6,8.7,1.9,797.9,656.1,141.8,813.3,668.7,144.5
Liquefied gas tanker,16,3,11.3,11.5,2010.0,2007.0,2009.9,2010.0,183.6,173.7,184.9,185.1,16.0,15.7,20.4,20.4,8.0,14.8,11.7,11.7,7.5,5.1,2.4,569.0,389.3,179.7,579.9,396.8,183.1
Ferry-pax only,11,3,1.5,0.1,2008.7,2004.7,2007.5,2007.8,202.5,267.9,195.7,199.5,7.0,8.5,10.5,11.0,13.0,29.8,24.5,25.6,1.8,1.3,0.5,135.8,95.3,40.5,138.4,97.1,41.3
Bulk carrier,6,6,70.5,105.0,2011.8,2011.8,2012.0,2012.0,529.6,760.8,774.0,817.8,70.5,86.3,155.6,158.5,72.5,66.5,76.9,82.5,9.6,8.8,0.8,740.3,677.6,62.7,754.5,690.6,63.9
Service - other,5,3,28.7,11.8,2002.8,2008.0,2004.0,2005.1,479.1,730.1,598.3,622.2,43.0,443.3,415.2,460.0,72.0,51.0,62.4,59.4,9.0,8.4,0.6,688.6,643.2,45.5,701.8,655.5,46.3
