Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,344,86,639.6,633.3,2000.4,2002.1,2005.1,2005.6,118.3,186.1,131.6,132.7,12.0,21.7,23.5,14.5,15.5,35.5,31.4,36.4,235.1,128.9,106.2,17965.5,9879.7,8085.8,18310.4,10069.4,8241.1
Saint Lucia,65,33,250.9,48.0,1998.4,1995.0,2002.9,2005.0,81.3,95.3,120.8,100.8,12.0,17.9,15.3,15.3,10.0,35.8,13.7,37.1,95.5,52.7,42.8,7338.4,4066.3,3272.0,7479.3,4144.4,3334.9
Sint Maarten (Dutch part),65,22,478.1,234.4,2004.6,2003.4,2007.2,2006.0,252.4,275.6,259.1,265.1,24.0,32.5,20.5,25.7,8.0,28.2,12.7,19.7,125.4,103.7,21.7,9668.2,8008.2,1659.9,9853.8,8162.0,1691.8
Saint Vincent and the Grenadines,60,25,226.3,74.7,2002.6,2002.2,2004.9,2006.7,123.8,152.7,127.0,126.7,15.0,17.9,16.1,15.2,9.0,11.2,10.8,11.9,66.5,43.1,23.4,5120.8,3324.4,1796.5,5219.2,3388.2,1830.9
Antigua and Barbuda,59,18,647.8,78.5,2003.8,2002.8,2009.0,2007.8,181.7,216.8,187.7,193.2,16.0,22.9,15.6,17.9,10.0,29.8,11.2,15.9,140.7,104.8,35.8,10885.9,8114.4,2771.5,11095.0,8270.2,2824.8
France,59,24,3237.4,3439.8,1999.2,2001.2,2000.5,2000.2,3712.8,3735.2,3720.2,3718.4,209.0,221.5,220.6,217.2,6.0,9.0,8.6,8.9,1004.2,992.8,11.4,77033.0,76173.1,859.9,78512.0,77635.6,876.4
Dominica,50,26,50.6,29.8,1997.2,1996.0,2001.1,2001.6,72.2,183.2,84.7,96.4,11.0,29.4,15.6,19.1,8.5,36.5,17.0,27.2,17.4,9.9,7.5,1324.7,755.2,569.5,1350.1,769.7,580.5
Saint Kitts and Nevis,48,22,686.0,68.3,2004.2,2004.5,2006.7,2006.1,196.9,232.9,201.9,203.4,15.0,55.2,15.4,18.0,9.0,49.4,10.6,12.1,148.6,114.3,34.3,11499.4,8846.8,2652.6,11720.1,9016.6,2703.5
Barbados,46,28,275.0,49.9,2002.7,2000.8,2009.5,2007.0,135.2,156.9,139.6,152.9,14.0,20.0,15.1,16.3,10.0,13.8,10.1,16.5,74.6,49.8,24.7,5756.7,3851.3,1905.4,5867.2,3925.2,1942.0
Virgin Islands (U.S.),44,10,422.3,177.7,2004.9,2002.9,2008.9,2004.8,317.1,349.5,336.8,337.7,29.5,35.2,23.2,35.6,51.5,45.6,19.3,52.8,128.2,84.1,44.1,9783.1,6451.9,3331.1,9970.9,6575.8,3395.1
Trinidad and Tobago,39,24,96.4,89.6,1998.8,2003.7,2009.1,2008.2,287.8,325.7,314.2,326.4,28.0,33.6,26.2,26.1,27.0,28.8,25.4,26.1,30.4,19.9,10.5,2323.5,1524.4,799.1,2368.1,1553.7,814.5
Grenada,24,16,174.0,57.2,2008.1,2007.3,2007.6,2008.9,167.6,188.7,178.9,178.5,16.5,20.0,19.7,18.6,7.5,13.8,10.0,10.5,39.8,29.8,10.0,3073.0,2302.5,770.4,3132.0,2346.7,785.2
Saint Barthélemy,21,8,36.5,31.7,1998.9,1991.2,2008.7,2006.7,296.8,294.8,271.5,293.6,46.0,52.6,31.2,42.0,25.0,41.0,30.2,44.7,23.7,14.8,8.9,1801.8,1133.1,668.8,1836.4,1154.8,681.6
Dominican Republic,21,7,970.7,95.2,2004.3,2007.7,2006.8,2006.3,562.6,592.3,580.1,576.7,38.0,37.8,37.6,37.5,8.0,8.6,9.9,9.6,172.4,156.1,16.3,13357.2,12092.3,1264.9,13613.7,12324.5,1289.2
Puerto Rico,19,6,86.1,104.7,1998.8,1997.0,2001.3,2006.2,424.8,573.7,594.6,711.8,41.0,86.5,93.3,114.0,28.0,38.5,36.3,45.7,30.5,20.5,9.9,2306.4,1560.2,746.3,2350.7,1590.1,760.6
French Guiana,18,5,101.3,120.1,2002.8,2005.4,2001.2,2001.5,898.3,838.7,943.7,957.3,132.0,91.2,134.4,140.2,46.5,35.0,47.4,51.1,48.3,36.5,11.8,3695.9,2806.9,889.0,3766.9,2860.8,906.1
Spain,16,13,1687.7,1410.3,2004.1,2002.1,2006.7,2008.1,3529.3,3367.4,3342.6,3494.6,206.0,233.5,209.5,210.1,13.5,26.5,14.3,15.7,284.3,279.3,5.0,21997.3,21618.7,378.6,22419.6,22033.8,385.8
"Bonaire, Sint Eustatius and Saba",15,10,46.2,18.3,1992.5,1997.9,2005.5,2003.7,319.8,423.6,415.3,317.6,106.0,401.5,159.0,272.4,19.0,145.4,29.9,55.6,22.9,18.8,4.1,1740.2,1427.6,312.6,1773.6,1455.0,318.6
Saint Martin (French part),13,6,16.0,20.9,1997.8,1993.5,2003.7,2005.4,267.4,263.7,280.6,290.6,25.0,30.4,25.5,26.4,17.0,23.2,33.4,29.4,7.1,5.0,2.0,539.9,386.6,153.3,550.3,394.0,156.2
United States of America,12,12,350.0,277.7,2007.6,2007.6,2007.5,2007.6,1672.8,1714.3,1697.0,1696.6,139.5,139.2,118.2,138.2,40.0,92.0,61.6,110.9,83.4,75.5,7.9,6407.2,5814.0,593.2,6530.2,5925.6,604.6
Suriname,12,9,65.6,81.6,2008.3,2007.4,2008.1,2007.8,671.6,706.6,697.8,700.3,52.5,59.0,59.4,59.7,25.0,44.0,25.7,28.7,22.5,16.6,5.9,1718.4,1275.6,442.8,1751.4,1300.1,451.3
Colombia,11,8,232.2,336.1,2007.0,2006.1,2007.8,2007.7,930.5,986.3,1006.1,989.5,83.0,92.9,92.7,92.5,45.0,40.1,36.8,38.4,37.2,33.3,3.9,2858.1,2565.9,292.1,2912.9,2615.2,297.8
Jamaica,11,10,190.8,192.2,2006.4,2007.0,2007.7,2005.9,983.2,1054.2,1040.5,1078.3,103.0,105.2,95.9,105.8,14.0,43.6,38.4,48.3,29.7,25.0,4.7,2285.6,1925.1,360.5,2329.5,1962.1,367.4
Morocco,9,5,1424.5,521.0,2008.3,2007.8,2007.9,2008.6,3289.6,3295.7,3335.3,3320.9,229.0,229.4,231.2,224.5,9.0,9.0,9.1,8.6,108.8,107.9,0.9,8428.3,8360.4,67.9,8590.1,8520.9,69.2
Netherlands,6,5,268.5,268.8,2010.2,2010.0,2009.0,2008.8,3848.7,3155.8,3847.6,3843.2,226.5,635.1,242.5,232.4,6.5,32.9,9.4,7.5,77.8,77.0,0.7,5952.5,5897.3,55.2,6066.8,6010.5,56.2
Guyana,5,5,14.4,20.9,2001.0,2001.0,2003.1,2002.7,639.9,616.1,631.5,634.5,73.0,78.8,70.5,70.3,52.0,177.4,201.9,219.5,14.7,4.9,9.8,1108.1,371.3,736.8,1129.4,378.4,751.0
Norway,4,4,1013.5,1837.3,2013.8,2013.8,2013.7,2013.8,4118.8,4092.1,4091.1,4091.4,355.5,355.5,355.3,355.2,64.5,187.8,173.5,173.2,115.3,69.9,45.4,8911.7,5393.2,3518.5,9082.8,5496.8,3586.0
Curaçao,4,4,17.0,9.1,1994.5,1994.5,2003.7,2004.1,507.2,520.7,522.6,503.1,50.5,57.8,48.4,43.7,29.5,26.2,24.1,27.7,7.5,6.6,0.9,571.3,501.6,69.6,582.3,511.3,71.0
