Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,380,93,1447.6,639.8,2001.6,2003.3,2006.5,2004.9,122.0,138.6,131.2,135.6,13.0,14.7,13.3,14.2,13.0,26.7,16.9,21.9,409.6,252.1,157.4,31509.8,19445.2,12064.6,32114.8,19818.6,12296.3
Barbados,122,41,747.0,213.9,2005.1,2006.1,2006.0,2006.7,138.1,146.5,151.5,150.4,14.0,23.4,14.9,14.9,11.0,15.0,15.3,12.8,204.4,124.5,79.9,15770.8,9611.2,6159.5,16073.6,9795.8,6277.8
Saint Lucia,99,42,222.5,71.9,1997.8,1998.5,2006.4,2007.9,60.4,118.8,93.1,101.7,11.0,35.9,29.8,81.5,9.0,12.0,11.6,17.8,99.7,62.4,37.2,7655.5,4793.8,2861.6,7802.5,4885.9,2916.6
Trinidad and Tobago,86,30,323.6,343.3,2002.8,2004.6,2006.2,2006.5,271.8,326.5,287.6,299.7,26.0,50.6,45.8,55.3,15.0,19.0,18.6,22.3,99.4,76.7,22.7,7574.2,5867.3,1706.9,7719.7,5980.0,1739.7
Dominica,84,30,63.1,35.9,1995.1,1991.5,2002.4,2001.4,72.0,162.4,93.9,76.1,10.0,30.2,25.4,30.7,10.0,10.7,12.8,9.1,27.6,18.6,8.9,2090.9,1413.8,677.1,2131.1,1441.0,690.1
Colombia,57,16,1603.8,1695.8,2008.1,2007.4,2008.6,2008.2,934.8,987.2,956.4,960.4,57.0,87.2,74.9,83.2,11.0,23.8,15.6,16.0,298.3,278.1,20.2,23038.9,21506.1,1532.8,23481.3,21919.1,1562.2
Virgin Islands (U.S.),44,18,134.6,164.6,2001.4,1998.9,2005.0,2004.5,333.6,340.3,365.3,370.8,43.5,40.6,44.1,51.9,29.5,30.1,28.2,34.5,59.0,40.8,18.2,4482.1,3113.2,1368.9,4568.2,3173.0,1395.2
Saint Kitts and Nevis,24,17,276.0,35.5,2005.8,2005.2,2006.2,2005.3,199.0,247.0,212.3,208.7,15.5,40.1,16.4,17.4,9.0,12.7,9.1,8.7,70.6,54.6,16.0,5464.0,4227.7,1236.3,5569.0,4308.9,1260.0
Saint Vincent and the Grenadines,23,18,64.0,19.6,1995.1,1996.2,2001.5,1994.9,111.0,375.0,117.4,147.7,14.0,43.7,39.6,145.5,10.0,16.5,12.3,23.8,29.0,20.1,8.9,2219.5,1538.4,681.1,2262.1,1567.9,694.2
Grenada,21,10,289.1,30.7,2007.0,2007.2,2009.8,2009.4,179.7,185.8,196.2,193.7,15.0,57.4,15.7,19.1,8.0,9.2,6.3,6.4,56.9,46.1,10.8,4402.2,3563.0,839.2,4486.8,3631.4,855.4
Antigua and Barbuda,20,15,136.7,28.5,2006.8,2006.4,2009.0,2007.4,185.5,204.2,183.5,194.2,16.0,24.2,14.9,17.8,11.5,29.8,12.5,37.1,43.7,28.0,15.7,3361.8,2166.5,1195.3,3426.3,2208.1,1218.3
Saint Barthélemy,19,5,11.2,16.0,1988.6,1988.8,2006.1,2007.2,249.5,253.3,270.3,272.0,44.0,54.9,38.5,37.4,23.0,27.5,22.2,21.5,8.9,6.5,2.4,675.1,494.6,180.6,688.1,504.1,184.0
French Guiana,19,7,121.8,150.8,2003.1,2006.6,2004.0,2003.3,878.1,926.0,917.9,888.9,93.0,199.1,178.5,126.5,39.0,43.7,42.3,41.9,42.7,33.4,9.3,3260.6,2564.4,696.2,3323.2,2613.7,709.6
