Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,256,64,4373.0,425.6,2000.8,1999.5,2007.0,2006.5,176.4,229.8,250.3,251.4,15.0,20.6,33.6,33.8,9.0,9.8,9.8,9.7,974.5,784.7,189.8,75385.0,60702.7,14682.3,76832.4,61868.2,14964.2
Container,230,43,2754.3,3377.7,2006.8,2007.3,2008.3,2008.3,143.5,406.3,567.7,565.0,15.0,35.3,154.6,153.3,13.0,25.9,17.2,17.2,582.2,522.8,59.3,44944.9,40390.5,4554.4,45807.8,41166.0,4641.9
Chemical tanker,145,15,318.7,511.5,2006.1,2006.6,2006.3,2006.3,285.1,572.3,329.6,329.6,25.0,56.5,72.0,71.2,38.0,103.1,72.6,71.9,200.9,82.1,118.8,15206.0,6264.1,8941.9,15498.0,6384.3,9113.6
General cargo,107,44,831.3,1023.5,2004.5,2004.9,2003.2,2003.7,189.3,1225.4,1057.1,946.9,24.0,110.9,223.5,207.1,24.0,56.0,52.7,57.7,180.5,157.4,23.2,13858.1,12119.2,1738.8,14124.1,12351.9,1772.2
Service - tug,89,16,7.9,5.8,1978.3,1991.2,1982.1,1981.7,221.3,405.6,293.5,321.8,43.0,310.7,624.3,731.1,24.0,113.2,100.2,99.6,28.3,21.7,6.6,2125.9,1630.4,495.4,2166.7,1661.7,504.9
Refrigerated bulk,71,18,2610.4,2869.0,1999.8,1999.2,1998.9,1999.0,3692.5,3047.3,2851.8,2851.1,205.0,174.7,206.8,206.9,6.0,9.4,7.0,7.0,950.0,934.8,15.3,72774.0,71626.9,1147.0,74171.2,73002.2,1169.1
Ro-Ro,58,3,66.3,46.1,1992.1,1998.0,1998.0,1996.1,115.9,484.6,166.0,155.4,12.0,17.0,20.9,20.6,35.0,54.3,34.5,34.7,31.8,15.6,16.3,2419.9,1193.4,1226.5,2466.4,1216.3,1250.0
Vehicle,46,19,2150.0,678.8,2004.6,2005.5,2007.4,2007.2,117.9,843.1,1117.7,1125.1,15.0,64.4,223.2,224.4,9.0,9.6,9.8,9.6,136.8,131.8,5.0,10588.8,10202.4,386.3,10792.1,10398.3,393.8
Ferry-RoPax,37,2,12.6,1.3,2005.9,2005.5,2004.7,2004.9,223.7,183.1,408.1,407.2,12.0,19.2,151.8,148.7,0.0,0.8,15.7,16.2,29.7,26.4,3.2,2226.7,1985.7,241.0,2269.5,2023.8,245.7
Oil tanker,36,14,1452.1,2587.0,2005.0,2008.6,2011.9,2012.2,893.8,1973.9,2683.5,2884.3,120.5,185.5,337.9,343.6,43.0,88.3,143.2,145.0,212.6,140.1,72.5,16369.7,10793.6,5576.1,16684.0,11000.8,5683.2
Offshore,17,5,3.4,3.0,2011.5,2002.4,1998.9,1988.0,246.1,523.5,391.5,561.2,48.0,235.2,581.8,357.5,92.0,103.3,190.7,174.3,14.6,8.0,6.6,1099.8,603.9,495.8,1120.9,615.5,505.4
Liquefied gas tanker,16,3,29.6,30.1,2010.0,2007.0,2010.5,2010.5,451.1,378.3,484.6,486.3,24.5,27.0,46.9,46.9,26.0,24.5,33.7,33.7,20.7,12.4,8.3,1576.7,949.8,626.9,1607.0,968.0,639.0
Ferry-pax only,11,3,6.7,0.7,2008.7,2004.7,2005.8,2005.7,196.3,1460.0,903.2,1092.2,11.0,228.8,756.2,787.3,0.0,6.5,21.4,22.1,9.0,8.9,0.1,678.9,670.2,8.7,691.9,683.1,8.8
Bulk carrier,6,6,48.4,76.5,2011.8,2011.8,2011.7,2011.7,168.3,473.2,531.5,595.4,44.5,50.0,89.0,91.3,123.5,126.0,134.4,135.0,6.8,5.4,1.4,524.3,417.5,106.8,534.4,425.5,108.9
Service - other,4,2,19.9,7.3,1999.8,2004.5,1996.0,1996.2,357.7,299.2,435.2,420.5,29.5,26.5,53.4,52.9,45.5,48.0,21.8,22.4,5.5,5.2,0.3,424.9,404.1,20.8,433.1,411.9,21.2
