Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sines,1566,683,162051.6,194867.3,2006.8,2007.6,2010.2,2010.0,1008.2,1790.2,2040.8,2012.6,76.0,158.4,263.9,266.6,24.0,41.4,31.7,35.3,16933.1,15786.9,1146.3,1277414.6,1189198.4,88216.2,1301941.0,1212031.0,89910.0
Setubal,1014,567,23234.7,22985.6,2004.2,2005.3,2007.3,2008.4,819.3,1193.5,1187.9,1520.2,73.5,138.1,227.8,320.9,33.0,102.8,148.6,225.5,3442.9,2351.5,1091.5,265220.6,181048.6,84172.0,270312.8,184524.8,85788.1
Aveiro,812,516,5246.7,7649.9,2004.2,2004.0,2006.0,2006.0,861.2,1078.2,1165.2,1171.7,92.0,127.9,212.2,204.2,39.0,66.5,97.8,97.5,1313.2,1104.0,209.2,100092.1,84338.1,15754.0,102013.9,85957.4,16056.5
Leixoes,800,414,11979.9,16485.7,2005.3,2005.2,2009.0,2009.2,822.3,1115.7,1518.6,1601.8,80.0,121.7,341.8,357.5,31.0,60.0,89.9,90.7,1795.3,1653.2,142.2,137629.2,126878.4,10750.8,140271.6,129314.5,10957.2
Matosinhos,723,304,14246.4,13091.8,2005.7,2005.8,2006.8,2007.1,926.3,960.5,1027.3,1226.5,65.0,101.1,165.6,199.4,16.0,37.1,32.1,42.5,2538.3,2280.5,257.7,194809.2,175134.7,19674.5,198549.5,178497.3,20052.3
Lisboa,519,274,13302.6,6262.4,2003.4,2003.1,2005.8,2007.9,658.9,1011.6,670.2,1182.4,50.0,108.5,119.6,271.0,23.0,51.3,30.3,70.7,2741.5,2412.8,328.7,210864.6,185559.2,25305.5,214913.2,189121.9,25791.3
Figueira Da Foz,326,173,1175.7,1621.8,2002.6,2002.7,2005.4,2005.2,742.5,975.9,930.5,929.2,76.0,102.9,148.2,145.5,50.5,56.4,49.0,50.4,328.2,272.3,55.9,24964.6,20733.1,4231.5,25443.9,21131.2,4312.8
Banatica,287,268,10877.1,17886.7,2007.4,2007.7,2010.0,2010.3,754.8,1355.4,1662.2,1715.7,93.0,169.9,353.0,359.2,9.0,25.1,36.5,38.0,1225.4,1162.3,63.1,93973.7,89127.5,4846.2,95778.0,90838.7,4939.3
Funchal,253,85,11719.4,1173.9,2002.1,2001.4,2005.6,2004.5,303.0,1307.1,649.5,649.2,28.0,116.6,83.8,91.8,10.0,13.9,12.9,12.6,2492.6,2196.6,296.0,192618.4,169695.0,22923.4,196316.7,172953.2,23363.5
Almada,193,87,9222.6,11714.1,2004.7,2005.8,2003.2,2003.5,876.5,1356.8,1865.3,1897.2,67.0,120.6,189.4,194.1,22.0,83.7,31.0,33.0,1293.5,1218.5,75.0,99948.6,94186.4,5762.3,101867.6,95994.8,5872.9
Barreiro,155,117,680.4,1032.7,2003.9,2004.3,2004.5,2004.6,1012.4,1110.6,989.0,998.6,149.0,179.6,190.2,190.9,31.0,48.4,44.4,44.2,229.6,202.4,27.2,17473.8,15423.2,2050.6,17809.3,15719.4,2089.9
Ponta Delgada,144,115,10989.5,5567.2,2002.4,2003.3,2007.1,2008.8,1768.8,2113.4,2106.1,2577.4,139.0,239.3,282.0,341.1,15.0,32.8,15.9,26.4,2078.5,2014.9,63.6,160459.7,155560.9,4898.8,163540.6,158547.7,4992.9
Cascais,136,116,2690.3,4254.1,2003.2,2002.4,2007.0,2006.8,947.1,1309.3,1640.1,1741.2,92.0,154.6,320.0,335.3,15.0,32.0,40.3,42.5,393.9,360.9,33.0,30320.6,27790.7,2529.9,30902.7,28324.3,2578.4
Viana Do Castelo,113,95,662.2,819.7,2005.1,2004.6,2006.2,2006.7,839.6,977.3,1177.3,1186.9,83.0,101.5,191.3,193.9,44.0,116.0,205.4,207.1,251.8,153.4,98.4,19103.3,11707.6,7395.7,19470.1,11932.3,7537.7
Trafaria,78,74,4231.7,7167.8,2007.6,2007.7,2008.4,2008.7,1265.1,2077.5,2701.6,2769.6,173.0,235.6,440.0,451.7,60.0,112.2,186.9,194.7,496.1,458.6,37.5,38254.5,35371.0,2883.5,38989.0,36050.1,2938.9
Gafanha Da Encarnaca,53,50,364.8,520.2,2003.8,2003.7,2007.9,2008.3,999.4,1089.8,1090.6,1101.4,91.0,109.6,142.5,142.1,21.0,37.8,46.6,46.5,86.1,76.2,9.9,6571.4,5819.7,751.7,6697.6,5931.4,766.2
Portimao,51,38,235.9,78.8,1996.1,1997.3,1999.7,1999.9,177.0,487.5,281.4,441.3,19.0,56.3,61.3,116.6,10.0,74.9,34.1,81.7,62.6,43.3,19.3,4792.4,3326.0,1466.4,4884.4,3389.9,1494.5
Faro,33,12,98.8,131.3,2000.5,1998.0,2002.8,2002.9,942.5,615.1,658.5,768.4,99.0,74.0,98.3,103.7,65.0,53.0,60.0,66.1,28.9,23.7,5.2,2209.4,1818.4,391.0,2251.8,1853.3,398.5
Leca Da Palmeira,33,32,6857.7,13082.7,2006.5,2006.7,2007.3,2007.3,2903.5,2933.9,3478.2,3513.6,329.0,302.0,405.2,407.2,36.0,46.9,55.9,56.4,682.7,576.1,106.6,52867.6,44611.0,8256.6,53882.6,45467.5,8415.1
