Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Matosinhos,541,154,2285.7,2483.1,2004.0,2004.9,2004.0,2004.1,241.5,321.3,291.6,312.1,24.0,92.4,55.4,62.2,26.0,36.6,32.4,34.0,767.8,530.6,237.1,59011.3,40917.9,18093.4,60144.3,41703.5,18440.8
Lisboa,537,137,2263.4,1517.4,2000.3,1999.4,2002.8,2002.4,274.6,592.9,392.9,402.1,35.0,43.6,42.7,46.2,21.0,52.9,36.5,34.1,737.0,576.4,160.6,56593.0,44425.0,12168.0,57679.5,45277.9,12401.6
Sines,504,102,1560.1,2168.1,2004.6,2003.9,2004.8,2005.2,231.0,294.7,260.6,261.5,27.0,108.8,67.6,67.0,20.0,61.6,41.9,44.2,679.3,388.4,291.0,52067.3,29723.6,22343.7,53066.9,30294.3,22772.6
Ponta Delgada,497,69,2363.1,1743.3,2000.9,2001.2,2002.5,2001.5,232.0,525.3,512.0,501.1,33.0,111.1,57.1,67.1,15.0,55.6,27.8,40.6,681.6,569.9,111.6,52449.8,43980.8,8469.0,53456.9,44825.3,8631.6
Leixoes,414,170,948.7,1174.2,2004.1,2003.9,2003.9,2004.0,216.7,278.8,257.0,256.3,19.0,43.6,53.8,57.6,27.0,49.6,39.5,40.3,306.4,204.9,101.5,23412.2,15756.0,7656.2,23861.7,16058.5,7803.2
Praia Da Vitoria,410,45,467.0,337.7,1986.1,1999.5,2000.7,2001.5,86.4,279.9,214.5,172.3,10.0,28.8,37.3,39.5,8.0,68.5,45.2,53.0,165.1,110.7,54.4,12681.8,8532.7,4149.1,12925.3,8696.5,4228.8
Setubal,326,170,509.8,686.6,2001.5,2003.3,2005.0,2005.3,212.9,242.9,205.3,198.4,24.0,87.1,60.1,63.1,25.0,46.4,38.8,36.9,226.3,172.3,54.0,17321.1,13237.8,4083.4,17653.7,13491.9,4161.8
Canical,223,34,917.4,1152.2,2001.8,2001.1,2002.9,2002.5,546.7,1001.6,624.4,630.4,45.0,210.5,81.3,84.5,37.0,85.9,65.8,66.6,327.8,254.1,73.8,25117.3,19544.7,5572.6,25599.5,19919.9,5679.6
Aveiro,205,138,183.7,247.2,1998.9,2000.9,2000.1,2001.4,201.7,383.8,245.2,228.0,22.0,66.3,275.4,185.8,34.0,62.1,54.7,47.0,107.5,60.1,47.4,8151.7,4555.8,3595.9,8308.2,4643.3,3664.9
Horta,204,33,254.5,122.6,1993.8,1994.8,1998.2,2001.7,154.3,825.4,223.3,173.8,12.5,169.5,53.9,54.8,16.0,133.2,44.6,49.6,129.8,86.9,42.9,9865.1,6626.8,3238.2,10054.5,6754.1,3300.4
Banatica,193,38,176.1,242.8,2003.6,2003.8,2006.4,2006.8,79.4,397.4,193.6,184.9,21.0,42.9,73.0,71.8,22.0,50.5,39.6,36.2,158.6,95.2,63.4,12000.8,7222.8,4778.0,12231.3,7361.5,4869.8
Trafaria,129,40,123.2,145.9,1996.1,2002.0,2003.1,2003.9,106.8,793.9,359.6,324.2,47.0,177.0,100.6,76.4,24.0,90.0,82.1,54.6,99.5,56.4,43.1,7547.7,4294.5,3253.2,7692.6,4377.0,3315.6
Figueira Da Foz,127,52,54.0,66.4,1999.3,1999.4,2000.3,2001.1,92.2,240.3,113.9,107.3,16.0,69.0,91.6,63.5,20.0,79.5,41.7,35.2,47.2,30.4,16.8,3553.1,2293.2,1259.8,3621.3,2337.3,1284.0
Praia,98,12,39.6,44.5,1986.6,1993.8,1998.0,1998.3,57.7,276.7,168.1,168.4,8.0,165.8,38.6,38.9,38.5,85.5,34.9,34.2,32.0,18.9,13.0,2423.6,1444.0,979.6,2470.2,1471.7,998.5
Funchal,97,34,1176.8,181.9,1999.3,1994.9,1998.9,1995.1,511.0,532.7,522.4,550.2,39.0,49.8,41.5,48.1,7.0,28.7,32.8,60.2,326.2,266.6,59.6,25070.8,20548.0,4522.8,25552.2,20942.5,4609.7
Almada,92,41,189.4,190.1,1997.6,2001.3,2001.6,2002.6,263.6,419.1,306.6,271.9,40.0,64.3,131.0,55.5,18.0,53.8,27.1,31.4,93.5,72.9,20.7,7115.3,5543.1,1572.2,7251.9,5649.5,1602.4
Portimao,88,34,213.0,43.5,1995.4,1995.4,2004.1,2002.3,198.6,272.3,318.4,290.7,25.0,45.8,37.4,65.9,9.0,124.9,15.7,33.9,103.7,81.7,22.0,7944.3,6278.6,1665.7,8096.8,6399.1,1697.7
Cais Do Pico,83,10,30.1,35.4,1982.3,1993.8,1997.2,1997.9,76.1,211.3,164.1,162.5,10.0,14.2,24.6,23.1,25.0,29.3,28.9,28.1,19.9,11.9,8.0,1515.4,913.9,601.4,1544.5,931.5,613.0
Velas,75,12,43.7,48.8,1995.9,1994.9,2001.0,2001.6,148.0,161.2,150.2,147.4,12.0,14.0,17.0,17.0,12.0,16.1,17.3,18.2,26.9,17.9,9.0,2047.3,1369.4,677.9,2086.6,1395.6,691.0
Vila Do Porto,68,11,51.5,39.8,2001.4,1997.3,1998.4,1999.2,168.5,392.3,207.0,173.1,16.0,81.7,43.9,40.5,16.0,86.1,32.8,27.0,37.7,20.3,17.4,2848.4,1538.9,1309.5,2903.1,1568.5,1334.6
Barreiro,63,54,53.6,61.4,2002.5,2002.6,2002.7,2003.0,192.2,427.8,211.4,164.5,24.0,60.9,452.1,57.9,45.0,52.2,47.4,54.3,29.9,17.4,12.5,2262.8,1314.9,948.0,2306.3,1340.1,966.2
Cova Da Piedade,59,9,11.4,6.4,1990.9,1995.0,1996.6,2002.3,108.8,1220.5,303.5,132.7,101.0,175.7,221.6,236.8,15.0,78.6,169.4,90.4,32.0,21.0,11.0,2402.6,1578.5,824.2,2448.8,1608.8,840.0
Porto Santo,57,15,284.7,130.7,2003.8,2001.8,2004.1,2005.9,498.8,400.0,712.6,607.7,44.0,39.4,213.6,120.3,27.0,24.1,63.4,45.6,162.4,126.4,35.9,12229.1,9530.1,2699.0,12463.9,9713.1,2750.8
Gafanha Da Encarnaca,56,25,45.8,61.3,1998.1,2004.0,2008.4,2009.2,251.6,260.1,240.0,232.4,68.0,57.0,92.1,83.3,36.5,54.4,73.5,61.6,36.8,19.1,17.7,2785.5,1449.5,1336.0,2839.0,1477.3,1361.6
Peniche,49,22,26.1,27.7,1998.0,1998.0,2002.4,2003.5,388.5,2375.2,413.0,351.9,40.0,259.5,596.8,449.2,54.0,298.0,690.7,762.0,46.7,25.8,20.9,3510.3,1939.0,1571.3,3577.7,1976.2,1601.5
Cascais,49,43,119.9,183.3,2002.1,2001.3,2006.2,2006.3,113.7,213.0,204.4,210.3,44.0,84.4,301.8,327.5,33.0,63.2,75.2,69.9,71.8,48.6,23.2,5532.8,3750.4,1782.4,5639.1,3822.4,1816.7
Calheta (Island Sao),42,4,1.6,1.6,1971.7,1985.8,1971.2,1971.0,56.7,130.9,61.4,60.6,8.0,35.0,17.0,16.4,24.5,25.5,47.0,46.0,3.2,1.4,1.8,241.2,107.6,133.6,245.8,109.6,136.1
Alges,38,23,86.8,57.9,1994.2,1999.2,2003.3,1999.8,190.4,465.4,428.3,435.5,33.5,92.2,55.0,68.4,12.0,44.9,23.7,24.8,32.2,26.6,5.6,2471.0,2043.6,427.3,2518.4,2082.9,435.6
Olhao,37,10,13.8,8.7,1992.0,1992.9,1997.1,2001.2,192.7,171.8,81.9,116.5,42.0,28.8,28.0,28.4,37.0,28.4,39.4,74.3,12.4,5.4,7.0,942.7,409.8,532.9,960.8,417.7,543.1
Viana Do Castelo,34,27,60.2,51.9,1998.1,1999.6,1998.5,2001.1,243.1,382.6,356.1,302.6,22.0,163.5,241.2,251.4,40.0,73.7,32.1,26.3,70.2,55.5,14.7,5297.8,4193.6,1104.2,5399.6,4274.2,1125.4
Sesimbra,34,23,106.7,131.0,2002.1,2002.1,2008.2,2007.7,170.7,188.3,155.5,154.8,27.0,31.8,38.1,37.8,25.5,44.8,40.8,34.7,24.6,12.1,12.5,1891.3,931.2,960.0,1927.6,949.1,978.5
Lajes Das Flores,33,14,47.5,38.0,1998.5,1997.3,1996.6,1997.2,210.4,499.5,334.0,287.5,19.0,77.6,127.4,87.0,10.0,32.4,10.8,12.0,16.2,14.1,2.1,1234.0,1075.6,158.4,1257.7,1096.3,161.4
Santa Luzia,29,7,42.2,41.4,1986.9,1993.4,2000.2,2002.2,142.8,275.0,205.9,247.5,29.0,37.3,77.2,71.7,13.0,104.4,31.2,33.0,21.5,15.4,6.0,1627.0,1170.9,456.1,1658.3,1193.4,464.9
Fuzeta,22,6,84.5,87.5,1987.8,2001.0,2009.4,2010.2,82.9,229.2,294.6,303.2,22.5,41.0,54.0,55.1,9.0,15.8,23.1,25.4,11.8,9.4,2.4,904.4,718.6,185.8,921.8,732.4,189.4
Porto Da Madalena,21,9,30.1,4.8,1995.8,2000.6,2010.1,2008.8,621.9,2361.4,5961.2,2608.4,105.0,817.3,5509.9,5084.0,8.0,146.7,30.0,37.7,56.2,52.6,3.6,4216.3,3946.9,269.3,4297.2,4022.7,274.5
Faro,16,9,38.9,51.0,1996.4,1996.1,2001.9,2002.2,552.7,526.6,707.0,716.4,48.0,58.0,90.7,93.4,41.5,52.0,71.8,74.2,11.5,8.2,3.3,874.4,627.5,246.8,891.2,639.6,251.6
Maceira,16,7,12.0,15.2,1992.9,1995.1,1993.6,1993.9,1122.4,1424.1,418.9,330.2,234.0,184.3,144.8,56.2,39.0,172.4,201.3,74.6,15.1,7.3,7.8,1132.8,550.2,582.7,1154.6,560.7,593.8
Almograve,14,9,20.8,30.9,1999.2,2000.1,2008.2,2009.7,212.0,255.7,142.8,156.0,31.0,38.3,53.4,55.5,55.0,330.9,1171.3,1366.1,20.0,2.8,17.1,1537.8,215.0,1322.8,1567.3,219.1,1348.2
Camara De Lobos,14,4,23.2,37.2,1987.5,1987.0,1981.6,1981.7,534.3,755.8,631.2,631.2,55.0,114.0,113.8,113.2,24.0,21.8,29.3,29.3,7.5,6.6,0.9,577.4,509.0,68.4,588.4,518.7,69.7
