Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sines,1560,689,177393.4,212918.6,2007.0,2007.6,2009.9,2009.9,1146.7,1785.3,2254.9,2233.2,97.0,156.1,228.8,230.9,22.0,42.0,32.9,35.8,19713.7,18765.3,948.4,1498520.6,1426295.6,72225.0,1527292.2,1453680.5,73611.7
Setubal,948,517,24384.4,21854.9,2004.2,2005.4,2006.3,2006.5,1000.4,1168.4,1260.1,1484.5,80.0,127.3,172.4,234.3,23.0,54.6,63.7,93.1,2864.9,2508.3,356.6,220255.3,193034.5,27220.7,224484.2,196740.8,27743.4
Aveiro,847,526,6015.3,8550.8,2004.3,2004.1,2006.2,2006.2,947.4,1168.0,1258.8,1228.2,95.0,129.5,234.9,213.5,29.0,52.0,61.4,60.2,1450.7,1260.7,190.0,110635.1,96281.1,14354.0,112759.3,98129.7,14629.6
Leixoes,809,400,8626.0,11286.4,2004.8,2004.6,2007.4,2007.5,828.4,991.5,1037.0,1041.3,65.0,103.8,202.5,204.0,21.0,44.1,46.0,47.4,1658.6,1510.8,147.8,127225.1,116019.8,11205.3,129667.8,118247.4,11420.4
Matosinhos,663,294,9740.6,8306.5,2005.0,2004.5,2005.3,2005.9,856.5,891.3,810.4,938.2,63.0,90.0,99.6,128.6,15.0,36.9,33.3,40.8,2127.4,1851.0,276.5,163324.4,142263.4,21061.1,166460.3,144994.8,21465.4
Lisboa,629,305,18195.1,8781.1,2004.0,2003.2,2005.3,2005.9,838.4,1060.7,796.1,1240.8,62.0,106.8,107.0,188.1,12.0,73.4,27.2,54.9,3718.1,3336.6,381.5,285952.6,256804.4,29148.2,291442.9,261735.1,29707.8
Figueira Da Foz,368,205,1317.6,1891.8,2002.6,2002.6,2004.2,2004.2,968.0,1077.1,1028.1,1034.5,107.0,125.2,146.9,147.4,29.0,42.1,43.9,44.8,371.4,335.3,36.1,28211.8,25484.9,2726.9,28753.5,25974.2,2779.3
Banatica,300,283,12180.9,20053.9,2007.2,2007.5,2009.8,2010.1,1003.7,1558.1,1800.9,1854.5,95.0,149.3,333.6,348.3,49.0,82.6,101.2,106.0,1372.8,1171.2,201.6,105545.3,90140.6,15404.7,107571.8,91871.3,15700.5
Funchal,259,90,12765.2,1451.3,2002.6,2001.1,2005.4,2005.4,376.8,1218.3,681.9,790.0,33.0,120.5,92.2,132.0,10.0,26.1,11.7,13.7,2658.9,2425.4,233.4,205711.4,187657.5,18053.9,209661.1,191260.5,18400.6
Almada,205,85,3944.2,5157.2,2004.8,2006.2,2007.2,2007.6,444.8,993.2,724.0,754.7,37.0,93.3,147.7,166.1,16.0,45.1,53.8,59.0,603.1,526.2,76.9,46534.9,40631.7,5903.3,47428.4,41411.8,6016.6
Ponta Delgada,132,109,7339.0,3787.9,2002.7,2003.7,2007.5,2008.1,1388.3,1863.4,1746.7,1820.1,116.0,237.8,170.0,238.3,21.5,93.7,39.9,77.7,1333.2,1242.1,91.1,102538.7,95589.2,6949.5,104507.5,97424.6,7082.9
Viana Do Castelo,130,108,652.0,841.1,2004.7,2004.6,2007.3,2007.1,941.4,1088.9,1120.4,1147.1,103.5,117.3,174.5,163.5,32.0,48.2,66.1,70.9,182.9,156.2,26.7,13882.4,11858.7,2023.7,14148.9,12086.4,2062.5
Barreiro,117,87,399.7,598.7,2004.6,2004.7,2004.4,2004.4,543.7,717.7,690.8,697.1,49.0,87.8,94.4,96.9,30.0,43.0,43.5,44.4,133.9,102.7,31.2,10249.7,7879.0,2370.6,10446.5,8030.3,2416.1
Cascais,105,90,1470.9,2082.0,2004.0,2003.4,2006.0,2005.9,820.2,978.5,1143.0,1099.7,103.0,146.2,219.9,206.2,37.0,70.4,67.8,75.0,281.7,236.9,44.8,21582.5,18168.3,3414.2,21996.9,18517.2,3479.7
Trafaria,76,73,3199.4,5579.7,2007.5,2007.6,2006.9,2007.0,1032.5,1622.3,1944.0,2078.5,128.0,179.6,348.8,361.4,42.5,65.4,80.8,82.2,310.9,283.1,27.9,23901.0,21779.7,2121.3,24359.9,22197.9,2162.0
Portimao,53,29,270.9,87.2,1991.9,1993.8,1992.6,1999.0,207.3,762.5,248.1,460.5,16.0,127.7,74.7,153.7,11.0,60.1,34.3,78.9,78.8,54.6,24.2,6032.4,4180.7,1851.7,6148.2,4260.9,1887.3
Leca Da Palmeira,35,33,3151.2,6019.6,2006.7,2007.0,2006.5,2006.5,851.7,1264.8,1423.1,1438.4,82.0,156.1,340.2,343.7,12.0,27.8,37.5,37.7,287.2,224.1,63.1,22161.5,17317.6,4843.9,22587.0,17650.1,4936.9
