Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Lisboa,637,167,3314.5,1984.2,2001.6,2001.4,2003.0,2002.6,232.8,375.2,388.4,363.8,30.0,97.9,47.1,45.9,24.0,49.0,28.2,42.4,996.9,772.1,224.8,76536.1,59507.0,17029.1,78005.6,60649.5,17356.1
Sines,516,124,1417.2,1890.7,2005.3,2005.0,2006.6,2006.7,225.9,218.1,239.7,238.2,22.0,38.7,53.0,50.5,27.0,37.4,38.5,39.1,554.6,282.6,272.0,42505.0,21750.3,20754.7,43321.1,22167.9,21153.2
Matosinhos,502,159,2058.1,2152.1,2002.9,2002.5,2002.2,2003.8,235.8,376.7,329.1,334.6,25.0,80.5,50.4,55.9,28.0,41.5,45.5,57.6,681.4,442.0,239.5,52347.5,34062.5,18284.9,53352.5,34716.5,18636.0
Ponta Delgada,479,58,1492.6,1460.9,2000.9,2000.3,2001.4,2001.0,192.4,440.0,424.1,435.0,25.0,81.5,61.3,64.8,17.0,38.2,28.7,33.1,531.1,422.2,108.9,40767.6,32526.0,8241.6,41550.3,33150.5,8399.8
Leixoes,423,152,969.4,1189.8,2003.5,2002.5,2003.5,2003.6,213.6,240.4,233.2,230.3,23.0,61.4,41.1,38.9,17.0,37.2,19.6,20.1,284.9,233.0,52.0,21815.7,17890.7,3925.0,22234.6,18234.2,4000.4
Praia Da Vitoria,412,44,480.7,512.8,1985.9,1998.2,2000.2,2000.3,92.5,542.5,245.2,271.9,10.0,162.0,131.0,118.7,22.0,27.4,17.8,19.2,164.3,122.9,41.5,12577.5,9434.4,3143.1,12819.0,9615.5,3203.5
Setubal,252,115,372.4,475.1,2001.0,2003.3,2003.0,2003.2,210.6,281.8,181.6,178.2,22.0,35.7,37.8,37.0,29.0,119.7,173.2,205.7,281.9,91.6,190.2,21570.9,7006.2,14564.7,21985.1,7140.7,14844.4
Aveiro,234,162,221.9,318.8,2000.4,2002.0,2004.0,2004.6,186.3,268.8,222.1,217.2,26.0,53.0,74.7,67.9,41.0,88.5,135.6,113.0,125.4,68.5,56.9,9518.1,5206.1,4311.9,9700.8,5306.1,4394.7
Canical,228,40,937.5,1182.6,2002.0,2001.8,2002.4,2002.1,549.6,622.0,622.8,630.8,42.0,80.8,59.8,62.4,32.0,71.1,44.7,47.5,327.0,268.2,58.9,25142.2,20684.8,4457.4,25624.9,21081.9,4543.0
Banatica,209,55,227.0,308.6,2003.5,2004.7,2006.8,2007.2,93.9,276.9,189.9,181.4,45.0,56.5,78.4,71.1,13.0,24.4,19.5,17.4,170.5,127.6,42.9,12928.5,9688.0,3240.4,13176.7,9874.0,3302.7
Horta,203,31,203.3,129.9,1994.0,1995.5,2000.0,2002.0,154.4,1858.5,209.1,191.3,15.0,230.3,104.6,122.3,13.0,187.3,102.0,177.7,127.5,84.1,43.4,9667.9,6399.4,3268.5,9853.6,6522.3,3331.3
Figueira Da Foz,168,102,125.6,169.3,2000.2,2000.7,2002.3,2003.1,222.1,463.8,261.6,248.1,19.5,86.9,175.2,68.8,42.5,62.9,77.3,65.9,72.9,41.8,31.1,5500.5,3159.7,2340.8,5606.1,3220.3,2385.8
