Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2352,1015,16215.2,21892.4,2003.9,2003.9,2005.9,2005.9,956.4,1193.7,1455.3,1407.1,105.0,129.1,227.1,223.7,36.0,50.0,58.4,59.4,3705.6,3360.6,344.9,283124.7,257127.4,25997.3,288560.7,262064.3,26496.4
Container,1975,397,151704.2,173766.0,2005.4,2005.9,2009.4,2009.4,889.9,1520.9,1944.6,1934.1,64.0,106.7,200.3,200.6,15.0,23.0,26.9,27.1,18277.9,17598.8,679.1,1410687.5,1359053.7,51633.8,1437772.7,1385147.6,52625.1
Chemical tanker,793,395,12229.8,19428.9,2007.0,2007.9,2009.4,2009.4,920.1,1279.5,1342.3,1357.4,89.0,136.7,218.6,220.8,29.0,42.8,53.1,53.1,2686.3,2142.4,543.9,205980.8,164488.0,41492.8,209935.6,167646.2,42289.4
Cruise,634,157,32763.4,3229.0,1999.9,1999.0,2004.9,2002.9,534.9,765.9,737.0,747.2,38.0,54.5,78.3,80.3,9.0,14.4,13.2,13.7,6727.0,6116.6,610.3,519311.4,472315.7,46995.7,529282.2,481384.2,47898.0
Bulk carrier,604,443,27420.7,47462.4,2005.5,2008.6,2009.5,2009.7,1048.3,1609.8,1817.6,1843.0,111.0,171.1,292.2,293.7,51.0,97.4,124.6,126.2,2329.6,2113.8,215.8,179444.6,162952.9,16491.7,182890.0,166081.6,16808.4
Liquefied gas tanker,347,132,18090.5,14999.7,2009.0,2008.5,2010.3,2010.4,1018.2,1699.0,2438.1,2280.1,96.0,145.7,310.9,304.1,29.0,40.7,34.6,35.7,2339.4,2117.8,221.5,156337.3,139628.8,16708.5,159338.9,142309.7,17029.3
Vehicle,276,89,12879.5,4059.0,2005.9,2006.7,2006.5,2006.0,953.0,1019.4,1016.0,1010.6,68.0,71.9,80.4,79.7,13.0,17.3,23.2,21.6,939.0,875.3,63.7,72289.6,67438.2,4851.4,73677.6,68733.0,4944.5
Oil tanker,216,172,21441.6,39807.4,2007.7,2008.5,2008.7,2008.6,1064.5,1764.7,1888.1,1905.1,134.5,189.2,318.7,322.0,28.0,43.9,49.0,48.9,2037.3,1581.7,455.7,157128.3,122153.9,34974.4,160145.2,124499.3,35645.9
Ro-Ro,194,30,4298.8,2249.5,2006.6,2005.4,2006.4,2006.1,897.0,1083.9,754.5,771.2,60.0,84.8,109.2,112.7,10.0,54.0,36.2,36.0,645.0,578.2,66.8,49635.6,44481.1,5154.5,50588.6,45335.1,5253.5
Miscellaneous - fishing,82,38,252.9,182.1,1993.5,1993.0,1986.7,1983.5,645.1,4467.4,6344.1,6196.4,112.5,599.5,1405.2,1446.7,21.5,360.5,862.2,859.0,166.5,122.3,44.2,12502.4,9184.9,3317.5,12742.5,9361.2,3381.2
Service - other,76,48,444.2,348.0,1997.1,1997.4,1992.2,1990.4,927.3,1566.9,1648.2,1342.9,121.5,511.1,620.5,461.7,56.0,277.8,98.4,94.6,211.3,177.3,34.0,15956.3,13399.2,2557.2,16262.7,13656.4,2606.3
Service - tug,48,39,78.6,60.9,1999.6,1999.8,2007.4,2006.9,1142.1,1306.8,1650.9,1729.3,212.0,281.5,334.1,348.4,18.5,138.5,46.6,47.0,93.9,88.4,5.5,7061.1,6648.2,412.9,7196.7,6775.8,420.9
Ferry-RoPax,20,6,196.3,36.7,2006.2,2004.5,2004.6,2002.7,493.8,1039.3,583.3,670.3,22.5,96.7,76.4,115.9,15.0,95.5,29.9,26.0,66.0,53.5,12.6,5063.8,4101.5,962.3,5161.1,4180.3,980.8
Refrigerated bulk,17,17,417.0,451.2,1995.3,1995.3,1992.7,1992.5,1681.7,2748.0,2823.6,2879.0,113.0,243.3,595.0,622.0,30.0,72.5,65.2,61.1,194.2,168.6,25.6,14743.1,12817.6,1925.5,15026.2,13063.7,1962.4
Offshore,16,15,476.2,397.1,2002.1,2001.6,2005.8,2005.9,2045.9,3490.6,3044.1,3025.3,202.5,598.2,310.5,302.3,68.0,452.0,173.6,180.4,117.8,91.5,26.3,8896.7,6925.3,1971.4,9067.5,7058.2,2009.3
Ferry-pax only,7,6,2.4,0.9,1976.3,1983.8,1976.4,1947.9,511.8,945.7,1067.7,957.6,63.0,140.7,267.2,243.1,42.0,63.7,99.9,102.1,2.9,2.0,0.9,217.7,148.8,68.9,221.9,151.6,70.3
Yacht,3,2,0.9,0.7,1944.0,1960.5,1939.5,1915.3,496.2,750.4,775.7,961.5,83.0,137.2,216.2,261.9,6.0,26.0,11.6,13.5,0.3,0.3,0.0,20.4,18.9,1.5,20.8,19.3,1.5
Other liquids tankers,3,3,274.2,352.3,1996.3,1996.3,1998.4,1998.5,4440.0,4439.2,4446.7,4446.9,257.0,282.0,269.5,268.8,75.0,84.7,97.3,97.7,65.2,60.7,4.5,5047.6,4699.6,348.0,5144.5,4789.8,354.7
