Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Costa Rica,152,64,1499.3,1278.0,2006.6,2006.2,2006.8,2007.7,294.2,310.1,303.5,310.2,23.0,26.7,27.3,29.2,28.0,44.5,36.4,41.9,257.1,187.4,69.7,19832.8,14491.8,5341.0,20213.6,14770.1,5443.5
El Salvador,68,27,327.3,424.4,2008.0,2007.8,2008.2,2008.3,184.4,211.8,203.7,205.7,16.0,21.9,20.5,20.7,34.0,45.7,40.9,43.5,77.8,46.5,31.3,5987.5,3595.3,2392.2,6102.5,3664.4,2438.1
United States of America,65,35,2651.3,3905.1,2001.2,2007.1,2008.0,2008.6,2176.7,2549.8,2706.7,2787.2,159.0,244.6,267.2,277.0,53.0,139.3,135.8,152.9,366.1,283.6,82.5,28020.1,21779.7,6240.4,28558.1,22197.9,6360.2
Panama,65,51,1254.8,1957.5,2008.6,2009.2,2008.2,2008.2,735.8,759.8,768.6,770.1,66.0,101.3,107.2,109.6,44.0,65.7,91.6,92.4,272.0,165.7,106.3,21030.5,12806.5,8224.0,21434.3,13052.4,8381.9
Guatemala,50,31,388.4,264.2,2002.3,2006.3,2003.5,2006.3,254.7,311.1,260.8,293.3,25.0,32.3,25.7,37.2,10.0,45.5,28.4,55.7,104.7,79.0,25.6,8078.3,6103.5,1974.8,8233.4,6220.7,2012.7
Colombia,46,24,935.6,1175.9,2004.7,2005.1,2008.4,2009.2,827.2,758.3,847.5,848.7,64.0,93.5,83.6,91.0,28.5,111.8,49.0,58.5,172.0,140.6,31.4,13224.4,10840.4,2384.0,13478.3,11048.5,2429.8
Mexico,43,27,983.1,1269.4,2006.9,2006.7,2007.3,2008.0,1097.8,1049.6,1026.0,1061.5,85.0,102.7,98.9,108.0,38.0,77.6,62.9,73.0,195.5,160.5,35.0,15075.1,12399.2,2675.9,15364.5,12637.2,2727.3
Honduras,25,23,177.4,113.5,2007.2,2006.7,2009.0,2009.1,110.3,232.2,142.9,237.7,16.0,31.0,53.4,97.3,13.0,67.0,37.0,71.0,19.2,12.1,7.1,1476.3,931.1,545.2,1504.7,949.0,555.7
Ecuador,19,16,647.7,732.7,2009.9,2010.1,2010.8,2010.6,1187.3,1781.7,1073.6,1115.0,114.0,587.2,139.4,138.4,15.0,47.2,35.7,45.6,100.4,87.9,12.5,7761.7,6795.5,966.2,7910.7,6926.0,984.7
Peru,13,11,510.6,726.0,2009.7,2009.9,2009.8,2009.6,1600.9,1465.3,1451.3,1425.3,167.0,161.3,170.0,169.6,52.0,87.3,80.6,88.2,91.3,63.0,28.3,7071.5,4877.8,2193.7,7207.3,4971.5,2235.8
Virgin Islands (U.S.),6,5,169.1,277.8,2006.0,2008.0,2010.0,2010.0,2056.6,2148.9,2291.4,2285.5,174.0,173.8,174.9,174.4,86.0,105.1,110.6,109.5,37.6,25.5,12.1,2869.1,1964.2,904.9,2924.2,2001.9,922.3
China,4,4,797.4,1270.8,2011.2,2011.2,2011.3,2011.3,9174.0,9055.4,9049.7,9057.1,866.5,887.5,890.5,891.5,77.0,74.8,75.7,76.1,93.4,91.8,1.6,7215.5,7093.3,122.1,7354.0,7229.5,124.5
Aruba,4,4,302.8,81.1,2003.0,2003.0,2006.1,2003.8,1461.9,1335.9,1490.3,1411.1,120.5,121.8,126.8,131.8,15.0,17.5,11.2,14.7,41.7,40.4,1.3,3229.8,3128.1,101.8,3291.8,3188.1,103.7
Puerto Rico,3,2,64.1,109.7,2007.0,2006.5,2007.1,2007.1,1747.0,1763.6,1784.2,1784.7,181.0,175.2,177.6,177.7,99.0,66.5,89.3,89.9,19.4,13.1,6.3,1484.7,1015.1,469.6,1513.2,1034.6,478.6
