Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
El Salvador,121,54,753.1,1023.4,2008.7,2009.9,2008.8,2009.1,200.9,227.6,223.1,220.5,18.0,27.9,25.2,24.6,29.0,37.5,35.6,36.9,141.7,83.8,57.9,10966.7,6485.0,4481.8,11177.3,6609.5,4567.8
Costa Rica,89,62,1053.0,820.0,2007.4,2008.0,2006.6,2008.4,293.7,349.0,334.4,375.8,22.0,40.0,40.1,53.8,24.0,49.2,33.7,53.2,223.2,186.6,36.6,17226.9,14423.9,2803.0,17557.6,14700.8,2856.8
Guatemala,73,49,682.8,577.7,2007.9,2008.6,2007.4,2009.3,248.5,320.0,281.2,298.8,20.0,45.9,42.1,53.9,22.0,39.1,35.1,56.6,137.6,106.5,31.1,10621.5,8237.2,2384.2,10825.4,8395.4,2430.0
Mexico,64,26,1430.5,1804.8,2007.0,2006.4,2007.2,2007.8,1003.2,1083.5,1057.1,1085.5,74.5,90.0,95.3,98.6,34.5,85.4,45.5,49.8,315.0,284.8,30.2,24270.2,21984.2,2286.1,24736.2,22406.3,2329.9
Colombia,59,17,310.0,406.4,1995.6,2003.7,2008.2,2007.0,197.7,864.9,820.8,819.5,25.0,92.9,126.9,124.3,14.0,118.3,89.2,109.1,65.0,40.2,24.8,5002.6,3091.9,1910.6,5098.6,3151.3,1947.3
Panama,54,32,1025.7,1375.1,2007.3,2007.1,2007.2,2007.0,732.6,1216.0,812.6,792.3,54.5,132.4,193.1,118.7,37.5,89.0,72.6,77.5,219.9,167.5,52.4,16926.9,12908.5,4018.4,17251.9,13156.3,4095.5
United States of America,38,37,2700.9,2893.2,2007.8,2007.8,2009.3,2009.9,2281.6,2190.6,2318.4,2298.7,200.5,204.0,206.1,221.7,49.5,68.4,53.4,71.9,278.9,247.1,31.8,21507.8,19058.7,2449.2,21920.8,19424.6,2496.2
Honduras,38,25,174.2,125.4,2004.2,2006.4,2006.9,2005.2,97.8,170.3,118.9,183.9,10.0,22.8,23.8,43.9,12.0,22.8,24.6,46.8,24.7,14.2,10.5,1896.9,1094.9,801.9,1933.3,1116.0,817.3
Ecuador,24,16,798.2,929.2,2007.2,2006.5,2008.5,2008.6,1471.5,1177.1,1356.5,1357.3,135.0,108.4,124.6,128.9,26.5,35.2,31.4,32.2,116.1,104.4,11.7,8983.1,8086.3,896.8,9155.6,8241.5,914.1
Venezuela (Bolivarian Republic of),6,2,279.4,438.2,2004.0,2004.0,2003.8,2004.2,1513.3,1513.3,1526.5,1525.2,420.5,420.5,704.4,708.7,46.0,37.5,43.1,43.7,99.4,93.8,5.5,7697.5,7267.8,429.7,7845.3,7407.4,438.0
