Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,1508,35,443.0,442.6,2010.9,2009.3,2011.7,2011.3,68.5,261.2,129.8,112.3,17.0,272.7,948.3,863.7,13.0,51.9,97.1,89.0,495.6,366.2,129.4,37255.0,27528.7,9726.2,37970.3,28057.3,9913.0
Service - tug,736,28,205.5,210.6,2010.5,2009.1,2009.6,2009.1,67.2,166.6,126.2,133.1,18.0,70.8,225.2,242.7,12.0,31.2,86.0,112.3,123.0,98.6,24.4,9293.5,7457.1,1836.4,9471.9,7600.2,1871.7
Service - other,147,3,6.3,2.8,2013.7,2015.0,2013.9,2014.0,116.5,105.8,137.5,138.6,12.0,41.3,173.1,187.6,23.0,22.0,40.8,42.4,34.1,24.1,10.0,2563.5,1809.6,753.9,2612.8,1844.4,768.4
Miscellaneous - fishing,78,4,20.5,18.8,2002.0,2002.2,2001.8,2001.5,564.7,483.5,945.0,1022.9,137.0,137.0,553.7,630.4,6.0,10.4,131.6,119.9,38.9,31.4,7.5,2923.7,2360.2,563.6,2979.9,2405.5,574.4
Chemical tanker,15,6,49.4,71.8,2008.2,2009.0,2010.3,2010.3,127.7,106.4,316.1,302.8,28.0,27.9,435.0,429.7,44.0,77.3,23.6,24.6,29.6,17.5,12.1,2244.5,1321.6,922.9,2287.6,1347.0,940.6
Container,7,7,23.9,29.6,2007.1,2007.1,2007.4,2007.3,78.9,82.6,82.0,81.8,12.0,13.6,13.4,13.5,25.0,27.7,26.7,27.2,5.5,2.4,3.1,422.3,185.5,236.8,430.5,189.1,241.3
Oil tanker,3,2,59.0,115.9,2009.7,2008.0,2008.5,2008.5,163.5,182.1,182.2,182.0,83.0,83.8,104.9,104.8,19.0,19.8,26.3,26.2,8.6,4.5,4.2,667.1,345.2,321.8,679.9,351.9,328.0
Refrigerated bulk,2,1,0.9,0.7,1986.0,1986.0,1986.0,1986.0,148.1,148.1,148.1,148.1,59.0,59.0,73.7,73.7,74.0,74.0,58.9,58.9,3.4,1.4,1.9,254.2,108.2,146.0,259.1,110.3,148.8
Liquefied gas tanker,2,2,0.8,0.9,2012.0,2012.0,2012.7,2012.7,68.2,68.2,68.2,68.1,22.5,22.5,25.6,25.5,22.0,22.0,21.8,21.8,1.2,0.6,0.7,93.4,42.0,51.4,95.2,42.9,52.4
General cargo,1,1,0.3,0.4,2010.0,2010.0,2010.0,2010.0,49.0,49.0,49.0,49.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.3,4.3,0.0,4.4,4.4,0.0
