Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,387,126,33434.1,41080.1,2008.1,2008.3,2008.5,2008.4,1850.3,2292.7,2115.7,2135.4,123.0,158.7,216.6,218.7,28.0,39.6,43.9,43.7,4359.6,4077.8,281.8,337497.7,315819.9,21677.8,343977.7,321883.7,22094.0
General cargo,370,68,1664.5,2308.7,2007.4,2007.2,2007.9,2007.7,286.1,1191.5,706.2,707.0,35.0,113.8,247.7,252.8,57.0,60.9,74.7,75.9,424.9,332.6,92.3,32547.7,25615.0,6932.7,33172.6,26106.8,7065.9
Offshore,233,55,1091.6,1484.6,2010.1,2008.4,1999.7,1998.6,185.3,1515.2,1577.0,1980.4,40.0,420.6,606.4,618.8,10.0,150.8,49.3,38.8,352.5,308.0,44.6,26563.6,23217.1,3346.6,27073.6,23662.8,3410.8
Service - tug,225,50,207.4,183.2,2009.1,2008.1,2008.0,2008.1,286.7,733.5,418.6,403.2,55.0,288.3,507.4,472.9,12.0,72.0,60.7,62.4,186.3,174.6,11.7,14063.1,13182.5,880.5,14333.1,13435.6,897.5
Oil tanker,115,108,97934.4,188109.0,2010.7,2010.8,2010.7,2010.7,7529.7,5960.1,6184.4,6182.8,657.0,602.3,765.3,765.7,40.0,53.6,44.2,44.2,4700.4,4187.5,512.9,364048.6,324335.5,39713.1,371038.3,330562.7,40475.6
Chemical tanker,70,39,1731.3,2776.9,2007.8,2008.3,2007.4,2007.3,1156.1,1585.2,1764.3,1775.2,224.5,271.6,376.0,376.3,46.5,52.9,59.8,60.3,417.8,353.8,64.0,32111.1,27211.6,4899.5,32727.6,27734.0,4993.6
Ro-Ro,65,13,1019.7,515.5,2004.0,2003.8,2004.7,2005.0,345.1,823.6,937.0,920.5,47.0,62.3,69.8,70.2,48.0,33.6,26.9,26.5,159.7,125.9,33.8,12278.5,9719.2,2559.3,12514.2,9905.8,2608.4
Bulk carrier,65,55,3180.4,5243.8,2008.1,2008.2,2007.8,2007.6,1194.5,2194.7,1925.6,1879.5,146.0,212.1,334.8,332.3,138.0,184.3,169.3,166.5,347.2,314.8,32.5,26825.7,24347.9,2477.8,27340.7,24815.3,2525.4
Service - other,15,11,141.5,79.3,2008.0,2006.2,2008.6,2007.7,593.6,1369.7,1358.8,1303.3,275.0,346.0,706.2,692.6,52.0,179.0,169.9,163.0,70.5,65.5,5.0,5391.6,5012.9,378.7,5495.1,5109.1,386.0
Liquefied gas tanker,13,8,246.4,279.9,2012.3,2012.6,2012.8,2012.8,644.5,1750.3,1613.1,1608.0,65.0,155.1,256.9,255.0,14.0,17.2,17.9,17.7,53.0,50.3,2.7,4077.8,3871.4,206.4,4156.1,3945.7,210.3
Vehicle,12,7,790.9,270.4,2006.2,2005.9,2007.8,2008.2,959.2,1453.8,1324.2,1391.3,70.0,94.5,105.5,110.2,19.5,24.9,20.7,19.2,53.1,50.1,2.9,4109.7,3881.3,228.4,4188.6,3955.8,232.8
Refrigerated bulk,9,4,57.3,47.8,1990.2,1995.5,1987.6,1988.2,932.1,1299.3,1558.0,1341.9,78.0,114.6,287.2,263.3,51.0,63.8,129.6,121.8,37.4,25.9,11.4,2827.7,1967.9,859.8,2882.0,2005.7,876.3
Miscellaneous - fishing,4,4,10.7,3.8,2002.8,2002.8,1995.9,1996.1,1216.0,1555.1,2522.2,2456.0,260.0,453.0,380.4,388.9,10.5,9.8,2.9,3.4,7.8,7.7,0.1,583.0,577.1,6.0,594.2,588.1,6.1
Ferry-pax only,1,1,0.2,0.0,1983.0,1983.0,1983.0,1983.0,452.4,452.4,452.4,452.4,65.0,65.0,65.0,65.0,33.0,33.0,33.0,33.0,0.2,0.1,0.1,13.2,8.9,4.2,13.4,9.1,4.3
