Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Angola,582,159,2921.8,4117.5,2009.0,2008.6,2009.0,2009.7,173.8,407.0,259.2,245.6,21.0,126.1,43.0,39.6,31.0,75.8,55.7,50.8,625.3,375.8,249.4,47816.3,28798.9,19017.4,48734.4,29351.8,19382.5
Gabon,214,98,1049.8,1485.7,2006.7,2007.3,2005.9,2005.8,382.2,450.9,437.2,429.2,49.0,88.5,79.1,73.6,31.0,58.6,61.9,66.3,228.6,175.1,53.5,17512.8,13418.9,4093.9,17849.0,13676.5,4172.5
"Congo, Democratic Republic of the",158,31,187.7,258.5,2007.7,2005.7,2008.5,2008.4,233.7,239.9,239.1,237.3,30.0,37.7,49.1,47.9,17.0,72.5,45.7,39.0,65.0,49.1,15.9,4951.8,3760.2,1191.6,5046.9,3832.4,1214.5
Cameroon,146,77,3731.3,4361.3,2007.6,2007.5,2008.3,2008.8,669.7,775.4,683.2,691.4,63.5,120.9,103.2,114.9,60.0,122.7,67.9,76.5,589.1,474.7,114.4,45441.9,36678.9,8763.0,46314.4,37383.1,8931.3
Nigeria,78,46,2905.8,3872.7,2010.1,2009.7,2010.8,2010.9,935.9,985.8,965.5,968.0,82.5,141.5,116.2,123.7,68.0,111.4,94.9,92.8,433.2,329.9,103.3,33511.9,25528.6,7983.3,34155.3,26018.7,8136.5
Equatorial Guinea,45,21,214.8,317.9,2007.8,2007.1,2008.4,2008.4,560.1,616.1,582.6,580.2,65.0,92.8,85.0,84.5,32.0,99.9,108.9,115.2,52.4,42.6,9.8,4015.4,3277.1,738.3,4092.5,3340.1,752.5
Togo,39,22,732.1,1062.9,2007.9,2008.0,2009.8,2009.9,1232.7,1455.9,1183.2,1181.7,189.0,239.5,209.5,210.1,38.0,47.4,41.7,41.2,155.4,138.8,16.7,11875.8,10612.6,1263.3,12103.9,10816.3,1287.5
Brazil,38,13,5093.3,6091.4,2007.8,2008.6,2007.8,2007.9,3728.1,3695.2,3780.3,3780.4,278.5,264.0,282.0,282.1,15.0,15.3,20.0,19.8,639.3,627.9,11.5,49521.6,48633.7,887.9,50472.4,49567.4,905.0
Namibia,36,36,514.4,648.5,2007.5,2007.5,2009.3,2009.5,1205.4,1448.5,1221.4,1221.9,158.5,264.4,134.1,132.6,50.5,219.5,96.5,95.2,112.2,87.3,24.9,8567.8,6681.4,1886.4,8732.3,6809.6,1922.6
China,29,26,44735.3,85870.5,2011.9,2012.1,2011.7,2011.7,10085.8,10105.5,10044.3,10046.2,919.0,967.0,953.3,955.0,51.0,62.1,68.1,68.4,2461.4,2332.5,128.9,190669.5,180683.5,9986.0,194330.3,184152.6,10177.7
Spain,29,28,2566.6,3506.3,2007.2,2008.0,2008.5,2008.4,3616.4,3835.8,3900.6,3921.4,290.0,358.3,345.5,341.7,16.0,55.0,46.7,38.2,416.8,374.1,42.7,32042.5,28801.7,3240.8,32657.7,29354.7,3303.0
Malaysia,22,18,11815.3,18009.6,2012.0,2012.1,2012.4,2012.5,7482.2,7515.7,7530.7,7541.1,462.5,523.5,565.8,590.0,17.5,32.5,38.2,41.5,943.8,925.9,18.0,73112.0,71720.1,1391.9,74515.7,73097.1,1418.6
South Africa,19,19,2361.5,4016.8,2007.9,2007.9,2007.3,2006.9,2665.5,2465.7,2174.9,2149.9,400.0,498.9,375.6,372.4,34.0,33.0,15.5,12.5,213.7,210.2,3.5,16498.3,16230.7,267.6,16815.1,16542.3,272.8
Sao Tome and Principe,16,8,71.4,94.7,2006.2,2002.8,2006.6,2006.5,453.9,469.4,492.0,491.3,44.0,59.2,63.6,63.6,33.5,41.4,35.5,34.6,20.0,17.2,2.8,1539.0,1326.6,212.4,1568.5,1352.1,216.5
Sri Lanka,15,10,3816.3,4941.9,2008.1,2007.7,2008.1,2008.1,6256.5,6279.7,6286.4,6286.4,402.0,404.8,404.9,404.6,13.0,13.3,13.8,13.8,539.5,534.8,4.7,41788.5,41424.8,363.7,42590.9,42220.2,370.7
Netherlands,13,9,1182.0,1970.5,2008.0,2008.0,2007.7,2007.7,4888.7,4460.0,4815.5,4875.1,437.0,430.4,480.4,480.0,32.0,37.1,39.0,38.4,175.4,166.0,9.4,13534.6,12813.2,721.4,13794.5,13059.2,735.2
Benin,13,11,549.5,633.7,2007.4,2007.8,2007.8,2007.6,1031.8,1162.1,1178.4,1197.1,178.0,212.0,233.8,246.4,24.0,29.9,24.6,24.0,95.8,91.3,4.5,7414.5,7065.9,348.6,7556.9,7201.6,355.3
Singapore,11,11,5797.5,10106.7,2009.8,2009.8,2010.8,2010.4,7530.7,6882.6,7293.8,7320.8,661.0,687.4,679.2,686.5,14.0,43.9,52.1,55.5,421.2,379.9,41.3,32620.0,29420.4,3199.6,33246.3,29985.3,3261.0
Morocco,8,7,833.5,1050.5,2006.4,2006.9,2006.1,2006.0,3895.8,3807.2,3856.4,3855.9,300.5,336.7,334.8,331.5,25.5,31.7,25.6,25.6,127.4,123.7,3.7,9863.2,9579.1,284.1,10052.6,9763.1,289.6
Côte d'Ivoire,8,8,205.3,252.6,2009.1,2009.1,2007.9,2007.7,1236.4,1314.0,1234.5,1225.3,187.0,382.6,234.3,221.9,29.0,163.1,46.2,36.5,39.0,34.6,4.4,2994.9,2657.7,337.2,3052.4,2708.7,343.7
Ghana,8,8,159.2,253.3,2009.1,2009.1,2002.0,2000.1,1077.9,2359.7,1152.3,1075.4,210.5,533.8,297.7,221.5,156.5,622.0,486.6,285.9,32.4,22.9,9.5,2460.4,1742.9,717.5,2507.6,1776.4,731.2
Mauritius,6,6,1352.0,2496.9,2007.5,2007.5,2003.2,2002.8,4241.4,4239.4,4253.9,4254.3,838.5,744.2,513.9,494.0,13.0,18.3,9.0,8.1,101.8,100.5,1.4,7875.9,7771.5,104.4,8027.1,7920.7,106.4
Australia,6,6,3397.4,6463.3,2009.7,2009.7,2012.0,2012.0,8118.4,6832.3,7703.7,7738.0,663.0,571.0,680.6,681.2,238.5,272.3,329.8,326.4,350.0,250.8,99.2,27114.5,19429.5,7685.0,27635.1,19802.6,7832.6
Senegal,4,4,131.3,204.7,2004.0,2004.0,2005.0,2005.0,2432.1,2555.3,2351.6,2342.0,203.5,419.8,212.6,204.9,48.5,69.5,49.0,47.5,31.1,26.3,4.8,2378.9,2009.8,369.0,2424.5,2048.4,376.1
United States of America,4,4,1725.3,3251.1,2011.5,2011.5,2012.1,2012.2,6039.2,6263.8,6253.7,6241.7,582.5,602.5,633.5,635.1,36.0,39.5,41.7,42.0,145.5,134.7,10.8,11188.9,10374.3,814.5,11403.7,10573.5,830.2
Indonesia,4,4,3288.5,6176.3,2010.8,2010.8,2011.8,2011.8,7553.3,7573.5,7548.7,7547.5,762.5,825.0,773.3,770.2,12.0,11.8,10.1,10.1,179.1,176.9,2.3,13876.8,13701.8,175.1,14143.3,13964.8,178.4
Gibraltar,3,3,243.1,199.1,2011.7,2011.7,2010.9,2010.8,3894.5,3913.0,3926.3,3939.9,352.0,372.3,394.4,378.5,13.0,13.3,14.5,12.3,70.3,70.0,0.3,5436.7,5410.8,26.0,5541.1,5514.6,26.5
Canada,2,2,1250.1,2403.4,2010.0,2010.0,2012.1,2012.2,7610.6,7610.6,7591.7,7603.0,631.0,631.0,686.0,686.7,32.5,32.5,28.0,28.0,96.2,91.3,4.8,7436.0,7071.9,364.1,7578.7,7207.6,371.1
Malta,2,2,285.1,478.9,2006.5,2006.5,2006.5,2006.4,4889.8,4889.8,4889.4,4893.7,407.5,407.5,407.6,407.8,42.0,42.0,42.5,44.0,41.2,40.5,0.8,3193.7,3135.2,58.5,3255.0,3195.4,59.6
Germany,2,2,121.1,193.9,2006.5,2006.5,2004.0,2004.0,2623.1,2623.1,4698.4,4829.8,223.5,223.5,438.6,438.7,17.5,17.5,22.0,22.0,19.3,18.7,0.6,1488.7,1443.0,45.7,1517.2,1470.7,46.6
Mauritania,2,2,58.5,78.8,1998.5,1998.5,2006.1,2006.5,2719.8,2719.8,2593.9,2588.1,313.5,313.5,241.6,237.7,129.5,129.5,74.0,70.9,19.1,15.9,3.2,1457.4,1214.4,243.0,1485.4,1237.7,247.7
Guinea,2,2,71.7,113.7,2004.0,2004.0,1998.5,1998.4,2042.5,2042.5,2052.7,2053.0,170.0,170.0,167.9,167.9,77.5,77.5,92.9,93.3,8.9,8.2,0.7,689.2,636.4,52.8,702.4,648.6,53.8
Sierra Leone,2,2,18.2,23.4,2005.0,2005.0,2008.6,2008.8,1795.7,1795.7,1802.6,1803.0,304.0,304.0,143.4,135.0,111.0,111.0,11.2,6.0,7.6,7.5,0.1,581.7,570.8,10.9,592.9,581.8,11.1
India,2,2,2239.2,4382.7,2013.5,2013.5,2013.4,2013.4,7076.6,7076.6,7078.4,7079.0,830.0,830.0,839.5,841.7,28.0,28.0,28.8,29.0,132.8,127.0,5.8,10286.9,9841.1,445.8,10484.4,10030.0,454.3
Uruguay,1,1,106.4,152.6,2013.0,2013.0,2013.0,2013.0,4399.1,4399.1,4399.1,4399.1,374.0,374.0,374.0,374.0,57.0,57.0,57.0,57.0,8.9,8.7,0.1,684.4,674.2,10.2,697.6,687.2,10.4
Liberia,1,1,11.6,16.4,2013.0,2013.0,2013.0,2013.0,1606.6,1606.6,1606.6,1606.6,139.0,139.0,139.0,139.0,25.0,25.0,25.0,25.0,3.4,3.2,0.2,260.2,245.7,14.5,265.2,250.4,14.8
Trinidad and Tobago,1,1,111.6,125.7,2014.0,2014.0,2014.0,2014.0,4812.8,4812.8,4812.8,4812.8,338.0,338.0,338.0,338.0,4.0,4.0,4.0,4.0,16.2,16.1,0.1,1251.2,1246.5,4.7,1275.2,1270.5,4.8
Tunisia,1,1,16.1,18.6,2011.0,2011.0,2011.0,2011.0,5563.3,5563.3,5563.3,5563.3,645.0,645.0,645.0,645.0,343.0,343.0,343.0,343.0,6.9,5.8,1.1,530.3,446.5,83.9,540.5,455.0,85.5
Guinea-Bissau,1,1,12.8,17.1,2008.0,2008.0,2008.0,2008.0,2230.1,2230.1,2230.1,2230.1,235.0,235.0,235.0,235.0,332.0,332.0,332.0,332.0,4.2,3.2,1.0,324.6,246.3,78.4,330.8,251.0,79.9
Turkey,1,1,69.3,111.8,2005.0,2005.0,2005.0,2005.0,5930.8,5930.8,5930.8,5930.8,499.0,499.0,499.0,499.0,106.0,106.0,106.0,106.0,10.6,10.2,0.5,820.9,785.4,35.5,836.6,800.5,36.1
Réunion,1,1,164.6,206.1,2009.0,2009.0,2009.0,2009.0,3979.5,3979.5,3979.5,3979.5,214.0,214.0,214.0,214.0,12.0,12.0,12.0,12.0,29.5,29.3,0.2,2282.1,2267.8,14.3,2325.9,2311.4,14.5
Finland,1,1,59.6,78.8,2009.0,2009.0,2009.0,2009.0,6189.9,6189.9,6189.9,6189.9,486.0,486.0,486.0,486.0,109.0,109.0,109.0,109.0,13.6,12.7,0.8,1037.8,974.6,63.1,1057.7,993.4,64.3
Greece,1,1,646.1,1222.0,2008.0,2008.0,2008.0,2008.0,8153.6,8153.6,8153.6,8153.6,689.0,689.0,689.0,689.0,82.0,82.0,82.0,82.0,42.0,39.3,2.7,3249.6,3042.3,207.3,3312.0,3100.7,211.3
Saint Kitts and Nevis,1,1,136.2,238.9,2005.0,2005.0,2005.0,2005.0,4690.6,4690.6,4690.6,4690.6,412.0,412.0,412.0,412.0,14.0,14.0,14.0,14.0,20.3,19.9,0.3,1571.8,1545.1,26.7,1602.0,1574.7,27.2
Japan,1,1,824.7,1606.8,2003.0,2003.0,2003.0,2003.0,9725.9,9725.9,9725.9,9725.9,792.0,792.0,792.0,792.0,13.0,13.0,13.0,13.0,57.7,56.8,0.9,4471.3,4402.0,69.3,4557.2,4486.5,70.7
Cabo Verde,1,1,11.5,3.9,1995.0,1995.0,1995.0,1995.0,4103.9,4103.9,4103.9,4103.9,481.0,481.0,481.0,481.0,87.0,87.0,87.0,87.0,5.9,5.8,0.1,445.7,435.1,10.6,454.3,443.5,10.8
Argentina,1,1,165.1,292.5,2017.0,2017.0,2017.0,2017.0,4611.2,4611.2,4611.2,4611.2,390.0,390.0,390.0,390.0,21.0,21.0,21.0,21.0,9.0,8.9,0.1,700.7,689.8,10.9,714.2,703.1,11.1
