Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,238,58,4757.4,5865.0,2004.5,2005.6,2006.8,2006.7,770.2,1289.7,1106.2,1106.9,89.0,136.2,169.6,170.7,20.0,44.1,50.5,51.1,844.6,707.6,136.9,64827.3,54471.5,10355.8,66072.0,55517.3,10554.6
Bulk carrier,157,149,41664.0,79693.2,2008.7,2008.7,2009.6,2009.5,2360.5,3914.4,5443.1,5591.3,328.0,459.5,850.6,857.8,50.0,84.1,35.2,34.0,2581.7,2523.9,57.7,199803.3,195371.4,4431.9,203639.5,199122.5,4517.0
General cargo,122,86,997.0,1348.0,2001.4,2002.9,2006.6,2007.1,665.3,1045.4,1168.0,1183.1,78.0,133.3,193.5,195.8,31.0,53.7,86.6,93.4,223.1,200.8,22.3,17097.8,15425.7,1672.0,17426.1,15721.9,1704.1
Refrigerated bulk,116,59,1248.9,1415.5,1990.4,1991.4,1991.1,1991.0,1719.1,1797.8,1745.5,1735.8,251.0,250.9,285.5,285.4,98.0,138.6,146.5,146.9,975.2,723.1,252.1,73838.4,54910.6,18927.8,75256.1,55964.9,19291.2
Miscellaneous - fishing,115,49,2502.7,1379.2,1988.2,1992.4,1988.4,1988.7,1132.4,9425.5,8751.9,6606.9,238.0,1295.2,3264.7,2846.4,125.0,723.8,664.3,605.1,837.9,743.4,94.6,63711.8,56595.6,7116.2,64935.1,57682.2,7252.9
Oil tanker,68,18,522.9,803.6,2007.5,2007.6,2005.8,2005.5,584.7,1332.7,824.9,825.5,198.5,207.1,280.3,280.1,43.5,137.7,50.8,49.2,338.7,263.8,74.9,25618.7,19978.7,5640.0,26110.6,20362.3,5748.3
Chemical tanker,58,45,1599.5,2568.6,2008.2,2008.8,2009.5,2009.6,985.4,1458.9,1480.3,1471.2,140.0,158.0,207.6,205.2,41.0,45.7,54.3,53.4,267.8,221.2,46.6,20636.6,17061.6,3575.1,21032.9,17389.1,3643.7
Ro-Ro,25,18,913.2,457.8,2001.2,2002.2,2003.4,2003.5,748.0,987.7,877.6,880.5,62.0,113.5,109.4,111.7,25.0,27.1,29.1,28.6,124.1,114.2,9.9,9579.9,8815.0,764.9,9763.8,8984.3,779.5
Liquefied gas tanker,19,5,99.3,118.3,2010.7,2011.4,2011.8,2011.7,481.3,1016.8,791.0,776.0,75.0,83.8,129.0,126.3,46.0,79.6,70.8,68.5,41.4,28.6,12.8,3158.8,2192.1,966.7,3219.5,2234.2,985.2
Offshore,17,8,576.0,559.6,2011.9,2009.9,2013.8,2013.8,798.4,3687.7,2785.2,2701.6,423.0,1261.2,4164.0,3955.7,78.0,238.1,139.0,180.0,142.3,121.3,21.0,10707.8,9129.9,1578.0,10913.4,9305.2,1608.3
Service - tug,12,7,43.1,42.2,2008.2,2007.6,2007.6,2007.7,1098.0,2516.1,2314.5,2457.1,262.0,1051.2,2238.0,2349.4,16.5,194.9,486.6,588.6,22.8,21.0,1.8,1713.6,1575.9,137.7,1746.5,1606.1,140.4
Service - other,10,5,38.6,30.3,2009.9,2011.8,2011.9,2010.9,739.4,2743.0,1342.1,1121.2,241.0,408.9,414.2,448.9,23.0,213.9,127.1,138.7,20.0,17.5,2.6,1502.2,1310.5,191.7,1531.1,1335.7,195.4
Vehicle,5,3,254.7,91.3,2010.6,2009.7,2010.5,2010.6,265.7,514.0,847.0,841.8,26.0,57.7,163.6,164.9,17.0,21.0,18.0,18.1,13.3,11.8,1.5,1026.6,911.9,114.7,1046.3,929.4,116.9
