Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,239,59,3321.6,4096.1,2004.5,2005.6,2004.3,2004.1,683.3,807.9,766.9,768.7,55.0,68.8,88.8,89.4,58.0,88.9,77.1,77.2,778.2,552.3,225.9,59712.8,42558.0,17154.8,60859.3,43375.1,17484.2
Bulk carrier,158,150,22557.6,42738.4,2008.8,2008.8,2009.2,2009.1,1718.5,2431.5,2786.8,2821.0,157.0,208.7,436.9,441.9,225.0,287.1,367.0,369.9,1531.9,1294.6,237.3,118524.4,100187.9,18336.5,120800.0,102111.5,18688.6
General cargo,120,85,2244.2,2970.0,2001.5,2002.8,2004.3,2005.7,1324.7,1807.2,2701.6,2670.4,145.5,177.6,592.6,554.9,68.0,100.6,152.8,155.0,423.0,386.7,36.2,32478.6,29758.0,2720.6,33102.1,30329.3,2772.8
Refrigerated bulk,116,58,853.6,959.7,1990.4,1991.4,1991.0,1990.9,560.3,1111.5,1187.4,1171.2,46.5,107.8,167.7,169.3,102.0,119.1,119.8,119.9,581.5,348.1,233.5,44028.6,26496.7,17531.8,44873.9,27005.5,17868.5
Miscellaneous - fishing,115,48,1066.1,633.5,1987.9,1991.7,1990.1,1989.5,709.6,4855.8,3691.2,3093.7,68.0,279.5,271.6,262.7,49.0,473.4,998.4,861.0,341.5,116.8,224.7,25826.0,8845.9,16980.0,26321.8,9015.7,17306.1
Oil tanker,69,18,489.4,746.7,2007.6,2007.6,2005.1,2004.8,505.5,1150.4,770.3,766.1,50.0,117.5,176.7,176.0,33.0,72.2,137.9,144.9,156.7,95.2,61.5,11961.1,7306.1,4655.0,12190.8,7446.4,4744.4
Chemical tanker,57,42,1617.7,2625.4,2008.3,2009.0,2010.2,2010.3,965.6,1491.5,1554.4,1561.5,96.0,127.1,180.9,181.1,72.0,87.6,92.0,91.6,304.5,233.9,70.6,23436.6,18013.2,5423.4,23886.6,18359.0,5527.6
Ro-Ro,24,17,336.2,172.9,2001.1,2002.1,2002.8,2002.9,269.7,523.4,341.8,350.1,20.0,55.4,44.1,46.7,53.0,78.6,62.6,63.9,61.2,41.0,20.2,4718.4,3160.8,1557.5,4809.0,3221.5,1587.4
Liquefied gas tanker,19,5,91.3,109.4,2010.7,2011.4,2011.6,2011.6,488.0,846.9,727.0,717.7,70.0,1128.0,596.3,553.9,48.0,37.8,45.0,45.9,64.9,50.4,14.6,4916.2,3823.4,1092.9,5010.6,3896.8,1113.9
Offshore,16,9,73.8,74.9,2011.1,2009.0,2011.9,2011.8,339.3,2714.0,554.8,549.5,128.5,546.3,571.1,571.5,29.5,28.4,26.1,27.9,41.8,40.2,1.6,3144.7,3021.9,122.8,3205.1,3080.0,125.1
Service - tug,12,7,8.8,7.1,2008.2,2007.6,2008.2,2007.9,367.0,512.0,473.7,415.9,48.5,127.1,178.7,111.3,11.5,29.9,20.9,21.1,8.9,8.6,0.3,668.9,645.5,23.4,681.8,657.9,23.9
Service - other,10,6,32.0,24.4,2009.9,2011.2,2011.7,2010.3,1145.1,2192.9,1242.1,1007.2,126.0,388.7,221.0,191.7,53.5,48.3,35.5,56.1,19.2,17.5,1.6,1439.2,1317.6,121.6,1466.8,1342.9,123.9
Vehicle,5,3,677.5,245.1,2010.6,2009.7,2010.7,2010.8,2414.3,2305.5,2253.5,2259.2,165.0,180.0,171.4,170.3,25.0,24.7,29.6,30.2,36.1,34.7,1.5,2786.7,2674.3,112.4,2840.2,2725.6,114.6
