Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,397,191,4622.2,6122.0,1999.0,1999.9,2002.8,2005.0,677.1,1557.9,999.4,913.0,53.0,127.3,114.7,113.6,58.0,193.1,333.7,243.1,1252.9,721.7,531.3,95497.6,55340.9,40156.7,97331.1,56403.5,40927.7
Senegal,144,87,878.2,888.8,2003.0,2003.7,2006.0,2006.7,292.7,1149.4,315.0,315.6,33.0,118.7,179.0,101.0,66.5,126.6,124.4,127.5,279.5,130.0,149.6,21379.4,9946.1,11433.3,21789.9,10137.1,11652.8
Morocco,47,30,877.3,1161.6,2003.6,2001.4,2005.2,2007.3,994.1,1775.2,1214.7,1116.2,82.0,84.0,95.0,97.8,72.0,236.6,191.2,150.0,163.5,113.4,50.0,12531.4,8736.8,3794.6,12772.0,8904.5,3867.5
Gambia,42,18,245.5,300.3,2005.0,2004.4,2005.4,2005.3,508.8,450.9,495.1,491.2,49.0,64.4,72.3,73.3,95.0,83.1,102.2,103.6,85.7,46.5,39.2,6503.9,3558.1,2945.9,6628.8,3626.4,3002.4
Gibraltar,32,32,1656.7,3001.9,2007.4,2007.4,2008.1,2008.4,1359.7,1338.8,1278.8,1273.6,107.5,115.6,112.0,111.7,164.0,220.6,266.9,273.1,167.1,127.0,40.0,12900.5,9822.7,3077.7,13148.1,10011.3,3136.8
Netherlands,27,26,2346.7,4172.7,2004.9,2005.5,2009.5,2010.3,2394.8,2382.3,2388.3,2387.0,185.0,207.6,204.2,206.2,105.0,152.6,228.4,237.7,278.9,230.9,48.0,21380.0,17707.0,3673.0,21790.5,18046.9,3743.6
Cabo Verde,20,18,259.4,238.5,2004.8,2004.2,2006.3,2006.6,538.5,635.2,843.9,621.4,48.0,66.9,130.9,80.6,35.5,97.1,68.9,114.7,35.4,24.2,11.2,2716.3,1860.2,856.1,2768.5,1895.9,872.5
Turkey,20,20,2784.7,5148.3,2008.4,2008.4,2010.3,2010.5,3116.6,3111.0,3108.8,3108.8,268.5,269.3,267.9,268.1,134.5,196.3,238.9,240.7,205.4,182.8,22.6,15899.0,14154.1,1744.9,16204.2,14425.9,1778.4
Belgium,18,14,1263.0,1496.9,2009.6,2009.8,2010.1,2009.6,2371.3,2416.0,2409.5,2400.6,191.5,196.1,195.9,205.0,80.5,91.4,72.0,87.2,164.5,140.7,23.8,12665.0,10825.5,1839.5,12908.2,11033.4,1874.8
Côte d'Ivoire,15,12,113.8,137.2,1991.3,1993.4,1995.4,1995.9,1578.4,1566.9,1547.9,1550.7,178.0,207.3,181.3,179.3,63.0,78.3,77.2,76.5,44.8,34.7,10.0,3399.0,2644.9,754.1,3464.2,2695.6,768.6
Portugal,15,13,433.1,712.0,2008.9,2008.8,2011.0,2011.4,1372.2,1337.1,1318.1,1310.5,110.0,115.7,117.9,118.8,86.0,114.9,149.3,157.9,55.4,48.3,7.2,4270.8,3725.8,545.0,4352.8,3797.3,555.5
Ghana,13,12,357.3,434.9,2003.3,2002.8,2006.4,2006.3,1688.9,1723.9,1648.2,1647.6,141.0,206.0,123.8,123.9,31.0,51.3,27.8,28.1,62.3,55.9,6.3,4782.4,4302.5,479.9,4874.2,4385.1,489.1
Malta,11,11,1154.1,2137.6,2008.5,2008.5,2007.3,2007.1,2323.2,2316.6,2253.9,2244.9,199.0,208.4,199.5,198.8,330.0,356.2,402.5,407.8,99.5,79.2,20.3,7688.4,6127.4,1561.0,7836.0,6245.0,1591.0
