Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,5779,762,30376.1,16475.2,1998.3,2002.1,2000.9,2003.1,135.6,449.8,202.6,316.3,10.0,62.6,41.9,69.5,2.0,39.6,18.8,27.1,6729.7,5872.6,857.1,505231.0,440807.8,64423.2,514931.5,449271.3,65660.1
Netherlands,5037,2300,49113.3,52552.3,2003.3,2003.9,2010.2,2009.7,289.6,378.2,304.0,316.9,28.0,75.6,61.0,66.7,23.0,53.7,43.7,44.4,7650.1,5682.8,1967.2,576129.2,426958.5,149170.7,587190.9,435156.1,152034.8
United Kingdom of Great Britain and Northern Ireland,3334,1333,41807.6,40400.8,2004.1,2004.9,2009.4,2009.1,395.8,522.2,469.4,486.1,37.0,68.8,60.6,75.2,21.0,47.6,31.8,35.8,5960.6,4925.6,1035.0,448719.7,370248.3,78471.3,457335.1,377357.1,79978.0
Denmark,2768,913,12262.5,11490.8,1994.9,1997.5,2009.6,2010.5,203.9,400.3,403.9,440.0,26.0,79.6,175.2,119.6,21.0,60.9,291.9,92.2,2813.4,1960.3,853.1,211327.8,147239.5,64088.3,215385.3,150066.5,65318.8
Finland,2460,363,36364.3,21923.4,2004.9,2004.6,2006.9,2007.0,633.7,836.5,692.3,772.0,48.0,83.5,53.8,74.3,11.0,41.6,15.7,23.5,8959.9,8481.3,478.6,672692.5,636737.1,35955.4,685608.2,648962.4,36645.8
Norway,2232,746,16501.9,18232.3,2000.6,2002.3,2006.9,2007.5,442.2,602.0,594.6,669.7,46.0,78.8,94.3,110.6,19.0,47.6,39.0,47.0,3223.4,2789.0,434.4,242615.7,209834.3,32781.4,247273.9,213863.1,33410.8
Belgium,2119,1070,30518.4,26176.5,2005.7,2006.0,2008.5,2008.6,354.8,393.7,366.7,377.7,32.0,49.9,37.9,39.4,23.0,40.6,36.3,36.1,3787.7,3018.2,769.5,284228.2,226194.4,58033.9,289685.4,230537.3,59148.1
Poland,1108,476,19653.0,19177.8,1998.6,1999.9,2013.3,2013.1,374.2,457.7,783.6,792.1,45.0,65.2,68.7,70.6,23.0,60.5,35.7,37.0,2097.6,1824.8,272.8,157470.2,136983.6,20486.6,160493.6,139613.7,20879.9
Russian Federation,1016,543,27286.0,37594.3,2005.0,2004.9,2009.0,2009.0,922.2,1040.2,1167.5,1220.8,92.0,115.0,120.9,131.2,23.0,40.3,32.3,34.5,4058.9,3698.5,360.4,305467.3,278204.4,27262.9,311332.3,283545.9,27786.4
France,694,430,12565.9,11728.8,2005.3,2005.1,2011.3,2011.8,522.7,639.5,519.5,496.1,55.0,75.0,47.4,48.7,22.0,43.9,38.1,43.0,1493.0,1315.5,177.5,112591.7,99019.0,13572.7,114753.5,100920.2,13833.3
