Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bremerhaven,3786,1050,146987.3,113811.5,2005.1,2005.6,2008.2,2008.5,363.8,824.7,862.5,787.8,38.0,84.2,172.5,155.3,21.0,74.4,38.8,37.1,15823.8,14139.0,1684.8,1200290.0,1073792.5,126497.6,1223335.6,1094409.3,128926.3
Rostock,3604,748,20340.7,12763.1,1997.6,2000.9,2003.5,2005.2,160.3,510.2,240.4,421.4,17.0,67.3,61.0,119.9,8.0,57.7,40.2,95.9,4868.0,4233.8,634.2,365558.0,317948.8,47609.2,372576.7,324053.4,48523.3
Travemunde,2882,77,25721.4,7152.8,1998.7,1999.3,2003.2,2003.3,138.5,410.8,268.3,279.6,11.0,45.9,25.2,26.5,2.0,29.9,5.9,7.0,6238.9,5987.8,251.1,468434.5,449580.7,18853.8,477428.5,458212.6,19215.8
Hamburg,2249,1084,40077.8,47479.5,2005.0,2005.4,2010.9,2010.6,412.4,721.6,590.5,702.4,42.0,81.9,191.9,265.4,23.0,42.3,47.3,56.0,5749.3,4810.6,938.6,435334.7,363263.0,72071.7,443693.1,370237.6,73455.5
Altenwerder,2156,755,87941.1,111060.8,2007.7,2007.9,2011.9,2011.9,428.2,997.8,783.9,904.6,39.0,103.3,250.9,293.6,23.0,35.3,47.2,51.6,9101.7,8204.7,897.0,691694.9,622729.7,68965.2,704975.5,634686.1,70289.4
Helgoland,1390,914,30420.7,40828.3,2004.6,2005.1,2010.6,2010.4,347.6,795.0,824.5,909.2,34.0,92.4,230.0,250.0,13.0,27.2,25.2,29.3,3312.9,3064.2,248.7,251332.1,232658.6,18673.5,256157.6,237125.6,19032.0
Emden,1273,445,23259.9,9822.2,2002.3,2004.0,2008.5,2007.3,328.9,791.2,1020.3,883.1,36.0,116.8,233.4,228.1,23.0,65.4,45.7,47.1,2444.8,2064.5,380.3,185466.4,156915.5,28550.9,189027.4,159928.3,29099.1
Lubeck,1087,244,10053.2,6950.1,2001.6,1998.9,2005.3,2004.9,555.4,566.8,620.9,640.1,42.0,72.7,55.0,63.5,13.0,48.8,18.8,26.6,2536.7,2400.6,136.1,190511.3,180289.9,10221.4,194169.1,183751.5,10417.6
Cuxhaven,1061,293,5950.2,3551.1,2001.1,1999.3,2003.3,2003.7,328.0,689.0,426.1,452.1,27.0,132.7,118.5,142.3,10.0,70.5,37.2,50.4,1496.1,1264.6,231.5,112279.4,95029.7,17249.7,114435.1,96854.3,17580.9
Wilhelmshaven,956,446,44129.5,64246.4,2006.4,2006.2,2011.7,2011.1,609.3,1097.9,1159.1,1287.3,68.0,138.0,256.0,295.8,21.0,35.3,33.2,34.5,4900.5,4299.5,601.0,370739.0,325608.2,45130.8,377857.2,331859.9,45997.3
Wismar,813,332,1238.8,1517.9,1995.3,1997.0,1997.7,2000.2,347.2,434.4,474.2,441.1,39.0,51.6,94.8,78.8,36.0,56.7,152.5,75.9,433.2,327.3,105.9,32588.8,24638.8,7950.0,33214.5,25111.8,8102.7
Brake,676,488,7804.6,13483.4,2003.2,2003.8,2010.0,2010.2,452.4,908.7,1340.6,1438.2,74.0,110.9,357.2,371.7,27.0,51.1,123.7,129.1,1057.8,933.4,124.3,80422.3,71089.0,9333.3,81966.4,72453.9,9512.5
Buetzfleth,531,205,5301.1,8722.1,2001.0,2003.6,2008.4,2008.6,396.2,969.7,1336.7,1529.3,38.0,104.9,296.6,315.1,22.0,40.1,95.4,102.4,1004.4,803.4,201.0,76081.8,60967.1,15114.6,77542.6,62137.7,15404.9
Mukran,527,205,1619.6,1572.0,2002.4,2001.8,1999.9,2004.3,238.2,556.3,406.8,525.0,26.0,109.7,128.7,160.4,24.0,122.1,89.0,99.6,645.1,420.9,224.2,48502.6,31668.9,16833.6,49433.8,32276.9,17156.9
