Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Hamburg,1798,698,2306.8,2871.7,2002.0,2003.9,2009.1,2008.3,115.3,130.9,118.1,114.5,15.0,39.2,38.4,33.3,18.0,39.7,41.5,43.6,949.0,522.6,426.4,71805.5,39286.7,32518.8,73184.1,40041.0,33143.1
Bremerhaven,1474,550,4011.1,3189.0,2002.0,2004.0,2008.5,2008.7,119.8,158.5,105.4,104.1,15.0,62.8,43.2,39.7,19.0,55.3,40.2,37.7,1060.3,622.6,437.7,79631.2,46769.6,32861.6,81160.1,47667.5,33492.6
Helgoland,1211,372,1130.9,1267.9,1989.3,1996.7,2004.1,2005.5,115.8,239.3,170.7,170.5,14.0,77.8,145.2,156.7,16.0,65.8,38.2,35.5,612.9,385.5,227.4,46051.3,28980.9,17070.4,46935.5,29537.4,17398.1
Altenwerder,1211,489,4414.8,5228.1,2005.5,2006.0,2011.0,2011.0,115.7,141.9,124.7,130.0,13.0,40.9,62.4,80.9,20.0,33.2,37.5,38.2,886.7,568.7,317.9,67127.4,42796.4,24330.9,68416.2,43618.1,24798.1
Cuxhaven,1108,226,710.2,587.8,1987.2,1989.7,2000.5,1997.9,135.1,328.7,484.8,496.1,23.0,146.1,601.4,734.2,39.0,108.0,111.3,90.9,673.4,382.6,290.8,50122.6,28530.4,21592.2,51084.9,29078.2,22006.8
Rostock,681,226,422.2,378.9,1993.5,1994.6,2001.2,2005.0,145.6,275.3,189.4,202.7,25.0,81.4,95.7,85.7,27.0,81.0,94.9,125.2,312.6,183.7,128.9,23472.3,13794.4,9677.9,23923.0,14059.2,9863.7
Buetzfleth,466,179,334.4,459.8,1998.2,2002.1,1999.6,1999.7,74.4,123.5,169.2,174.8,10.0,41.1,161.8,161.7,21.0,32.7,40.5,43.2,263.7,132.5,131.3,19782.5,9926.7,9855.9,20162.3,10117.3,10045.1
Brake,421,192,299.4,378.5,1994.1,2000.2,2004.3,2005.1,132.2,199.4,204.9,177.4,40.0,73.2,765.9,717.2,27.0,52.4,45.2,41.4,205.5,131.7,73.9,15441.2,9894.9,5546.3,15737.6,10084.8,5652.8
Mukran,415,143,507.0,465.6,1998.3,1997.7,2002.6,2005.2,220.2,346.4,345.7,382.4,64.0,136.1,148.4,157.8,23.0,71.9,104.4,107.5,316.0,222.3,93.7,23461.5,16555.1,6906.5,23912.0,16872.9,7039.1
Sassnitz,335,108,143.5,104.8,1997.9,1993.2,1994.2,1995.8,192.2,416.7,321.6,330.6,43.0,146.5,295.0,184.0,23.0,65.0,85.2,90.9,189.0,129.7,59.3,14193.0,9740.6,4452.4,14465.5,9927.6,4537.9
