Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,2210,706,18495.8,23816.9,1999.8,2004.4,2004.2,2006.2,384.6,700.8,552.7,627.7,33.0,82.5,93.7,102.9,46.0,89.6,77.0,84.5,4738.5,3043.8,1694.7,361209.2,232565.3,128643.9,368144.4,237030.6,131113.8
France,808,293,16763.1,19467.6,2001.9,2004.9,2005.8,2007.3,565.5,1183.9,865.3,1037.4,49.0,110.3,124.8,144.0,28.0,100.5,86.7,106.6,3009.3,2444.9,564.4,228180.7,185102.4,43078.2,232561.7,188656.4,43905.3
Italy,554,296,8548.6,12150.9,2004.0,2002.7,2007.2,2007.4,768.5,954.0,860.5,906.9,68.0,102.6,115.1,124.9,37.0,76.8,50.5,51.3,1310.4,975.7,334.7,99424.0,73883.7,25540.3,101332.9,75302.2,26030.7
Malta,436,197,5922.4,8700.5,2003.1,2004.2,2004.5,2004.9,666.4,749.7,771.2,773.9,59.0,83.2,100.5,106.3,47.0,80.3,67.3,64.9,1182.5,780.3,402.3,90602.7,60004.7,30598.0,92342.2,61156.8,31185.5
Turkey,435,237,16535.8,18346.6,2001.8,2001.5,2003.8,2003.6,1529.7,1546.9,1662.3,1666.6,132.0,153.8,163.7,166.3,46.0,93.9,101.7,108.7,2487.0,2006.8,480.2,181862.6,145167.2,36695.5,185354.4,147954.4,37400.0
Gibraltar,331,295,7148.8,12154.7,2007.7,2007.9,2008.0,2008.0,604.5,708.4,694.1,698.1,47.0,63.9,93.5,94.8,55.0,127.1,133.2,135.1,958.9,619.1,339.7,74038.8,47859.0,26179.8,75460.3,48777.9,26682.5
Morocco,212,135,1839.1,2673.8,2004.5,2004.5,2006.0,2006.4,527.5,713.3,627.9,637.4,51.5,100.0,131.1,139.8,54.5,80.1,76.1,72.7,447.9,271.1,176.9,34246.7,20837.8,13409.0,34904.3,21237.9,13666.4
Tunisia,176,128,1517.2,1894.6,2001.4,2002.4,2003.5,2004.4,540.1,662.4,744.5,810.0,49.0,67.5,114.5,131.8,23.0,46.7,41.3,46.5,285.0,216.4,68.6,21889.2,16659.2,5230.0,22309.5,16979.1,5330.4
Greece,168,115,4532.3,6020.3,2000.2,2000.0,2000.3,2001.2,1226.9,1282.9,1315.0,1325.9,111.5,128.8,145.1,146.5,50.0,80.5,67.1,68.2,703.5,568.2,135.3,52174.6,41903.2,10271.4,53176.4,42707.8,10468.6
Portugal,84,68,1585.1,2470.7,2005.4,2004.4,2007.6,2007.9,893.7,1008.4,928.1,918.7,79.0,99.4,100.5,103.1,48.5,78.5,73.8,75.9,230.2,183.4,46.9,17396.3,13833.1,3563.2,17730.3,14098.7,3631.6
