Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1625,633,12147.2,16631.1,2000.9,2000.7,2005.5,2005.7,787.9,1245.4,1243.5,1266.1,80.0,131.4,217.3,222.3,50.0,77.1,94.5,97.0,2818.6,2292.3,526.3,215602.0,175753.4,39848.6,219741.5,179127.8,40613.7
Container,1259,128,10711.8,13448.0,2003.2,2002.5,2003.6,2003.6,530.0,770.2,733.7,723.8,42.0,62.8,85.7,84.6,68.0,76.1,81.3,81.6,3319.0,1924.8,1394.2,253025.6,147744.4,105281.2,257883.7,150581.1,107302.6
Bulk carrier,747,554,36496.6,61371.3,2007.8,2008.4,2008.8,2008.8,1389.6,1969.3,1945.7,1960.3,124.0,182.3,343.4,348.2,142.0,181.0,189.2,190.7,3870.2,3215.5,654.7,298882.8,248474.6,50408.2,304621.4,253245.3,51376.1
Liquefied gas tanker,644,82,30705.8,29206.2,2005.9,2007.3,2005.7,2005.1,794.5,1315.5,1198.9,1217.4,75.0,121.1,207.7,206.4,27.0,33.5,62.8,63.3,4214.6,3449.3,765.3,298298.4,239988.2,58310.2,304025.7,244595.9,59429.8
Ferry-RoPax,571,15,5314.6,910.5,1990.3,1994.5,1995.8,1996.3,228.4,303.2,432.3,434.1,17.0,18.1,56.6,56.0,8.0,7.1,20.7,21.4,2019.1,1772.4,246.7,155599.4,136815.5,18783.8,158586.9,139442.4,19144.5
Oil tanker,512,335,30753.0,56320.7,2008.8,2008.4,2008.5,2008.5,792.0,1228.4,1203.6,1207.2,90.5,146.4,251.8,253.5,29.0,34.7,37.2,37.1,2844.0,2371.1,472.9,219871.6,183334.1,36537.5,224093.1,186854.1,37239.0
Chemical tanker,494,316,12599.7,20273.3,2007.4,2008.0,2009.0,2009.0,900.0,1374.6,1406.8,1417.8,81.0,129.4,217.2,219.5,45.0,70.7,82.6,82.6,2298.5,1677.8,620.8,177029.5,129234.6,47794.9,180428.4,131715.9,48712.5
Ro-Ro,211,18,984.0,693.4,1988.9,1994.2,1992.0,1992.8,504.9,1035.6,635.1,649.7,43.0,96.7,85.8,90.1,28.0,52.1,38.5,42.4,329.3,208.9,120.4,25250.0,16038.4,9211.6,25734.8,16346.3,9388.5
Refrigerated bulk,42,31,851.8,957.4,1993.2,1993.0,1992.8,1992.6,1892.4,2781.9,2903.1,2914.7,140.5,203.9,295.6,296.9,136.5,138.1,147.6,147.5,440.9,327.9,113.0,33531.7,25042.4,8489.3,34175.5,25523.2,8652.3
Vehicle,41,26,1581.9,516.5,2006.1,2009.2,2009.8,2009.4,811.0,922.2,901.4,907.7,41.0,59.3,79.9,82.0,13.0,11.7,12.5,12.6,110.3,98.6,11.6,8518.8,7627.7,891.1,8682.4,7774.2,908.2
Service - tug,23,22,30.5,18.7,1999.2,2000.4,2011.4,2011.2,820.7,1643.8,2606.7,2546.1,135.0,307.4,476.2,514.2,56.0,395.2,502.5,493.4,56.3,45.1,11.2,4228.7,3389.1,839.6,4309.9,3454.2,855.7
Miscellaneous - fishing,18,12,8.4,4.8,1998.1,1996.2,1987.1,1991.2,560.2,856.5,848.8,787.7,59.0,163.3,148.9,162.8,14.0,25.6,20.8,20.0,10.1,9.3,0.8,761.8,699.8,62.0,776.4,713.3,63.1
Service - other,11,11,52.3,46.6,2000.4,2000.4,1999.0,1997.7,744.0,1019.2,1151.0,1284.3,160.0,153.2,168.9,168.6,95.0,189.4,205.7,296.9,22.3,17.9,4.5,1620.4,1284.6,335.7,1651.5,1309.3,342.2
Offshore,10,9,108.6,100.3,1999.2,2001.1,2000.1,1997.9,628.9,2052.0,954.4,710.2,259.5,367.0,462.0,338.6,16.5,83.7,120.0,94.4,53.3,50.4,2.9,4010.4,3793.7,216.7,4087.4,3866.5,220.8
Cruise,4,3,64.5,6.5,2016.0,2016.3,2016.0,2016.0,336.8,336.8,336.8,336.8,22.0,22.0,22.0,22.0,7.0,7.0,7.0,7.0,12.1,10.9,1.2,934.1,842.0,92.1,952.0,858.1,93.9
Ferry-pax only,2,2,1.7,0.5,1997.0,1997.0,1991.7,1991.7,4575.8,4575.8,3410.3,3264.8,35.0,35.0,49.2,49.0,187.5,187.5,349.9,348.4,4.7,0.8,3.9,353.8,59.3,294.5,360.6,60.4,300.2
