Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1652,643,8372.4,11326.3,2000.9,2000.7,2005.0,2005.1,530.1,858.7,842.3,845.3,58.0,106.0,163.5,165.6,34.0,56.3,63.3,64.1,1950.6,1632.2,318.4,149265.5,125209.6,24055.8,152131.4,127613.7,24517.7
Container,1268,129,9342.1,11784.6,2003.2,2002.6,2004.0,2004.0,459.3,640.1,635.5,630.1,45.0,63.0,101.7,101.0,25.0,34.2,37.5,37.9,2506.7,1974.7,532.0,191546.1,151450.3,40095.9,195223.8,154358.1,40865.7
Bulk carrier,756,566,26088.7,43815.0,2007.8,2008.4,2007.4,2007.4,930.0,1252.6,1374.0,1380.3,121.5,167.4,298.0,300.4,31.0,71.3,98.4,99.5,2474.8,2266.9,208.0,191046.8,175108.6,15938.2,194714.9,178470.7,16244.2
Liquefied gas tanker,646,85,32264.5,30845.0,2005.9,2007.1,2005.8,2005.2,779.0,1632.0,1255.1,1280.4,86.0,137.6,195.0,196.0,38.5,60.8,57.3,61.1,4537.2,3710.5,826.7,319245.8,256163.5,63082.4,325375.3,261081.8,64293.5
Ferry-RoPax,570,15,5143.3,852.5,1990.3,1994.5,1995.2,1995.7,226.2,287.2,419.0,407.0,16.0,16.2,28.6,28.9,7.0,54.9,46.7,47.4,1930.0,1382.2,547.8,148613.8,106713.1,41900.6,151467.2,108762.0,42705.1
Oil tanker,499,328,73680.5,135132.3,2008.8,2008.4,2009.4,2009.4,1346.2,3044.1,2975.9,2989.9,137.0,308.3,589.9,593.3,34.0,54.7,77.0,76.8,7495.7,6361.8,1133.9,578747.6,491706.5,87041.1,589859.6,501147.3,88712.3
Chemical tanker,497,318,11237.5,18058.1,2007.5,2008.0,2008.7,2008.7,759.7,1161.4,1255.0,1262.9,101.0,138.5,239.1,241.3,40.0,62.5,62.3,62.2,2229.1,1664.6,564.6,171769.7,128436.7,43333.0,175067.7,130902.7,44165.0
Ro-Ro,207,17,843.7,585.0,1988.9,1993.9,1991.8,1992.5,460.6,860.6,554.0,556.3,45.0,78.9,80.7,85.9,31.0,31.7,37.9,39.0,293.0,199.0,93.9,22436.5,15278.9,7157.6,22867.3,15572.2,7295.0
Refrigerated bulk,44,31,255.3,292.5,1993.3,1993.1,1993.1,1993.1,437.7,834.4,843.7,842.3,73.5,89.3,131.5,133.3,21.5,58.9,123.8,119.3,180.1,120.8,59.3,13643.8,9191.6,4452.2,13905.8,9368.1,4537.7
Vehicle,41,26,2201.4,719.0,2006.1,2009.2,2011.1,2010.7,896.8,1220.7,1254.3,1263.7,60.0,80.3,105.8,105.9,13.0,14.1,16.4,16.3,141.1,131.2,9.9,10873.6,10128.3,745.2,11082.4,10322.8,759.6
Miscellaneous - fishing,16,11,8.3,4.6,1997.6,1995.8,1984.0,1988.1,516.2,707.6,923.6,814.2,42.5,128.7,150.1,131.6,105.5,132.1,180.3,179.0,12.0,7.4,4.6,901.2,559.5,341.7,918.5,570.2,348.3
Service - tug,15,15,18.7,10.6,1992.1,1992.1,2007.1,2006.7,1157.7,1482.8,2138.8,2003.1,198.0,250.3,429.4,425.3,30.0,257.5,124.8,106.9,22.8,19.3,3.5,1715.2,1450.0,265.2,1748.1,1477.8,270.3
Service - other,13,13,128.7,109.0,2003.3,2003.3,2008.4,2009.0,995.4,3181.9,2909.4,3546.3,158.0,960.8,3117.0,3500.3,46.0,83.6,42.3,42.9,50.0,47.9,2.1,3690.2,3531.2,159.1,3761.1,3599.0,162.1
Offshore,10,8,426.0,604.5,2001.8,2003.2,2000.5,1997.9,642.7,2382.4,3832.2,4324.4,99.0,237.6,488.2,502.0,124.5,143.0,41.7,38.4,101.8,95.6,6.2,7708.2,7239.9,468.3,7856.2,7378.9,477.3
Cruise,4,3,43.6,4.4,2016.0,2016.3,2016.0,2016.0,229.5,226.2,227.7,227.8,15.5,15.0,15.3,15.3,8.0,7.7,7.8,7.8,8.8,7.5,1.3,680.2,579.3,100.9,693.2,590.4,102.8
Ferry-pax only,2,2,2.1,0.7,1997.0,1997.0,2002.6,2002.6,3387.6,3387.6,4210.9,4313.7,758.5,758.5,1441.0,1444.3,7.0,7.0,7.0,7.0,4.5,4.5,0.0,337.9,336.3,1.6,344.4,342.8,1.6
