Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Alger,451,155,2296.4,3190.4,2001.8,2003.7,2003.7,2004.3,251.4,399.0,410.7,418.4,23.0,58.3,60.5,59.3,30.0,81.2,60.4,60.2,589.1,317.9,271.2,45082.7,24411.8,20670.8,45948.3,24880.5,21067.7
Skikda,277,113,1613.8,2238.2,2003.9,2003.7,2005.0,2005.0,284.1,351.8,382.6,385.0,22.0,75.1,60.3,62.9,45.0,67.7,91.9,95.5,518.1,198.5,319.6,39453.9,15042.7,24411.1,40211.4,15331.6,24879.8
Bejaia,228,126,928.0,1370.7,2004.4,2002.6,2006.0,2006.5,280.6,382.4,374.2,372.9,24.0,57.1,91.8,88.2,30.0,57.1,61.2,60.6,220.9,122.6,98.3,16881.9,9410.9,7471.1,17206.1,9591.6,7614.5
Arzew,192,86,1694.9,2192.2,2002.1,2005.8,2003.3,2003.9,290.4,669.0,352.6,378.4,41.0,160.2,177.9,171.9,51.5,112.8,116.3,119.2,539.3,260.1,279.2,40913.3,19726.9,21186.4,41698.8,20105.7,21593.2
Mostaganem,173,122,1016.1,1407.2,2004.5,2005.7,2005.0,2005.8,248.8,335.5,295.4,295.6,37.0,63.9,81.5,86.5,28.0,60.5,59.1,57.5,224.3,117.9,106.4,17125.2,9048.6,8076.5,17454.0,9222.4,8231.6
Collo,142,75,801.2,1182.2,2004.2,2003.3,2006.4,2006.8,331.9,414.4,451.7,449.1,22.0,42.4,76.1,82.3,33.0,68.8,64.9,64.1,183.6,87.1,96.4,14086.7,6711.0,7375.7,14357.2,6839.9,7517.3
Annaba,138,81,460.0,546.3,2001.2,2001.8,2003.7,2003.9,289.2,447.7,348.7,367.1,23.0,136.6,85.8,76.7,28.0,63.4,87.8,89.1,150.0,83.2,66.9,11397.9,6345.4,5052.4,11616.7,6467.3,5149.5
Dellys,113,90,875.2,1275.2,2004.5,2003.8,2007.6,2007.6,360.6,615.0,571.2,565.1,24.0,49.3,98.3,69.2,40.0,89.5,127.8,123.8,188.6,94.9,93.7,14475.0,7300.3,7174.7,14752.9,7440.5,7312.5
Djen Djen,99,64,408.6,565.0,2006.5,2004.6,2007.6,2007.9,243.0,355.7,351.0,356.4,15.0,48.1,62.5,64.0,54.0,78.0,92.6,95.5,111.1,54.2,56.8,8466.8,4157.0,4309.8,8629.4,4236.8,4392.6
Jijel,81,39,527.1,757.7,2006.4,2004.4,2010.2,2010.6,309.5,725.6,431.6,400.3,13.0,45.9,126.8,132.1,35.0,145.1,366.2,197.9,107.4,43.3,64.1,8183.2,3302.1,4881.1,8340.3,3365.5,4974.8
Oran,64,51,363.8,449.7,2004.6,2005.6,2007.7,2009.2,382.7,940.5,537.5,532.1,34.0,123.9,92.3,85.9,36.5,68.8,105.3,98.6,98.0,61.6,36.4,7482.3,4710.5,2771.8,7625.9,4800.9,2825.0
