Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,2281,796,13525.8,16743.6,1999.5,2003.5,2002.7,2005.0,329.6,553.6,462.2,536.3,31.0,71.7,94.1,110.3,23.0,46.1,55.6,59.0,3454.5,2561.8,892.7,263671.6,195762.3,67909.3,268734.1,199520.9,69213.2
France,814,292,13526.3,13587.8,2002.3,2005.2,2005.5,2007.4,522.9,822.6,695.0,747.1,45.5,114.4,97.2,126.6,29.0,68.7,52.9,55.6,2941.4,2040.2,901.2,222430.1,153278.3,69151.8,226700.8,156221.2,70479.6
Italy,625,331,7409.1,9926.2,2004.6,2003.3,2007.3,2007.6,612.7,775.7,801.3,824.7,64.0,116.9,114.2,119.5,42.0,70.9,76.5,81.3,1637.7,1111.6,526.2,124631.7,84404.8,40226.9,127024.6,86025.4,40999.2
Turkey,448,258,17824.5,20654.5,2003.2,2004.0,2004.0,2004.1,1450.8,1459.3,1563.8,1546.0,125.0,165.1,154.9,157.4,25.0,71.6,48.7,51.3,2529.1,2211.3,317.8,183347.5,159255.2,24092.3,186867.8,162312.9,24554.9
Malta,355,175,4225.1,5997.1,2003.1,2004.3,2004.6,2005.1,629.5,724.6,713.1,712.6,66.0,87.4,101.7,103.1,26.0,37.0,51.2,53.6,827.2,674.5,152.7,63097.7,51502.4,11595.3,64309.2,52491.3,11817.9
Tunisia,269,185,1253.7,1722.2,2001.4,2002.0,2004.3,2004.3,490.5,560.4,532.0,539.9,48.0,65.4,89.4,92.9,66.0,82.7,85.8,81.3,406.5,231.0,175.5,30994.1,17752.5,13241.5,31589.1,18093.4,13495.8
Gibraltar,246,229,3722.7,6298.4,2007.5,2007.4,2008.2,2008.2,498.5,528.7,505.2,504.4,56.0,90.9,104.0,103.6,9.0,11.8,11.3,11.2,445.9,397.2,48.7,34420.9,30666.0,3754.8,35081.7,31254.8,3826.9
Morocco,221,147,2566.8,3558.7,2004.5,2005.5,2007.9,2008.0,624.8,724.5,718.9,727.8,69.0,111.4,151.8,166.9,43.0,85.9,92.4,101.7,472.5,343.4,129.1,36295.0,26464.8,9830.2,36991.8,26972.9,10018.9
Greece,160,131,4229.2,5242.5,2002.6,2002.9,1999.9,2000.9,1115.6,1243.1,1238.9,1240.7,107.5,126.4,151.1,144.9,27.0,50.1,57.9,57.4,663.0,564.0,99.0,48277.3,40680.2,7597.0,49204.2,41461.3,7742.9
Belgium,83,57,4591.6,7513.3,2007.7,2008.2,2006.4,2006.3,1832.5,1865.6,1826.0,1829.0,170.0,185.7,201.6,203.5,43.0,58.6,66.3,66.2,505.5,445.3,60.2,38759.6,34233.3,4526.3,39503.8,34890.6,4613.2
United States of America,82,73,20094.1,35847.3,2007.9,2008.2,2008.1,2008.0,5341.7,5534.3,5487.7,5464.6,499.5,563.1,621.8,620.8,44.0,76.9,75.2,75.0,2331.1,2126.4,204.6,179217.8,163852.8,15364.9,182658.7,166998.8,15659.9
United Kingdom of Great Britain and Northern Ireland,79,72,7822.8,12436.9,2009.4,2009.3,2010.8,2010.7,1671.9,1823.1,1872.3,1881.1,169.0,204.4,199.9,210.6,35.0,72.9,124.6,143.4,806.4,616.3,190.1,61799.0,47117.2,14681.9,62985.6,48021.8,14963.7
Portugal,74,65,1165.3,1568.3,2005.0,2005.8,2007.7,2007.5,837.7,849.1,854.7,825.8,81.0,99.6,104.8,110.8,26.0,46.5,44.2,51.4,181.2,140.0,41.2,13711.1,10540.1,3171.0,13974.4,10742.5,3231.9
Egypt,59,43,2184.7,2815.7,2003.9,2003.7,2004.8,2004.2,1645.8,1613.8,1794.6,1767.7,136.0,186.1,180.4,186.5,49.0,100.6,111.7,110.0,345.1,287.1,58.0,26216.8,21787.7,4429.1,26720.2,22206.1,4514.1
Netherlands,56,44,3284.7,4988.5,2005.0,2006.5,2006.5,2006.0,1855.8,1894.3,1830.7,1823.3,185.0,195.4,212.0,218.9,40.0,58.1,44.5,45.0,451.8,385.9,66.0,34003.1,29040.2,4963.0,34656.0,29597.7,5058.3
Brazil,46,40,9143.9,15480.9,2007.2,2008.2,2006.5,2006.6,4950.4,4916.1,4996.5,5004.9,462.5,494.2,482.1,484.4,82.5,154.1,151.7,153.4,932.1,844.2,87.9,72165.9,65360.8,6805.1,73551.5,66615.8,6935.7
Libya,34,29,474.5,762.6,2002.1,2001.5,2008.3,2009.0,824.8,864.5,958.1,975.8,81.0,89.5,104.8,106.7,61.5,83.7,75.6,76.9,94.7,63.2,31.5,7286.9,4872.1,2414.8,7426.8,4965.7,2461.1
India,27,25,7512.6,12296.1,2008.8,2008.1,2009.1,2007.9,4800.2,5000.5,4885.9,4918.0,462.0,474.1,456.6,472.4,61.0,69.1,60.7,64.5,672.3,627.6,44.7,49285.7,45832.4,3453.3,50232.0,46712.4,3519.6
