Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,591,207,1481.2,1987.6,2004.0,2000.6,2007.4,2007.3,254.9,375.7,360.0,369.3,22.0,37.2,59.0,59.2,36.0,63.6,92.8,94.9,450.4,238.2,212.2,34380.5,18300.9,16079.6,35040.6,18652.2,16388.4
Chemical tanker,545,67,3425.1,5224.4,2007.4,2008.6,2006.2,2006.0,349.8,345.9,459.8,458.7,25.0,55.5,68.1,68.0,38.0,53.6,74.8,75.1,1032.0,443.9,588.0,79146.2,34137.2,45008.9,80665.8,34792.7,45873.1
Container,276,70,1494.5,1835.4,2002.9,2002.6,2002.6,2002.6,292.0,389.6,415.0,411.0,19.0,25.6,44.0,44.0,47.5,68.5,82.2,81.2,477.4,201.1,276.3,36327.7,15424.2,20903.5,37025.2,15720.4,21304.8
Liquefied gas tanker,272,44,2036.0,2101.8,1998.1,2005.2,2001.3,2000.4,235.1,297.7,291.9,296.2,33.5,71.0,111.3,109.3,28.0,41.0,59.9,62.8,564.6,281.8,282.8,42407.5,21021.5,21386.0,43221.8,21425.1,21796.6
Bulk carrier,152,112,1825.5,3015.9,2007.5,2007.5,2008.2,2008.4,378.4,494.4,488.4,484.2,40.0,77.4,110.6,113.4,56.0,106.0,108.6,109.9,225.6,140.0,85.7,17416.6,10816.9,6599.7,17751.0,11024.5,6726.4
Ro-Ro,130,10,298.5,219.8,1989.7,1992.1,1991.1,1992.4,244.4,313.9,327.5,342.6,19.0,30.6,33.3,36.2,23.0,41.2,32.4,36.0,102.9,54.9,48.0,7874.2,4204.7,3669.5,8025.4,4285.4,3740.0
Oil tanker,74,50,940.4,1696.4,2008.6,2007.8,2008.9,2008.9,230.7,329.7,307.2,308.7,31.5,61.8,108.9,112.0,22.5,42.8,75.9,74.4,137.1,82.1,55.1,10587.7,6353.4,4234.3,10791.0,6475.4,4315.6
Service - tug,42,17,112.6,64.4,1997.7,2003.5,2010.2,2010.0,282.5,1786.3,4273.9,3991.3,49.0,954.4,768.5,805.6,50.5,188.3,1641.9,1608.3,67.6,42.1,25.4,5072.1,3161.7,1910.4,5169.5,3222.4,1947.1
Service - other,20,10,53.3,33.2,2005.2,2006.1,2009.2,2009.4,381.0,2100.5,1264.9,1250.3,81.0,267.9,636.8,635.9,43.0,366.4,663.8,639.9,21.5,11.3,10.2,1605.2,839.4,765.8,1636.0,855.5,780.5
Ferry-RoPax,15,5,123.2,21.5,1992.1,1995.0,1995.7,1996.6,356.0,547.5,528.4,500.7,18.0,24.7,28.5,27.8,8.0,13.5,35.4,31.9,44.1,28.4,15.7,3398.2,2192.4,1205.8,3463.5,2234.5,1228.9
Miscellaneous - fishing,12,4,1.0,0.8,2010.1,2000.8,2013.8,2014.1,280.0,193.3,442.4,437.7,11.5,15.5,139.9,141.3,18.5,21.0,118.8,120.2,5.1,2.1,2.9,380.0,160.4,219.6,387.3,163.5,223.8
Offshore,3,2,0.6,0.7,1991.3,1996.0,2004.5,2006.8,383.4,600.2,655.5,733.2,221.0,119.2,57.2,40.4,93.0,514.0,770.6,840.0,4.9,1.6,3.3,364.2,120.1,244.2,371.2,122.4,248.9
Ferry-pax only,2,2,3.2,1.0,1997.0,1997.0,1992.2,1992.3,8692.2,8692.2,6613.2,6353.7,513.5,513.5,869.6,863.1,38.5,38.5,22.3,22.6,8.7,8.6,0.1,652.8,642.7,10.1,665.3,655.0,10.3
Vehicle,2,1,5.2,1.6,2001.0,2001.0,2001.0,2001.0,270.3,270.3,270.3,270.3,17.0,17.0,16.4,16.4,21.0,21.0,19.0,19.0,1.2,0.6,0.6,91.2,47.2,44.0,93.0,48.1,44.9
