Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Chemical tanker,1619,273,6473.6,10197.7,2009.3,2009.9,2009.4,2009.4,233.4,224.7,316.5,313.3,34.0,46.6,98.0,97.7,35.0,39.4,61.9,61.2,3067.9,1707.0,1360.9,233865.1,130799.2,103065.8,238355.3,133310.6,105044.7
Bulk carrier,1508,883,14363.8,25747.3,2009.9,2011.0,2011.4,2011.4,231.9,272.1,299.4,303.0,25.0,54.8,78.4,79.2,28.0,43.9,53.9,54.2,1552.4,1215.2,337.2,120100.6,94045.6,26055.0,122406.5,95851.3,26555.3
Oil tanker,1089,44,9481.6,16238.4,1981.1,2004.1,2004.3,2004.2,79.9,293.8,835.2,831.1,11.0,51.4,194.2,194.0,8.0,44.3,142.2,142.7,1849.3,1119.8,729.4,142570.1,86429.3,56140.8,145307.5,88088.8,57218.7
Miscellaneous - fishing,938,193,1356.5,1110.7,1987.2,1986.5,1988.3,1987.0,2002.7,3572.5,3454.9,3484.8,324.0,628.6,1187.5,1219.2,45.0,290.0,699.9,705.6,2363.4,1640.3,723.1,177495.5,123192.2,54303.3,180903.4,125557.5,55346.0
Service - tug,715,59,173.2,157.9,1999.3,1997.7,1999.3,1997.9,206.3,863.7,463.3,519.4,51.0,711.5,1382.6,1481.9,18.0,129.7,187.3,193.8,466.7,374.7,92.1,35046.7,28134.7,6912.1,35719.6,28674.9,7044.8
General cargo,585,87,918.0,1239.3,1990.7,2006.5,2003.9,2004.1,164.7,330.3,294.3,297.7,21.0,53.6,74.6,74.9,7.0,69.2,60.3,58.4,245.9,176.6,69.3,18634.8,13431.4,5203.4,18992.6,13689.3,5303.3
Container,321,19,2923.5,3570.9,2005.4,2005.6,2006.1,2005.8,344.4,476.4,436.6,428.0,28.0,49.3,119.1,119.5,37.0,42.3,78.3,76.4,851.6,636.4,215.2,65245.1,48947.3,16297.8,66497.8,49887.0,16610.7
Service - other,241,20,789.0,1064.0,1996.6,1993.4,1995.9,1992.0,373.2,1528.0,961.3,854.7,88.0,501.9,692.8,525.6,21.0,117.8,244.2,166.0,250.3,194.1,56.2,18849.5,14623.5,4226.0,19211.5,14904.3,4307.2
Vehicle,76,40,364.5,115.6,2008.8,2008.3,2009.3,2009.1,82.3,84.8,86.8,86.5,11.0,15.4,18.1,18.0,32.5,32.3,34.4,34.5,38.4,16.7,21.7,2977.3,1295.6,1681.7,3034.5,1320.4,1714.0
Offshore,43,6,68.2,67.5,1987.3,1987.7,2001.8,2002.1,201.9,503.0,679.6,661.9,153.0,236.6,690.3,635.7,43.0,56.6,75.4,88.0,64.2,52.1,12.2,4823.3,3909.4,913.8,4915.9,3984.5,931.4
Cruise,38,23,1297.4,152.7,1993.2,1995.1,2001.2,1999.3,930.0,1124.4,1029.2,1058.3,67.0,103.3,84.5,91.4,11.0,13.5,12.4,12.0,366.4,342.8,23.6,28296.5,26477.6,1818.9,28839.8,26986.0,1853.8
Ro-Ro,29,10,76.5,39.8,1997.9,1999.1,1999.3,1997.7,82.3,101.7,86.4,91.2,11.0,16.6,14.3,17.6,37.0,36.0,49.7,47.7,19.5,8.0,11.5,1500.8,610.3,890.5,1529.6,622.0,907.6
Liquefied gas tanker,12,5,136.7,165.9,2011.5,2010.2,2011.8,2012.4,643.9,467.0,288.6,340.9,47.0,57.7,81.0,83.9,31.0,22.7,35.4,36.4,26.7,19.5,7.2,2030.8,1481.9,548.9,2069.8,1510.4,559.4
Refrigerated bulk,8,5,22.1,24.4,1991.5,1991.8,1991.8,1991.9,153.3,226.9,238.8,249.4,13.0,32.9,58.3,57.7,34.0,41.3,32.4,32.0,23.0,11.6,11.4,1733.9,876.0,857.9,1767.2,892.8,874.4
Ferry-RoPax,4,2,44.9,3.6,2006.0,2005.0,2005.4,2005.5,780.9,934.9,879.6,869.7,65.0,100.5,89.8,87.2,8.0,8.0,10.6,10.5,11.6,10.6,1.1,893.0,812.4,80.6,910.1,828.0,82.1
Ferry-pax only,2,1,18.1,3.2,1989.0,1989.0,1989.0,1989.0,1979.1,1979.1,1979.1,1979.1,256.0,256.0,266.8,266.8,8.0,8.0,7.8,7.8,6.8,6.7,0.1,510.7,505.5,5.3,520.5,515.2,5.4
Other liquids tankers,2,2,9.9,13.8,2015.0,2015.0,2014.8,2014.8,176.4,176.4,176.7,176.4,24.0,24.0,23.4,23.5,9.5,9.5,8.1,8.2,1.2,0.9,0.3,94.8,70.6,24.2,96.7,72.0,24.7
