Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
La Plata,717,588,14046.9,21943.7,2009.2,2009.6,2010.4,2010.7,229.7,698.2,664.9,720.8,23.0,80.5,392.3,431.4,11.0,23.2,21.5,20.9,1421.9,1258.1,163.8,109674.2,97210.5,12463.7,111779.9,99076.9,12703.0
Puerto Madero,517,146,15172.1,13353.0,2009.4,2007.1,2010.5,2011.4,156.6,539.3,432.7,417.0,23.0,73.0,85.3,92.0,30.0,84.2,35.2,40.0,2281.1,1776.5,504.6,176439.0,137458.2,38980.8,179826.6,140097.4,39729.3
Dock Sur,450,203,9675.4,12182.4,2007.0,2007.9,2009.1,2009.0,166.6,748.1,489.0,500.3,49.0,105.5,164.5,185.8,35.0,89.4,46.5,49.9,1446.4,1066.0,380.4,111467.9,82304.7,29163.2,113608.1,83884.9,29723.2
Rosario,385,331,18973.4,33705.0,2008.0,2009.9,2010.3,2010.3,363.0,1627.6,1861.4,1934.8,38.0,167.0,575.9,587.7,71.0,86.5,93.2,93.8,1444.9,1287.9,157.0,111768.6,99681.3,12087.3,113914.6,101595.2,12319.4
Ushuaia,301,59,2471.9,497.4,1992.4,1993.6,1995.4,1993.3,653.8,862.5,670.6,881.0,67.0,151.7,103.7,164.6,12.0,39.3,33.8,67.0,963.5,829.4,134.2,73687.5,63464.6,10222.9,75102.3,64683.1,10419.2
Campana,300,178,6184.8,9804.9,2008.0,2009.3,2009.6,2009.8,204.2,1374.9,1163.0,1130.1,32.0,139.1,401.7,396.7,54.5,97.3,95.3,95.7,1201.0,856.8,344.2,92310.2,66044.9,26265.3,94082.6,67313.0,26769.6
Zarate,267,156,6972.5,5395.7,2005.9,2007.3,2007.2,2006.9,291.1,857.3,742.7,849.5,56.0,88.9,181.0,284.6,35.0,56.1,51.9,62.7,721.7,604.3,117.4,55741.3,46680.5,9060.8,56811.6,47576.8,9234.8
Puerto Alumbrera,263,243,12811.0,22811.1,2010.2,2010.6,2010.8,2010.7,388.0,1552.6,1772.3,1824.9,44.0,168.7,625.4,635.4,61.0,73.4,72.3,72.5,1051.9,912.4,139.5,81396.7,70625.0,10771.7,82959.5,71981.0,10978.5
Resinfor,233,225,7011.8,12366.2,2010.7,2010.8,2012.2,2012.2,386.9,916.9,938.5,940.7,76.0,139.9,469.1,474.8,44.0,59.3,67.4,67.4,636.6,539.9,96.7,49251.4,41775.5,7475.9,50197.0,42577.6,7619.4
San Lorenzo,162,143,4157.1,7389.8,2007.9,2009.7,2011.0,2011.0,382.4,889.8,1016.7,1044.5,40.0,145.8,465.8,478.4,28.5,47.8,61.1,61.6,395.1,339.2,55.8,30506.3,26216.3,4290.0,31092.0,26719.6,4372.4
