Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
La Plata,1127,817,5977.0,10018.7,2005.9,2009.4,2010.2,2010.3,231.8,281.5,225.4,229.0,23.0,76.0,64.0,59.3,17.0,34.2,37.7,36.8,1079.9,804.8,275.1,82852.9,61921.3,20931.6,84443.7,63110.2,21333.5
Dock Sur,792,116,2721.5,4316.0,1988.8,2003.4,2005.6,2005.2,116.2,624.0,587.0,579.9,19.0,244.4,154.9,148.5,21.0,131.0,132.3,140.1,974.4,581.1,393.3,74374.5,44441.1,29933.3,75802.4,45294.4,30508.1
Zarate,425,117,664.4,584.4,1986.3,2003.8,2006.4,2005.0,80.5,286.2,101.8,116.1,11.0,71.6,49.4,74.1,13.0,65.6,56.8,60.7,239.8,114.2,125.5,18311.2,8704.4,9606.9,18662.8,8871.5,9791.3
Campana,371,128,559.7,882.3,1994.5,2005.9,2004.9,2003.4,81.6,195.4,181.6,183.4,11.0,61.1,124.8,137.0,32.0,85.6,74.5,70.3,439.4,184.6,254.9,33387.4,14018.9,19368.5,34028.4,14288.1,19740.3
Madryn,333,162,1381.6,1193.0,1990.9,1989.7,1999.7,2001.7,1965.6,3747.4,916.6,821.9,286.0,647.1,369.8,356.9,60.0,392.0,388.9,369.4,1035.0,669.9,365.1,78109.9,50661.8,27448.1,79609.7,51634.5,27975.1
Escobar,276,211,1126.4,1959.6,2005.1,2008.7,2010.8,2010.8,185.1,203.1,178.4,179.1,20.0,48.9,51.5,50.3,6.0,16.6,10.2,9.6,176.6,132.8,43.7,13541.4,10228.9,3312.5,13801.4,10425.3,3376.1
Rosario,260,110,875.7,1398.0,2006.6,2007.5,2008.1,2008.2,213.6,304.5,190.3,194.0,23.0,71.1,70.9,70.7,33.0,92.3,72.0,76.3,250.3,142.3,108.0,19167.5,10896.1,8271.4,19535.5,11105.3,8430.2
Puerto Deseado,257,103,680.5,698.6,1992.5,1991.2,1999.1,2000.6,1611.3,2592.5,941.0,857.2,276.0,521.2,527.2,441.0,44.0,175.9,210.4,218.2,571.7,424.8,147.0,43087.2,32044.5,11042.7,43914.5,32659.8,11254.7
Mar Del Plata,231,118,688.0,818.1,1990.3,1988.4,1994.6,1994.3,1237.2,2913.3,827.2,701.1,206.0,675.1,674.9,547.2,74.0,356.6,370.2,293.1,586.9,395.0,191.9,44176.4,29767.2,14409.2,45024.6,30338.7,14685.9
Comodoro Rivadavia,210,62,3461.0,5625.4,1998.4,1991.1,2004.7,2004.8,1041.2,2699.8,948.2,921.8,105.5,430.4,256.6,214.7,48.0,211.8,86.2,77.2,866.6,600.5,266.0,66424.1,46115.2,20308.9,67699.4,47000.6,20698.9
Ramallo,204,46,196.5,294.7,1990.0,2002.9,1998.3,1999.4,163.5,223.0,164.4,165.4,21.0,78.1,106.1,106.3,3.0,56.4,27.8,28.4,104.0,73.4,30.6,7863.6,5538.5,2325.1,8014.6,5644.8,2369.7
Bahia Blanca,182,119,3001.0,5332.9,2010.5,2010.6,2012.0,2011.9,627.0,688.9,655.3,672.2,87.0,150.4,116.6,117.5,45.0,73.6,43.5,43.1,366.0,305.1,60.9,28170.9,23524.9,4646.0,28711.8,23976.6,4735.2
Puerto Galvan,167,74,1690.8,2784.0,2009.2,2009.1,2010.0,2010.0,643.4,809.3,728.6,724.0,83.0,286.3,152.0,144.4,60.0,90.1,96.6,88.9,422.5,273.0,149.5,32270.4,20943.7,11326.7,32889.9,21345.8,11544.1
Ensenada,165,35,563.1,829.1,2009.5,2007.5,2009.4,2009.5,210.9,550.5,342.0,333.6,55.0,322.8,201.7,170.8,47.0,71.8,70.1,66.4,340.7,209.4,131.3,25825.2,15926.0,9899.2,26321.0,16231.8,10089.3
Puerto Madero,153,50,438.5,486.3,1998.6,1999.0,2003.9,2001.3,260.9,611.3,654.6,601.1,77.0,231.8,208.5,256.7,36.0,259.6,292.5,178.7,310.3,190.7,119.6,23467.9,14468.1,8999.7,23918.4,14745.9,9172.5
Quequen,141,122,2183.4,3933.4,2008.5,2010.0,2011.9,2012.0,476.7,745.2,493.2,491.1,44.0,110.1,73.7,63.9,63.0,104.9,118.5,119.4,287.2,197.4,89.7,22126.4,15188.2,6938.2,22551.2,15479.8,7071.4
San Lorenzo,140,99,519.3,857.1,2006.9,2010.1,2011.8,2011.9,237.9,229.7,208.6,204.1,38.0,106.5,143.2,143.6,31.5,52.7,32.1,31.7,161.7,111.3,50.4,12385.0,8550.9,3834.0,12622.7,8715.1,3907.6
Puerto Alumbrera,130,85,446.4,731.1,2010.4,2008.9,2011.1,2011.2,170.5,222.0,213.8,213.5,28.0,84.4,85.1,84.4,39.5,64.1,70.7,71.1,132.0,72.8,59.2,10118.9,5585.9,4533.0,10313.2,5693.1,4620.0
