Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Uruguay,2533,1545,22310.6,30820.0,2008.0,2009.4,2010.1,2010.6,207.9,314.2,249.7,266.9,33.0,60.8,64.4,67.5,38.0,72.2,62.1,69.1,3928.6,2262.6,1666.1,302143.1,174214.5,127928.7,307944.3,177559.4,130384.9
Brazil,944,544,37914.4,43808.4,2008.3,2009.5,2009.3,2009.5,1032.7,1215.3,1087.7,1133.7,94.0,145.6,124.6,144.6,35.0,61.2,50.5,58.5,4513.5,3999.1,514.4,347653.8,308174.8,39479.0,354328.8,314091.8,40237.0
Peru,607,381,4659.2,7694.9,2008.4,2009.8,2011.0,2011.0,230.8,368.9,358.4,346.7,24.0,51.1,176.3,166.0,23.0,29.2,60.3,59.6,853.5,587.9,265.7,65339.0,45245.0,20094.0,66593.5,46113.7,20479.8
Paraguay,275,31,198.7,240.9,1995.0,1995.2,1990.9,1988.8,314.0,393.9,399.9,428.5,58.0,90.5,102.0,108.5,10.0,12.6,15.7,17.7,141.3,131.4,9.9,10635.4,9891.4,744.0,10839.6,10081.3,758.3
Chile,241,115,10164.2,13281.6,2004.7,2002.4,2011.0,2011.7,1029.0,1853.6,1806.7,2402.0,137.0,245.0,243.3,265.0,21.0,101.6,81.3,87.1,1389.3,1229.1,160.1,107173.1,94859.0,12314.1,109230.8,96680.3,12550.5
Antarctica,207,44,1094.1,238.1,1986.9,1990.0,1990.8,1986.7,676.9,791.7,772.8,821.0,68.0,102.1,118.9,150.9,14.0,28.0,56.5,87.6,487.6,398.5,89.1,37098.0,30323.5,6774.5,37810.3,30905.7,6904.6
South Africa,61,61,8733.5,14353.0,2010.2,2010.2,2010.3,2010.5,4735.7,4715.7,4617.5,4633.2,418.0,425.0,432.3,440.6,67.0,109.1,106.2,102.8,735.7,684.0,51.8,56173.4,52227.2,3946.1,57251.9,53230.0,4021.9
Spain,42,40,3764.0,5588.9,2004.4,2004.6,2008.9,2009.5,5302.9,4873.7,5167.3,5333.9,438.5,451.8,459.6,459.0,91.0,150.2,137.4,137.9,524.8,489.6,35.3,40385.5,37717.0,2668.5,41160.9,38441.2,2719.8
India,39,39,14184.4,26004.2,2010.8,2010.8,2010.9,2010.8,8961.0,9140.0,9143.1,9143.2,854.0,854.6,861.0,860.9,79.0,94.4,95.8,96.1,893.2,870.6,22.6,69182.6,67431.9,1750.7,70510.9,68726.6,1784.3
United States of America,36,34,11328.6,15571.0,2009.4,2008.9,2010.8,2010.8,6635.2,6506.3,6713.9,6734.5,542.0,544.5,571.6,600.2,57.5,77.9,62.7,67.3,1068.8,1021.5,47.3,76514.5,72877.0,3637.5,77983.6,74276.2,3707.3
Singapore,24,24,7889.8,13882.8,2008.9,2008.9,2008.5,2008.6,9615.5,9774.4,9733.7,9720.0,837.0,857.2,861.9,861.8,87.0,120.5,76.6,72.2,590.7,577.7,13.0,45675.1,44684.1,991.1,46552.1,45542.0,1010.1
United Arab Emirates,23,22,8365.4,14356.6,2009.4,2009.5,2010.9,2010.4,8708.0,8235.7,8912.0,8879.2,785.0,764.1,792.2,809.0,86.0,97.1,75.0,77.8,594.7,583.1,11.6,45096.1,44199.9,896.3,45962.0,45048.5,913.5
Falkland Islands (Malvinas),23,13,928.6,84.4,2000.9,1999.2,2003.4,2002.5,602.0,769.4,688.1,705.4,39.0,72.8,60.1,66.5,9.0,11.7,10.2,10.1,228.2,212.0,16.2,17656.7,16406.4,1250.3,17995.8,16721.4,1274.3
China,19,18,4345.2,6769.9,2008.5,2008.1,2010.5,2010.1,11215.9,7961.3,8536.6,8507.9,850.0,690.4,984.7,999.6,80.0,102.4,133.6,126.8,424.7,411.7,13.0,32770.9,31790.9,980.0,33400.1,32401.3,998.8
Netherlands,15,15,2010.9,3119.7,2003.7,2003.7,2008.1,2009.4,6565.0,6660.5,6581.9,6565.9,544.0,556.1,577.4,584.2,99.0,113.9,126.5,131.0,332.5,308.7,23.8,25541.8,23732.1,1809.8,26032.2,24187.7,1844.5
South Georgia and the South Sandwich Islands,11,10,125.7,19.5,1992.5,1992.9,1991.7,1988.5,1234.5,1451.3,1400.1,1383.4,163.0,168.1,171.3,169.7,17.0,13.0,15.4,14.1,53.7,49.4,4.3,4109.5,3781.6,327.9,4188.4,3854.2,334.2
Cameroon,11,11,1213.4,1926.4,2011.4,2011.4,2012.0,2012.0,4806.6,4809.2,4812.9,4814.5,467.0,458.5,469.9,474.3,54.0,90.2,99.0,101.0,117.3,114.3,3.0,9069.6,8841.5,228.1,9243.7,9011.3,232.4
Nigeria,11,11,3560.2,3370.2,2005.7,2005.7,2006.1,2006.6,4770.8,5015.6,5249.8,5171.0,390.0,379.4,372.7,378.2,44.0,52.6,49.7,52.5,508.1,494.7,13.4,31303.8,30269.2,1034.7,31904.8,30850.3,1054.5
Australia,11,11,4082.3,7404.5,2010.4,2010.4,2010.2,2010.0,8395.5,8145.8,7986.2,8008.3,821.0,813.4,818.0,825.7,188.0,178.7,177.4,183.0,349.9,327.4,22.5,27103.8,25361.3,1742.5,27624.2,25848.3,1776.0
Côte d'Ivoire,10,10,1031.8,1712.7,2011.6,2011.6,2011.5,2011.5,4200.9,3793.7,3840.0,3878.4,343.0,348.1,377.9,375.1,61.5,88.2,68.7,69.8,79.1,75.7,3.5,6123.0,5855.6,267.4,6240.6,5968.0,272.5
Ghana,8,8,1163.7,1955.4,2010.8,2010.8,2011.0,2011.0,4407.0,4434.6,4422.7,4435.5,386.5,393.4,393.0,397.7,76.0,74.4,74.4,74.2,97.6,90.9,6.7,7560.4,7037.7,522.7,7705.6,7172.8,532.7
Malaysia,8,8,2856.7,5148.2,2011.6,2011.6,2011.4,2011.2,9257.7,9279.0,9285.1,9286.1,779.5,786.6,784.8,782.5,66.5,74.0,69.5,67.5,191.4,187.5,4.0,14810.2,14506.2,304.0,15094.6,14784.7,309.8
Indonesia,7,7,2212.2,3734.3,2013.0,2013.0,2007.9,2007.0,9685.3,9532.3,9811.1,9873.3,880.0,853.4,974.6,989.3,97.0,187.9,77.8,73.9,152.8,148.2,4.6,11791.1,11442.1,349.0,12017.5,11661.8,355.7
Qatar,7,7,7106.8,5650.1,2010.7,2010.7,2010.7,2010.8,9667.2,9691.7,9676.8,9697.7,682.0,675.6,679.2,679.6,36.0,37.1,37.2,37.5,749.7,739.2,10.4,45395.9,44588.3,807.6,46267.5,45444.4,823.1
Togo,7,7,719.9,1017.2,2008.6,2008.6,2009.6,2009.6,4403.4,4425.6,4412.3,4428.1,375.0,406.9,403.7,402.9,49.0,48.3,49.9,48.9,78.7,75.3,3.4,6086.5,5827.7,258.8,6203.4,5939.5,263.8
Gibraltar,6,6,596.3,816.5,2006.5,2006.5,2008.2,2009.4,5484.9,5508.9,5462.5,5447.4,406.5,418.8,434.1,446.9,193.5,177.7,197.7,203.0,114.9,100.0,14.8,8818.4,7697.5,1120.9,8987.7,7845.3,1142.4
Trinidad and Tobago,6,6,1869.9,1729.4,2011.2,2011.2,2011.9,2012.0,4755.6,5513.3,5392.1,5401.1,413.0,424.8,413.2,417.7,34.5,37.2,46.1,44.5,204.0,197.2,6.8,12978.3,12456.9,521.4,13227.5,12696.1,531.4
Mauritius,5,5,1112.2,1975.2,2012.0,2012.0,2012.1,2012.0,6234.0,6321.3,6326.0,6323.6,566.0,598.8,595.2,595.0,72.0,111.2,106.2,107.2,83.9,81.4,2.6,6502.6,6301.9,200.7,6627.5,6422.9,204.5
Senegal,5,5,430.5,714.1,2005.0,2005.0,2005.3,2005.4,4132.4,4091.0,4062.1,4057.4,356.0,394.6,397.8,395.9,81.0,90.6,92.0,92.6,36.4,35.2,1.2,2815.0,2722.9,92.1,2869.1,2775.2,93.9
Viet Nam,5,5,2261.6,3943.0,2012.6,2012.6,2012.3,2012.0,10634.6,10541.6,10618.6,10676.0,957.0,922.6,947.2,959.2,89.0,86.8,95.0,98.8,135.7,133.1,2.6,10502.2,10304.5,197.7,10703.9,10502.4,201.5
Ecuador,5,5,819.8,1292.4,2010.6,2010.6,2009.8,2009.5,4379.8,4536.0,4462.8,4459.3,424.0,422.2,438.7,455.7,48.0,65.2,73.2,67.6,64.8,60.1,4.7,5015.8,4650.6,365.1,5112.1,4739.9,372.1
"Congo, Democratic Republic of the",4,4,407.8,639.1,2013.5,2013.5,2013.6,2013.6,4647.5,4635.1,4632.2,4631.0,384.0,386.2,384.7,384.4,120.0,114.2,115.7,116.7,38.3,36.3,2.0,2959.4,2808.5,150.9,3016.3,2862.4,153.8
Sri Lanka,4,4,1410.3,2608.2,2013.8,2013.8,2013.7,2013.6,8477.0,8616.4,8587.4,8577.0,709.5,714.5,711.7,710.2,37.0,34.8,34.3,33.7,88.4,87.6,0.8,6847.9,6787.1,60.7,6979.4,6917.4,61.9
Benin,4,4,422.0,725.0,2012.0,2012.0,2012.6,2012.6,4565.1,3702.9,3603.0,3581.8,363.5,399.2,513.1,510.4,61.5,496.2,176.0,179.9,38.3,31.0,7.4,2969.3,2398.1,571.2,3026.3,2444.1,582.2
Morocco,4,4,565.1,946.3,2015.8,2015.8,2015.4,2015.3,5213.0,5214.6,5199.7,5196.6,480.5,513.5,503.9,501.5,119.0,140.5,129.7,126.6,51.9,50.1,1.8,4022.4,3880.4,142.0,4099.7,3954.9,144.7
Namibia,4,4,390.8,644.0,2006.0,2006.0,2006.7,2006.8,4066.4,4051.6,4056.0,4054.8,336.5,338.0,342.2,342.3,58.0,66.5,71.4,71.1,44.6,40.0,4.6,3450.8,3093.0,357.7,3517.0,3152.4,364.6
Panama,4,4,831.0,1450.5,2008.2,2008.2,2008.0,2008.0,5123.1,5072.3,5050.4,5048.4,439.0,435.5,439.4,439.3,50.0,53.2,53.1,53.3,88.7,83.3,5.4,6871.5,6451.6,420.0,7003.4,6575.4,428.0
Cabo Verde,4,4,239.2,363.3,2008.2,2008.2,2010.0,2011.2,3897.1,4000.0,3926.8,3894.5,426.5,422.0,429.2,433.4,47.0,152.2,71.4,69.0,47.7,40.2,7.5,3667.6,3099.4,568.2,3738.0,3159.0,579.1
Bahrain,4,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,86.1,86.1,90.3,90.3,19.5,19.5,22.3,22.3,10.0,10.0,32.1,32.1,0.4,0.2,0.2,33.1,15.2,17.9,33.7,15.5,18.2
Russian Federation,4,4,470.2,596.6,1999.0,1999.0,2001.7,2003.8,7834.8,7902.4,7966.7,8017.1,588.5,579.5,597.9,609.5,126.0,178.5,152.3,141.3,136.2,118.4,17.7,10376.9,9045.1,1331.9,10576.2,9218.7,1357.4
Dominican Republic,4,4,475.9,662.9,2009.0,2009.0,2008.9,2009.4,5202.8,5186.2,5212.5,5193.5,368.0,461.2,453.6,469.8,28.5,32.2,28.9,27.7,69.6,67.2,2.3,5379.0,5202.6,176.3,5482.3,5302.5,179.7
Iran (Islamic Republic of),4,3,502.7,924.3,2003.5,2005.0,2005.2,2005.2,177.9,3180.6,1422.6,1418.3,153.0,323.2,745.4,745.2,49.5,47.0,70.2,70.2,48.6,40.7,7.9,3761.5,3151.5,610.1,3833.8,3212.0,621.8
Equatorial Guinea,3,3,583.6,528.8,2011.3,2011.3,2012.4,2012.2,4690.0,3352.6,5024.1,4995.9,348.0,330.3,352.0,353.9,48.0,52.0,44.6,44.8,71.7,69.2,2.6,4518.3,4322.1,196.2,4605.1,4405.1,199.9
New Zealand,3,3,993.3,1798.5,1997.3,1997.3,2003.9,2005.2,5804.4,5573.3,5771.3,5814.6,540.0,533.7,618.9,634.0,31.0,55.3,74.3,78.1,105.7,91.5,14.2,8183.1,7087.1,1096.1,8340.2,7223.1,1117.1
Gabon,3,3,302.7,467.2,2010.3,2010.3,2010.4,2010.4,4645.3,4685.2,4687.0,4686.4,401.0,410.0,409.6,409.3,48.0,63.0,62.1,62.1,29.2,28.8,0.4,2255.2,2224.1,31.1,2298.5,2266.8,31.7
Kenya,3,3,687.8,1226.8,2007.7,2007.7,2007.4,2007.4,6362.6,7031.6,6997.5,6992.3,611.0,664.3,677.4,676.4,62.0,46.0,46.5,46.7,42.4,41.9,0.5,3281.9,3242.1,39.8,3344.9,3304.4,40.5
Mozambique,3,3,473.6,803.6,2012.7,2012.7,2012.5,2012.5,5330.9,5398.5,5419.3,5426.2,486.0,478.3,482.9,484.2,67.0,103.3,101.1,100.1,38.7,36.4,2.4,2987.1,2809.8,177.3,3044.5,2863.7,180.7
Angola,3,3,271.4,374.4,2012.7,2012.7,2013.1,2013.3,4521.9,4615.7,4638.9,4636.5,493.0,527.3,566.7,586.3,230.0,238.3,278.6,297.2,34.4,31.6,2.8,2655.0,2438.9,216.1,2706.0,2485.7,220.3
Japan,3,1,1.1,1.6,1980.0,1980.0,1980.0,1980.0,124.4,124.4,109.7,109.7,15.0,15.0,20.5,20.5,7.0,7.0,6.5,6.5,0.4,0.4,0.1,32.3,28.5,3.8,33.0,29.1,3.9
Virgin Islands (U.S.),3,3,439.3,723.0,2008.3,2008.3,2008.3,2008.2,4763.6,4909.5,4915.6,4927.2,500.0,508.3,514.0,516.5,64.0,69.7,67.4,66.4,54.9,49.8,5.2,4249.4,3850.4,399.0,4331.0,3924.3,406.7
Denmark,2,2,152.4,165.3,1995.0,1995.0,1995.0,1994.8,7134.7,7134.7,7132.4,7118.2,400.5,400.5,400.4,401.4,62.5,62.5,62.7,59.9,58.0,54.4,3.6,4429.4,4158.7,270.7,4514.4,4238.5,275.9
Portugal,2,2,211.5,312.7,2009.5,2009.5,2009.6,2009.7,5687.8,5687.8,5605.6,5584.9,456.5,456.5,465.2,468.0,121.0,121.0,127.3,129.3,30.4,29.2,1.2,2345.2,2256.8,88.5,2390.3,2300.1,90.2
Mauritania,2,2,152.3,208.7,1993.5,1993.5,1994.9,1996.1,4544.9,4544.9,4608.0,4682.5,940.0,940.0,1107.5,1247.2,177.5,177.5,160.9,147.0,30.1,23.0,7.2,2290.7,1753.0,537.7,2334.7,1786.7,548.0
Germany,2,2,183.6,232.8,1997.5,1997.5,2011.0,2012.3,7148.3,7148.3,7551.4,7595.8,578.0,578.0,568.4,567.5,79.0,79.0,114.8,118.2,36.3,35.0,1.3,2774.9,2675.7,99.2,2828.2,2727.1,101.1
Belgium,2,2,739.2,750.8,2011.5,2011.5,2008.9,2010.0,6549.0,6549.0,6500.8,6521.2,483.0,483.0,428.8,452.3,120.5,120.5,70.6,92.3,110.9,108.9,2.0,6878.5,6722.3,156.2,7010.6,6851.4,159.2
Madagascar,2,2,376.0,560.9,2017.5,2017.5,2017.4,2017.3,6163.7,6163.7,6165.5,6168.0,568.5,568.5,565.6,561.7,91.5,91.5,97.6,105.7,35.5,34.0,1.5,2741.8,2626.6,115.2,2794.4,2677.1,117.4
Finland,2,2,252.8,422.2,2002.0,2002.0,2002.3,2002.2,7963.8,7963.8,7969.2,7968.2,673.5,673.5,684.7,682.6,30.0,30.0,37.7,36.3,42.0,41.9,0.1,3227.0,3217.7,9.3,3288.9,3279.5,9.5
Liberia,2,2,201.0,331.9,2005.0,2005.0,2004.7,2004.1,3988.3,3988.3,3986.7,3984.2,466.5,466.5,465.0,461.6,31.0,31.0,30.2,28.5,20.7,20.4,0.3,1601.1,1578.3,22.8,1631.8,1608.6,23.2
Algeria,2,2,790.5,844.6,2009.0,2009.0,2011.2,2010.0,5852.7,5852.7,5914.8,5878.5,479.0,479.0,459.9,470.6,73.0,73.0,57.2,66.1,73.8,71.7,2.1,4798.7,4637.8,160.9,4890.9,4726.8,164.0
Sierra Leone,2,2,144.1,238.4,2011.5,2011.5,2011.5,2011.5,4119.7,4119.7,4117.7,4117.9,387.0,387.0,387.2,387.1,100.0,100.0,99.7,99.8,12.8,12.4,0.4,986.4,956.9,29.6,1005.4,975.2,30.1
Comoros,2,2,865.0,946.6,2014.0,2014.0,2014.0,2014.0,6183.6,6183.6,6169.0,6178.3,601.0,601.0,516.9,571.4,31.0,31.0,31.5,31.2,73.8,72.3,1.4,4741.8,4629.8,112.0,4832.9,4718.7,114.2
Turkey,2,2,233.0,400.4,2005.5,2005.5,2008.5,2008.6,7191.6,7191.6,6994.2,6987.0,856.5,856.5,615.9,606.5,672.5,672.5,228.3,210.9,36.1,34.2,1.9,2748.4,2604.0,144.4,2801.2,2654.0,147.1
Bangladesh,2,2,618.3,1083.7,2008.5,2008.5,2009.0,2009.0,9532.5,9532.5,9533.0,9533.0,1017.0,1017.0,1035.0,1036.7,74.0,74.0,70.9,70.6,45.3,44.7,0.6,3511.0,3464.0,47.0,3578.5,3530.5,47.9
Lithuania,2,2,438.9,728.2,2004.0,2004.0,2004.0,2004.0,7745.2,7745.2,7741.1,7745.6,658.5,658.5,658.5,658.4,32.5,32.5,32.7,32.3,56.2,54.8,1.4,4334.1,4222.5,111.6,4417.3,4303.6,113.7
Pakistan,2,2,767.3,1447.3,2015.0,2015.0,2015.0,2015.0,9052.2,9052.2,9051.1,9050.4,849.5,849.5,850.1,850.9,57.5,57.5,57.4,57.2,47.1,46.3,0.7,3646.4,3590.3,56.1,3716.4,3659.2,57.2
Colombia,1,1,224.0,409.0,2011.0,2011.0,2011.0,2011.0,5418.1,5418.1,5418.1,5418.1,494.0,494.0,494.0,494.0,33.0,33.0,33.0,33.0,16.3,16.0,0.2,1258.8,1242.8,16.0,1283.0,1266.7,16.3
Italy,1,1,249.5,383.3,2010.0,2010.0,2010.0,2010.0,7425.4,7425.4,7425.4,7425.4,560.0,560.0,560.0,560.0,140.0,140.0,140.0,140.0,22.7,21.6,1.1,1751.9,1671.5,80.4,1785.5,1703.6,81.9
Croatia,1,1,5.9,8.5,2000.0,2000.0,2000.0,2000.0,2866.1,2866.1,2866.1,2866.1,346.0,346.0,346.0,346.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,147.1,146.8,0.2,149.9,149.7,0.2
Cuba,1,1,1.9,2.9,2008.0,2008.0,2008.0,2008.0,221.9,221.9,221.9,221.9,77.0,77.0,77.0,77.0,35.0,35.0,35.0,35.0,1.9,1.4,0.6,146.9,104.1,42.8,149.7,106.1,43.6
Barbados,1,1,576.0,507.6,2011.0,2011.0,2011.0,2011.0,5238.7,5238.7,5238.7,5238.7,299.0,299.0,299.0,299.0,45.0,45.0,45.0,45.0,80.3,78.4,1.8,4772.2,4632.5,139.8,4863.9,4721.4,142.5
Guinea,1,1,108.4,187.2,1999.0,1999.0,1999.0,1999.0,4014.8,4014.8,4014.8,4014.8,1533.0,1533.0,1533.0,1533.0,16.0,16.0,16.0,16.0,8.7,8.6,0.1,672.7,668.0,4.8,685.7,680.8,4.8
Mexico,1,1,179.2,319.5,2005.0,2005.0,2005.0,2005.0,5766.4,5766.4,5766.4,5766.4,645.0,645.0,645.0,645.0,197.0,197.0,197.0,197.0,16.8,16.2,0.6,1301.7,1255.3,46.5,1326.7,1279.4,47.4
Suriname,1,1,42.1,43.0,1992.0,1992.0,1992.0,1992.0,4048.1,4048.1,4048.1,4048.1,225.0,225.0,225.0,225.0,106.0,106.0,106.0,106.0,19.9,16.8,3.1,1520.3,1290.7,229.5,1549.5,1315.5,233.9
Gambia,1,1,56.1,86.1,2004.0,2004.0,2004.0,2004.0,4015.5,4015.5,4015.5,4015.5,346.0,346.0,346.0,346.0,23.0,23.0,23.0,23.0,6.4,6.3,0.0,490.7,487.6,3.2,500.1,496.9,3.2
Georgia,1,1,0.2,0.3,2003.0,2003.0,2003.0,2003.0,61.5,61.5,61.5,61.5,43.0,43.0,43.0,43.0,31.0,31.0,31.0,31.0,0.6,0.3,0.4,48.2,20.8,27.4,49.1,21.2,27.9
Norway,1,1,138.7,220.8,2002.0,2002.0,2002.0,2002.0,6977.2,6977.2,6977.2,6977.2,599.0,599.0,599.0,599.0,107.0,107.0,107.0,107.0,15.6,15.4,0.2,1201.0,1186.3,14.7,1224.1,1209.1,14.9
Malta,1,1,213.3,327.9,2002.0,2002.0,2002.0,2002.0,7078.6,7078.6,7078.6,7078.6,777.0,777.0,777.0,777.0,1.0,1.0,1.0,1.0,26.0,25.9,0.0,2011.5,2009.6,1.9,2050.1,2048.2,1.9
Oman,1,1,194.2,312.7,1998.0,1998.0,1998.0,1998.0,9843.4,9843.4,9843.4,9843.4,1135.0,1135.0,1135.0,1135.0,40.0,40.0,40.0,40.0,15.7,15.6,0.1,1208.5,1201.2,7.3,1231.7,1224.3,7.4
Congo,1,1,165.1,292.5,2017.0,2017.0,2017.0,2017.0,4611.2,4611.2,4611.2,4611.2,390.0,390.0,390.0,390.0,21.0,21.0,21.0,21.0,9.0,8.9,0.1,700.7,689.8,10.9,714.2,703.1,11.1
