Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Dock Sur,830,131,2804.5,4286.4,1989.6,2004.0,2006.2,2006.1,115.6,619.9,552.8,534.6,26.0,159.9,167.0,159.2,19.0,115.4,95.9,88.0,1051.6,688.3,363.4,80147.1,52600.1,27547.0,81685.9,53610.0,28075.9
La Plata,771,462,5778.7,9755.6,2003.8,2009.3,2010.7,2011.0,181.3,398.4,304.4,359.4,23.0,85.3,83.1,84.2,39.0,76.1,70.9,71.6,1052.3,582.4,469.9,80689.9,44823.7,35866.2,82239.1,45684.3,36554.8
Rosario,423,295,2646.8,4560.7,2008.0,2009.8,2009.0,2009.3,210.0,251.1,264.6,266.5,21.0,40.1,63.7,65.1,18.0,38.4,32.1,32.2,404.6,265.6,139.0,31023.2,20491.7,10531.4,31618.8,20885.2,10733.6
Campana,422,171,1133.4,1866.9,1996.4,2007.0,2007.4,2007.0,109.2,212.3,245.0,246.5,15.0,66.9,131.4,135.8,26.0,59.1,67.3,65.5,478.4,255.5,222.9,36560.2,19600.2,16960.0,37262.1,19976.6,17285.6
Zarate,411,115,799.7,1110.2,1985.7,2004.8,2005.5,2004.7,97.2,413.5,174.8,187.5,10.0,90.9,76.8,81.5,13.0,55.6,53.1,56.4,289.8,158.0,131.8,22122.9,12075.4,10047.4,22547.6,12307.3,10240.4
Madryn,287,152,1436.6,1220.1,1991.5,1991.6,2004.2,2004.9,1588.7,2827.9,837.1,757.8,283.0,535.1,423.3,422.7,39.0,242.3,101.4,98.5,770.8,606.0,164.8,58368.7,45940.4,12428.4,59489.4,46822.4,12667.0
Puerto Alumbrera,271,222,1527.6,2633.5,2010.3,2009.9,2010.9,2010.9,240.8,230.5,235.2,237.0,24.0,42.2,47.2,47.2,11.0,27.8,36.0,36.6,225.5,179.2,46.3,17370.8,13826.5,3544.4,17704.4,14091.9,3612.4
Puerto Deseado,256,104,716.3,736.9,1992.9,1992.2,1999.6,2001.6,1364.5,3033.8,923.5,836.2,233.5,621.6,532.6,488.0,42.0,275.5,366.9,291.7,625.3,446.3,179.0,47076.1,33636.5,13439.6,47980.0,34282.3,13697.6
Mar Del Plata,255,135,712.9,700.8,1990.8,1988.2,1998.9,1998.6,1453.8,3295.4,966.5,761.8,232.0,731.7,991.0,757.0,55.0,257.3,252.0,224.0,726.7,531.9,194.9,54673.6,40042.4,14631.2,55723.4,40811.3,14912.1
Resinfor,240,231,2026.2,3589.8,2011.0,2011.0,2011.9,2011.9,240.4,257.0,272.5,274.9,24.0,37.1,50.3,50.7,17.0,35.4,33.4,33.6,238.9,187.2,51.7,18439.7,14476.0,3963.7,18793.8,14754.0,4039.8
