Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
La Plata,1033,893,110469.9,185757.1,2009.8,2009.9,2010.6,2010.7,4232.8,4011.4,3973.7,4078.4,361.0,359.7,504.5,511.5,36.0,79.7,77.6,77.2,11083.9,10483.5,600.5,856268.0,810178.5,46089.4,872708.3,825733.9,46974.4
Puerto Madero,469,142,16604.2,15225.0,2009.2,2007.1,2010.9,2011.5,440.7,1129.9,493.8,498.3,34.0,223.2,163.5,152.9,15.0,49.6,31.0,39.0,2135.9,1898.5,237.4,164364.1,146018.4,18345.7,167519.9,148821.9,18698.0
Dock Sur,413,181,8528.1,11946.2,2006.6,2007.6,2010.7,2010.5,175.9,1012.9,442.9,505.8,35.0,123.9,245.3,281.5,22.0,63.1,56.4,60.2,1069.5,850.2,219.3,82501.8,65636.0,16865.8,84085.8,66896.2,17189.6
Ushuaia,305,61,3612.9,808.6,1992.9,1995.0,1997.0,1998.2,625.6,819.7,856.2,1096.8,66.0,108.0,128.7,162.6,8.0,25.2,15.8,15.1,1213.2,1139.1,74.0,93030.1,87376.0,5654.1,94816.3,89053.6,5762.7
Zarate,288,143,16550.6,8384.5,2005.9,2007.2,2009.0,2009.5,970.6,1588.6,1428.9,1488.3,76.0,142.1,254.3,341.8,19.5,39.9,33.6,44.6,1198.1,1092.9,105.2,92692.9,84592.8,8100.2,94472.6,86216.9,8255.7
Campana,247,129,5310.1,7699.5,2007.7,2009.1,2009.5,2009.5,203.5,2008.6,1422.5,1319.1,25.0,201.7,412.0,411.8,37.0,74.3,111.4,122.1,1009.3,825.2,184.0,77530.1,63580.1,13950.0,79018.7,64800.9,14217.8
Escobar,222,204,40982.1,55047.8,2010.8,2010.9,2011.0,2010.9,4629.5,4117.5,4574.8,4414.2,395.0,361.2,482.9,496.5,16.0,59.2,52.6,54.1,3663.3,3553.1,110.2,257682.5,249213.2,8469.3,262630.0,253998.0,8631.9
Rosario,219,150,13971.7,23044.5,2006.4,2008.5,2011.0,2010.9,1196.6,3266.8,2957.3,3115.6,114.0,297.9,437.6,444.2,17.0,86.3,66.4,64.6,1486.0,1413.9,72.1,114899.0,109386.1,5512.9,117105.0,111486.3,5618.7
Quequen,208,184,37291.6,67454.4,2010.1,2010.5,2011.6,2011.6,4404.3,5016.7,5659.8,5819.6,412.0,483.7,719.3,724.9,22.0,69.2,57.1,56.5,3078.6,3001.5,77.1,238330.5,232416.0,5914.5,242906.4,236878.4,6028.0
Bahia Blanca,200,163,40718.8,71732.7,2011.3,2010.8,2011.6,2011.6,4225.1,5698.5,5601.9,6182.9,348.5,500.6,706.6,730.0,29.0,86.4,77.0,78.4,3426.4,3310.6,115.8,261955.8,253034.0,8921.9,266985.4,257892.2,9093.2
Puerto Galvan,161,133,23095.3,32596.3,2009.1,2009.2,2011.0,2010.7,1738.4,3742.1,4313.5,4362.7,196.0,326.5,540.3,578.0,48.0,72.0,55.5,58.1,2300.1,2193.7,106.4,166929.7,158784.5,8145.2,170134.7,161833.1,8301.6
Puerto Alumbrera,111,95,9127.7,15853.3,2009.7,2010.0,2010.7,2010.7,2654.7,3298.5,3681.9,3762.6,242.0,292.9,483.7,489.5,16.0,84.3,73.5,71.4,931.5,857.1,74.4,72025.1,66295.7,5729.3,73408.0,67568.6,5839.3
Resinfor,107,104,10078.7,17375.5,2010.1,2010.3,2011.3,2011.2,4334.4,3480.7,3347.4,3315.3,373.0,324.9,462.8,461.6,18.0,48.1,42.8,42.4,979.6,931.2,48.4,75762.2,72040.1,3722.1,77216.8,73423.3,3793.6
Madryn,103,58,3844.6,4421.3,2006.5,2006.2,2008.1,2009.8,798.0,1477.0,1091.4,1387.5,78.0,236.4,228.9,309.8,12.0,86.6,79.5,113.2,636.6,586.3,50.3,49121.9,45272.7,3849.2,50065.0,46141.9,3923.1
Ensenada,93,45,2649.1,4196.2,2008.7,2008.8,2009.2,2009.2,258.7,2995.9,2161.2,2201.1,41.0,270.0,497.2,492.9,44.0,56.5,60.3,61.4,425.6,355.3,70.3,32735.1,27405.8,5329.3,33363.6,27932.0,5431.6
San Lorenzo,81,61,3863.8,6401.7,2004.5,2008.9,2010.7,2010.6,713.3,2501.4,2849.2,2871.8,163.0,290.6,466.8,467.4,32.0,77.8,96.9,93.6,463.6,424.3,39.3,35802.6,32799.7,3002.8,36490.0,33429.5,3060.5
Esperanza,74,32,228.8,52.6,1989.2,1988.7,1991.5,1987.8,271.1,381.1,402.6,458.9,37.0,60.2,117.6,154.6,8.0,13.1,19.7,25.9,92.5,81.0,11.6,7055.5,6175.9,879.6,7191.0,6294.5,896.5
San Nicolas,68,59,1602.0,2688.7,2010.4,2010.6,2012.1,2012.2,134.8,961.0,1066.4,1072.0,77.5,182.2,463.6,464.2,57.5,79.9,64.0,62.2,187.3,168.3,19.0,14465.5,13006.7,1458.8,14743.2,13256.4,1486.8
Las Palmas,65,56,3081.9,4695.8,2004.2,2006.6,2011.6,2011.9,797.0,1922.7,2280.6,2257.7,106.0,193.1,362.5,370.5,30.0,74.3,104.1,117.4,330.9,303.0,27.9,25528.3,23390.1,2138.3,26018.5,23839.1,2179.3
Bella Vista,64,24,86.4,93.3,1990.4,1992.2,1984.4,1984.0,516.9,445.4,514.7,517.5,71.5,69.1,76.8,77.1,25.0,49.1,71.7,66.8,50.3,33.9,16.4,3790.8,2561.3,1229.5,3863.6,2610.5,1253.1
Puerto Ingeniero White,58,58,17957.8,33262.5,2009.9,2009.9,2010.5,2010.4,9370.5,7478.1,8011.4,8131.8,803.5,669.4,792.9,796.2,15.0,56.7,48.1,47.8,1373.3,1354.9,18.5,106369.2,104945.2,1424.0,108411.5,106960.2,1451.3
