Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,1781,1317,249623.9,442120.4,2010.4,2010.8,2011.1,2011.1,4560.7,4675.5,4593.0,4667.5,389.0,422.1,603.8,610.5,24.0,76.7,71.0,69.7,21476.2,20864.4,611.8,1662506.9,1615446.4,47060.6,1694427.1,1646462.9,47964.1
Chemical tanker,835,354,36022.3,59653.4,2009.2,2010.0,2010.6,2010.7,543.6,2868.8,2323.1,2362.8,84.0,258.8,451.4,453.1,39.0,58.3,65.5,65.6,5465.7,4661.8,803.9,421908.2,360334.3,61573.8,430008.8,367252.8,62756.0
Container,750,153,21243.3,24748.2,2008.9,2010.4,2011.3,2011.2,447.4,700.3,452.8,462.4,38.5,55.9,100.4,105.7,17.0,19.2,21.9,22.0,2228.5,1955.4,273.1,172326.0,151283.6,21042.3,175634.6,154188.3,21446.3
General cargo,423,194,8319.6,12173.7,1999.1,2007.5,2009.6,2009.7,791.3,2073.4,1722.1,1753.9,98.0,208.4,369.6,376.0,34.0,69.6,69.8,70.2,1287.9,1186.6,101.4,98913.6,91299.1,7614.5,100812.8,93052.1,7760.7
Cruise,376,53,7674.9,884.4,1994.7,1997.8,2003.0,2000.1,590.2,646.4,606.1,644.4,47.0,50.1,77.5,87.9,8.0,7.7,9.6,9.6,2113.7,1949.9,163.8,162902.7,150287.1,12615.7,166030.5,153172.6,12857.9
Service - tug,281,34,66.2,55.3,2003.0,1998.9,2006.5,2006.0,240.2,1005.5,361.0,354.0,51.0,535.1,670.7,519.6,28.0,89.9,100.8,100.0,139.9,114.5,25.4,10505.4,8601.6,1903.8,10707.1,8766.7,1940.4
Oil tanker,191,86,17749.7,31909.4,2005.7,2007.7,2008.2,2008.2,763.1,3799.4,3264.6,3365.5,119.0,365.5,627.9,639.4,32.0,106.6,114.2,111.4,1992.2,1694.2,298.0,153830.2,130963.8,22866.3,156783.7,133478.3,23305.4
Vehicle,173,68,16126.9,5023.2,2008.0,2008.3,2009.2,2009.0,1122.5,1846.8,1688.6,1678.4,86.0,131.1,223.8,224.9,13.0,23.5,27.6,27.5,920.0,881.8,38.2,71259.3,68303.8,2955.5,72627.5,69615.2,3012.3
Liquefied gas tanker,108,72,33657.3,28984.8,2010.3,2010.5,2010.9,2010.8,4472.0,4620.1,4951.9,4818.1,311.0,363.7,434.5,432.7,34.0,59.8,44.9,46.4,3405.9,3274.6,131.3,217929.0,207897.4,10031.6,222113.2,211889.0,10224.2
Service - other,84,28,433.4,340.6,1991.5,1997.5,1995.2,1995.2,443.1,1589.4,1246.7,1356.0,69.5,353.8,712.9,864.5,13.0,69.4,318.0,414.3,140.4,126.1,14.2,10606.3,9532.4,1073.9,10810.0,9715.4,1094.6
Ro-Ro,83,15,510.5,248.8,2000.7,1999.2,2000.9,2000.5,192.9,178.6,257.2,257.2,21.0,26.1,53.1,53.1,22.0,81.5,44.2,45.7,97.9,56.4,41.5,7472.7,4333.1,3139.6,7616.2,4416.3,3199.9
Ferry-pax only,45,5,277.5,69.5,2003.8,1990.6,1991.7,1987.2,610.2,983.4,1268.7,1721.6,103.0,99.5,357.1,416.9,8.0,46.1,78.8,58.4,120.4,114.7,5.7,9183.2,8755.2,428.0,9359.5,8923.3,436.2
Miscellaneous - fishing,30,21,226.9,135.2,1984.9,1984.9,1991.3,1991.2,678.5,3902.7,3480.7,2766.6,166.5,1014.6,1120.7,1262.7,30.5,346.3,1526.4,1520.7,95.5,61.2,34.3,7168.0,4591.6,2576.4,7305.6,4679.7,2625.9
Refrigerated bulk,23,18,1561.2,1643.4,1994.1,1994.6,1994.2,1993.9,6385.9,5742.6,5767.8,5775.2,393.0,396.1,406.0,407.6,55.0,62.9,59.8,59.3,588.2,549.8,38.4,44906.3,42022.6,2883.7,45768.5,42829.5,2939.1
Offshore,23,11,653.7,546.2,1981.9,1990.9,2009.3,2009.2,193.0,1614.3,2551.4,2514.2,39.0,202.6,323.5,312.8,29.0,80.0,151.9,148.4,80.3,76.3,4.0,5498.0,5197.4,300.6,5603.6,5297.2,306.4
Ferry-RoPax,15,4,273.7,16.6,2004.9,2004.0,2001.1,2003.0,596.4,7541.8,1436.3,1127.2,44.0,1477.1,2387.0,1630.6,8.0,5.4,4.7,5.3,119.3,117.7,1.6,8386.5,8262.8,123.8,8547.6,8421.4,126.2
Yacht,6,1,0.9,0.9,1911.0,1911.0,1911.0,1911.0,613.3,613.3,487.3,487.3,105.0,105.0,113.5,113.5,17.5,17.5,17.3,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - other,5,1,19.4,5.2,1989.0,1989.0,1989.0,1989.0,594.1,594.1,603.0,603.0,62.0,62.0,92.7,92.7,11.0,11.0,17.4,17.4,7.3,7.0,0.3,544.8,524.0,20.8,555.3,534.0,21.2
Other liquids tankers,2,2,261.9,369.4,2015.0,2015.0,2015.4,2015.4,4711.1,4711.1,4690.5,4711.1,419.5,419.5,458.3,459.3,61.0,61.0,80.7,81.2,25.7,23.6,2.2,1985.9,1821.9,164.0,2024.0,1856.9,167.2
