Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,327,71,11369.4,1111.8,1999.8,2002.9,2003.4,2002.3,138.3,468.2,388.8,386.1,14.0,33.0,48.7,49.1,9.0,11.6,10.1,11.4,2569.7,2179.1,390.6,198718.0,168611.1,30106.9,202533.4,171848.5,30684.9
Oil tanker,291,182,26745.6,50805.3,2007.4,2007.6,2010.5,2010.6,415.3,1381.7,1788.8,1834.5,83.0,200.7,897.4,913.1,33.0,79.8,85.4,84.5,2579.1,2125.0,454.1,199200.8,164090.7,35110.1,203025.5,167241.3,35784.2
Container,164,28,1543.6,1915.8,2006.5,2006.9,2008.0,2007.9,334.4,517.4,638.0,643.6,32.5,43.1,77.8,78.1,16.0,13.1,21.0,21.0,333.6,296.4,37.2,25635.5,22831.4,2804.1,26127.7,23269.8,2857.9
General cargo,90,36,580.7,851.3,1996.9,2001.8,1998.8,1998.5,120.3,745.4,887.9,904.9,29.0,104.6,219.5,212.4,20.5,79.8,181.3,192.6,118.4,95.0,23.4,9044.8,7288.0,1756.8,9218.5,7427.9,1790.6
Chemical tanker,60,36,678.6,1118.7,2004.0,2005.4,2007.1,2007.2,297.1,893.3,714.1,717.5,32.5,131.0,186.3,185.4,40.5,128.6,94.0,91.4,186.0,119.0,67.0,14280.0,9140.0,5140.0,14554.2,9315.5,5238.7
Bulk carrier,55,35,2364.5,4171.6,2005.4,2008.0,2007.1,2006.6,663.3,1617.7,2038.4,2173.4,104.0,225.6,527.4,560.8,62.0,353.0,257.2,229.7,268.2,223.4,44.8,20675.6,17249.1,3426.6,21072.6,17580.2,3492.4
Vehicle,43,25,2194.2,764.9,2006.2,2006.4,2005.2,2004.9,541.1,1005.6,1144.2,1210.5,48.0,80.4,292.9,305.9,5.0,7.1,7.2,7.3,144.3,140.9,3.4,11171.8,10912.8,259.0,11386.3,11122.3,264.0
Offshore,36,20,442.9,480.0,1991.0,1996.3,2008.3,2008.2,493.6,3211.4,3692.7,3544.9,140.5,923.8,932.4,1088.8,60.5,430.8,543.4,454.8,207.0,178.8,28.2,15582.4,13463.0,2119.4,15881.6,13721.5,2160.1
Refrigerated bulk,33,10,130.9,141.3,1994.5,1995.2,1993.5,1993.6,181.9,222.5,314.5,311.8,33.0,26.4,36.7,36.5,4.0,16.6,10.6,10.7,64.7,52.4,12.3,4918.8,3995.5,923.3,5013.2,4072.2,941.0
Liquefied gas tanker,24,14,479.4,564.2,2006.4,2008.4,2005.3,2005.2,676.3,1271.4,1258.6,1280.3,71.0,165.7,376.4,386.1,16.5,90.9,169.0,170.2,95.8,81.9,13.9,7364.0,6308.0,1056.0,7505.4,6429.1,1076.2
Service - tug,11,6,2.6,2.0,2007.4,2008.5,2008.2,2007.9,160.0,279.2,317.5,312.8,27.0,120.0,63.3,41.9,56.0,277.3,699.8,719.4,3.3,1.8,1.5,246.0,134.6,111.4,250.7,137.2,113.6
Service - other,4,3,2.2,1.9,2002.5,2000.0,2002.8,2006.7,250.0,1326.2,330.2,257.3,50.0,98.3,106.3,74.6,79.0,215.7,244.7,170.1,2.9,1.4,1.5,214.7,105.7,109.1,218.9,107.7,111.2
Ferry-RoPax,1,1,0.3,0.1,1974.0,1974.0,1974.0,1974.0,324.6,324.6,324.6,324.6,115.0,115.0,115.0,115.0,15.0,15.0,15.0,15.0,0.4,0.3,0.1,29.3,24.4,4.9,29.9,24.9,5.0
Ro-Ro,1,1,3.4,2.0,2010.0,2010.0,2010.0,2010.0,975.8,975.8,975.8,975.8,468.0,468.0,468.0,468.0,111.0,111.0,111.0,111.0,3.7,2.8,0.9,279.8,209.4,70.4,285.2,213.4,71.7
