Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,329,71,16658.5,1521.9,1999.7,2002.9,2005.0,2004.3,433.2,482.1,567.4,525.4,35.0,34.5,54.2,54.2,9.0,9.9,9.8,11.6,3234.5,2896.3,338.2,250081.1,224180.5,25900.6,254882.6,228484.8,26397.9
Oil tanker,294,184,47378.7,90183.5,2007.4,2007.6,2009.9,2009.9,604.0,2515.2,3129.9,3215.2,118.5,309.0,867.0,874.7,45.0,88.0,66.2,66.1,4189.1,3345.4,843.7,323422.5,258638.4,64784.1,329632.2,263604.3,66027.9
Container,165,28,1076.5,1317.9,2006.5,2006.9,2007.4,2007.3,209.7,517.8,438.8,436.2,19.0,44.8,95.4,97.0,30.0,42.4,33.7,33.8,281.0,215.3,65.7,21526.8,16574.0,4952.8,21940.2,16892.3,5047.9
General cargo,92,37,423.5,593.2,1996.9,2001.6,2002.4,2001.9,209.3,589.9,638.0,621.8,36.0,132.3,191.7,195.2,33.0,123.8,143.4,153.3,109.1,75.8,33.3,8310.3,5804.9,2505.5,8469.9,5916.3,2553.6
Chemical tanker,60,38,577.1,945.7,2005.2,2005.7,2007.0,2007.0,210.9,803.5,579.9,578.2,40.0,182.9,180.6,180.6,40.5,113.5,70.2,70.6,221.7,129.8,91.9,17022.2,9964.6,7057.6,17349.0,10155.9,7193.1
Bulk carrier,53,33,3409.3,6118.0,2005.3,2008.1,2011.7,2011.8,327.9,2133.9,3076.1,3329.8,35.0,497.9,1210.4,1218.2,47.0,336.4,149.1,147.7,340.1,299.1,41.1,26264.5,23125.4,3139.1,26768.7,23569.4,3199.4
Vehicle,43,25,233.2,76.7,2006.2,2006.4,2005.2,2005.1,83.6,123.0,121.6,121.4,9.0,13.7,21.2,21.0,9.0,10.1,10.5,10.5,18.7,14.1,4.6,1447.2,1092.9,354.3,1475.0,1113.9,361.1
Offshore,35,21,198.8,221.6,1991.9,1997.6,2010.9,2010.2,633.9,1283.9,1110.5,1146.3,215.0,811.9,1370.4,1261.9,118.0,379.6,312.0,317.8,137.4,102.4,35.0,10332.1,7701.6,2630.5,10530.4,7849.5,2681.0
Refrigerated bulk,33,10,210.7,229.2,1994.5,1995.2,1994.2,1994.3,556.9,442.6,506.4,505.6,33.0,30.2,100.2,99.2,36.0,27.7,45.8,45.5,108.7,74.0,34.7,8258.8,5650.3,2608.5,8417.4,5758.8,2658.6
Liquefied gas tanker,25,14,546.6,621.4,2006.8,2008.4,2011.1,2011.0,763.8,1304.0,1272.8,1254.5,116.0,163.2,300.6,299.9,38.0,75.0,74.3,73.9,100.5,78.4,22.1,7694.6,6022.5,1672.1,7842.4,6138.2,1704.2
Service - tug,11,6,5.1,3.6,2006.9,2007.7,2007.9,2007.5,387.6,1050.1,619.2,551.6,77.0,1241.2,1679.8,877.4,56.0,102.0,85.5,90.6,11.3,10.6,0.7,851.1,800.5,50.6,867.4,815.8,51.6
Service - other,3,2,5.9,7.1,2003.7,2000.5,2007.0,2009.2,637.5,791.2,902.6,978.7,135.0,212.8,326.9,352.6,46.0,204.0,456.2,517.4,4.2,2.8,1.4,313.5,207.1,106.4,319.5,211.1,108.4
Ferry-RoPax,1,1,0.0,0.0,1974.0,1974.0,1974.0,1974.0,55.5,55.5,55.5,55.5,8.0,8.0,8.0,8.0,163.0,163.0,163.0,163.0,0.7,0.0,0.7,54.9,1.6,53.3,56.0,1.6,54.4
Ro-Ro,1,1,0.2,0.1,2010.0,2010.0,2010.0,2010.0,67.3,67.3,67.3,67.3,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,0.2,0.2,0.0,13.6,11.6,2.0,13.9,11.9,2.0
