Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,1758,620,20968.2,24563.5,1998.8,2001.5,2005.9,2006.0,562.0,688.5,682.5,664.6,65.0,123.1,92.6,101.4,25.0,53.8,46.2,44.2,3353.9,2728.0,625.9,257985.5,210154.0,47831.5,262938.8,214189.0,48749.8
Cyprus,703,121,2045.4,2064.1,1998.5,1997.6,1996.1,1997.7,180.9,493.7,277.7,305.2,20.0,119.9,147.5,179.6,20.0,57.8,35.9,43.2,657.0,419.7,237.3,50048.1,32097.9,17950.1,51009.0,32714.2,18294.8
Egypt,515,219,5262.9,5427.3,2003.9,2003.4,2005.5,2005.8,315.4,407.0,386.4,386.8,30.0,75.4,54.2,61.6,30.0,66.9,40.8,47.3,1033.3,745.0,288.3,79586.8,57489.7,22097.1,81114.8,58593.5,22521.3
Greece,463,223,6829.8,7574.2,1998.5,2000.0,2005.4,2005.6,697.9,820.5,762.0,788.4,75.0,188.2,116.1,137.9,20.0,36.2,32.7,38.5,1056.5,901.8,154.7,81298.4,69420.2,11878.2,82859.3,70753.1,12106.2
Italy,187,107,11861.5,11975.1,2004.6,2004.8,2008.1,2008.7,1408.0,1526.6,1417.7,1433.0,124.0,168.2,141.5,147.4,20.0,47.5,40.4,48.1,1425.5,1345.2,80.3,110184.0,104011.1,6172.9,112299.5,106008.1,6291.4
Spain,165,85,16128.3,19137.0,2005.5,2006.2,2005.3,2005.7,1809.0,2071.8,1810.1,1815.1,131.0,207.9,137.0,141.4,23.0,53.2,34.1,33.9,1868.4,1786.7,81.7,143903.3,137608.3,6295.0,146666.3,140250.4,6415.8
Slovenia,106,27,3731.5,3520.8,2002.4,2003.7,2005.9,2006.6,1348.0,1380.0,1370.4,1372.3,98.0,108.6,95.5,96.4,13.0,36.8,36.2,38.7,567.2,540.3,26.9,43736.9,41691.5,2045.4,44576.6,42492.0,2084.7
Gibraltar,74,60,8224.6,13982.1,2010.4,2010.4,2010.3,2010.5,2055.9,2080.5,2081.8,2068.8,189.0,266.6,244.8,251.8,12.0,12.8,12.7,14.0,616.9,610.3,6.7,45250.3,44734.7,515.7,46119.2,45593.6,525.6
France,64,18,1376.3,1788.6,2005.3,2005.3,2005.0,2005.1,1610.2,1874.8,1675.6,1698.7,115.0,177.6,149.9,157.7,11.0,32.5,24.9,29.0,277.1,268.4,8.8,21371.1,20706.6,664.4,21781.4,21104.2,677.2
Malta,50,38,1614.2,2134.7,2004.8,2005.7,2008.5,2008.5,1053.0,1196.7,1217.9,1226.6,111.0,172.7,169.7,190.2,11.0,22.2,30.9,33.7,198.1,184.9,13.2,14777.9,13761.2,1016.7,15061.7,14025.4,1036.3
India,47,39,3908.4,6075.0,2007.4,2008.0,2008.7,2008.6,3202.5,3366.2,3404.0,3360.9,288.0,301.8,304.5,310.0,33.0,56.9,57.3,61.5,470.2,446.9,23.3,36368.4,34572.3,1796.1,37066.7,35236.1,1830.6
Malaysia,47,29,11106.1,12235.9,2006.9,2006.8,2006.8,2006.9,5114.8,5052.9,5094.1,5095.1,369.0,352.6,364.7,369.9,12.0,16.0,13.5,13.7,1222.0,1211.6,10.4,94640.6,93839.0,801.5,96457.7,95640.7,816.9
Singapore,36,26,6678.2,5867.7,2003.6,2005.1,2002.5,2005.2,5000.2,5070.0,5061.3,5102.0,419.5,441.8,393.2,441.6,8.5,11.5,10.4,11.5,496.1,493.8,2.3,38402.3,38226.6,175.7,39139.6,38960.6,179.1
United Kingdom of Great Britain and Northern Ireland,33,15,4515.5,5099.2,2005.9,2005.5,2006.7,2006.7,3535.4,3408.7,3476.6,3452.9,290.0,300.3,279.3,280.8,28.0,35.2,34.7,35.4,997.5,980.9,16.6,76943.4,75693.6,1249.7,78420.7,77146.9,1273.7
Portugal,33,17,446.0,576.2,1993.0,2000.4,1999.2,1999.8,2347.6,2401.1,2366.8,2367.9,263.0,246.4,244.8,251.2,57.0,71.9,78.3,76.7,108.4,102.5,5.8,8283.8,7846.6,437.2,8442.9,7997.3,445.6
Saudi Arabia,28,17,1292.5,2194.0,2003.2,2006.6,2001.7,2000.7,708.1,736.0,801.5,823.0,150.0,133.8,247.7,267.1,22.5,24.7,25.5,25.2,143.4,108.8,34.6,11104.6,8421.8,2682.9,11317.8,8583.5,2734.4
Jordan,27,26,273.6,261.1,2007.3,2008.0,2009.3,2008.9,190.8,284.7,281.1,223.3,54.0,60.1,67.1,78.0,27.0,43.8,28.0,32.6,49.3,35.4,13.9,3802.4,2735.0,1067.4,3875.4,2787.5,1087.8
Croatia,25,7,133.8,174.8,1977.5,1983.3,1982.2,1984.5,1315.5,1226.8,1221.7,1208.7,144.0,157.9,177.9,189.3,51.0,62.8,66.0,70.3,28.2,24.4,3.7,2125.3,1846.0,279.3,2166.1,1881.5,284.6
Netherlands,23,20,1247.3,1824.7,2006.5,2007.0,2007.2,2007.4,3469.2,3454.3,3464.9,3459.8,322.0,362.0,366.7,371.7,28.0,94.5,240.4,115.4,196.6,187.3,9.2,15096.4,14400.5,695.9,15386.2,14676.9,709.3
Ukraine,18,18,399.8,644.9,2007.9,2007.9,2009.8,2009.8,1283.3,1287.8,1295.4,1296.6,132.5,185.2,189.5,187.7,42.0,68.0,92.3,94.6,50.9,44.2,6.6,3919.2,3411.8,507.4,3994.4,3477.3,517.1
Djibouti,16,14,509.2,751.4,2007.4,2007.1,2008.4,2008.1,1231.2,1265.1,1283.7,1281.2,108.5,133.1,138.1,142.8,11.5,27.1,31.2,33.6,61.8,60.0,1.7,4779.0,4645.3,133.7,4870.7,4734.5,136.2
Russian Federation,15,13,810.8,1339.6,2002.2,2002.0,2008.2,2009.1,1473.3,1631.6,2225.2,2399.6,225.0,283.6,341.7,356.5,80.0,151.4,172.3,183.4,90.5,78.3,12.2,6948.4,6007.8,940.6,7081.8,6123.1,958.6
Sri Lanka,10,10,1436.0,1934.8,2006.1,2006.1,2005.6,2005.8,3707.5,3643.0,3674.7,3656.5,290.5,304.0,287.4,292.1,12.5,23.8,15.9,16.7,144.0,142.3,1.7,11149.5,11020.0,129.4,11363.5,11231.6,131.9
United States of America,9,9,2366.0,3740.1,2007.6,2007.6,2009.8,2010.2,6833.7,6667.8,6562.9,6656.1,915.0,772.4,742.8,786.2,99.0,101.3,75.6,79.8,230.9,225.1,5.9,17807.3,17367.3,440.0,18149.2,17700.8,448.4
Brazil,8,8,1168.1,1985.0,2009.2,2009.2,2008.1,2007.8,5329.2,5505.8,5507.7,5499.1,609.5,627.4,657.3,658.6,41.5,54.5,60.0,59.5,106.4,104.2,2.2,8232.3,8064.7,167.6,8390.4,8219.5,170.9
Lebanon,7,2,18.9,8.9,1989.4,1993.0,1992.2,1994.7,146.6,220.1,172.2,213.2,9.0,16.0,14.7,18.6,12.0,14.0,24.2,20.7,4.2,2.3,1.9,322.9,176.8,146.1,329.1,180.2,148.9
United Arab Emirates,5,5,1024.6,1466.2,2010.2,2010.2,2010.3,2011.9,3109.7,3138.3,3234.2,3221.7,451.0,430.8,510.8,485.6,38.0,201.0,296.2,198.8,68.6,64.0,4.6,5301.3,4953.8,347.6,5403.1,5048.9,354.2
Indonesia,5,5,781.1,738.0,1995.8,1995.8,1996.1,1999.3,4941.9,4382.7,5299.8,5143.8,418.0,410.4,528.6,478.1,13.0,20.6,18.7,25.2,49.7,47.9,1.8,3849.7,3707.9,141.8,3923.7,3779.1,144.6
Tunisia,5,5,93.2,138.1,2008.6,2008.6,2008.6,2008.7,1297.8,1104.7,873.4,949.7,107.0,186.6,170.2,178.8,13.0,49.4,62.6,64.9,16.0,14.8,1.2,1231.2,1142.1,89.1,1254.9,1164.0,90.8
Bulgaria,5,5,70.3,115.9,1997.2,1997.2,2008.0,2007.9,1060.5,1180.2,1086.0,1089.1,185.0,183.8,150.3,149.4,169.0,169.2,220.6,218.4,9.7,7.5,2.3,749.0,574.4,174.5,763.4,585.5,177.9
Romania,5,5,65.6,100.9,1994.0,1994.0,2003.9,2006.1,1095.8,1197.5,1117.3,1105.0,246.0,237.0,281.0,286.2,43.0,82.0,142.8,153.2,10.2,9.1,1.1,784.6,698.8,85.8,799.7,712.2,87.5
Syrian Arab Republic,4,4,2.7,4.6,1989.0,1989.0,1986.1,1986.1,233.7,231.6,234.6,234.4,162.5,170.2,183.5,179.6,4.0,4.5,4.7,4.9,1.9,1.9,0.0,144.3,141.2,3.1,147.1,144.0,3.1
Japan,4,4,921.9,342.3,2006.5,2006.5,2007.2,2004.6,7810.2,6076.0,7404.1,6314.5,502.5,400.2,520.2,512.9,25.5,25.2,22.3,27.6,74.7,72.9,1.9,5754.7,5612.1,142.7,5865.2,5719.8,145.4
"Korea, Republic of",3,3,491.5,193.3,2005.3,2005.3,2008.9,2008.5,910.8,3140.8,7214.7,4829.0,95.0,224.3,480.0,459.4,40.0,56.3,39.7,38.9,30.1,27.7,2.5,2332.9,2140.1,192.8,2377.7,2181.2,196.5
Oman,3,3,236.8,113.0,2009.3,2009.3,2008.5,2010.5,2004.0,2200.4,2107.6,2518.7,129.0,184.7,167.4,285.7,10.0,14.7,13.3,23.9,44.2,42.6,1.6,3426.8,3303.1,123.7,3492.6,3366.5,126.1
Viet Nam,3,3,745.6,961.4,2009.0,2009.0,2008.2,2008.4,5782.7,5824.5,5890.8,5874.7,420.0,413.0,395.6,400.0,63.0,116.7,74.5,84.4,93.7,91.9,1.8,7256.3,7119.3,137.0,7395.6,7256.0,139.6
China,3,3,348.7,103.1,2004.0,2004.0,2007.8,2006.7,1447.3,2923.7,3980.6,1677.2,201.0,231.3,470.0,434.1,26.0,125.7,325.8,291.7,28.7,25.5,3.2,2218.1,1972.8,245.4,2260.7,2010.6,250.1
Denmark,3,3,355.0,598.0,2011.7,2011.7,2012.8,2012.7,4289.7,4199.7,4275.2,4313.5,431.0,443.3,400.9,406.3,4.0,3.7,3.3,3.3,38.0,38.0,0.1,2920.6,2916.8,3.9,2976.7,2972.8,3.9
Thailand,3,3,669.7,312.0,2003.0,2003.0,2002.7,2003.4,5780.4,5791.8,5785.6,5788.2,390.0,401.7,367.9,402.8,16.0,28.0,16.3,29.2,47.7,47.4,0.4,3693.1,3666.2,27.0,3764.0,3736.6,27.5
Belgium,2,2,169.2,256.6,2010.5,2010.5,2010.5,2010.5,3429.5,3429.5,3430.2,3430.7,296.0,296.0,296.5,296.9,182.0,182.0,183.4,184.3,25.5,19.6,5.8,1951.5,1514.3,437.2,1989.0,1543.4,445.6
Australia,2,1,126.1,76.6,2010.0,2010.0,2010.0,2010.0,4843.7,4843.7,4843.7,4843.7,354.0,354.0,390.5,390.5,56.0,56.0,50.3,50.3,26.4,26.0,0.4,2039.7,2013.2,26.6,2078.9,2051.8,27.1
Panama,2,2,11.7,18.2,1993.5,1993.5,1992.4,1992.3,3178.5,3178.5,471.6,481.0,429.0,429.0,489.9,497.5,35.5,35.5,35.1,35.1,2.9,2.2,0.7,220.8,163.5,57.3,225.1,166.7,58.4
Algeria,2,2,11.3,13.4,1986.5,1986.5,1985.5,1987.6,1868.7,1868.7,1833.9,1875.6,227.0,227.0,220.1,234.4,7.0,7.0,7.1,6.9,3.2,3.2,0.1,244.4,240.3,4.1,249.1,244.9,4.1
