Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,659,112,2030.1,2290.2,2003.5,2004.2,2004.2,2004.5,86.9,106.6,102.3,103.1,8.0,15.9,21.3,21.6,26.0,32.1,35.4,35.3,624.7,300.0,324.8,47945.0,23112.9,24832.1,48865.5,23556.7,25308.8
General cargo,79,40,91.5,130.9,2000.0,1994.8,2001.5,2000.8,102.7,176.5,215.3,218.3,17.0,64.3,117.3,120.2,58.0,102.7,75.9,78.8,45.2,27.6,17.6,3429.2,2108.4,1320.8,3495.1,2148.9,1346.2
Offshore,45,10,147.6,109.0,2008.2,1998.0,2005.9,2006.0,188.3,649.8,476.1,434.2,121.0,518.2,1240.9,1094.3,66.0,64.5,89.8,104.7,99.5,77.1,22.4,7479.9,5796.3,1683.6,7623.5,5907.6,1715.9
Chemical tanker,39,20,71.2,111.3,2005.4,2005.8,2005.6,2005.6,108.2,193.5,199.6,198.2,20.0,51.0,197.8,186.7,49.0,70.7,107.2,104.1,120.5,63.9,56.6,9107.6,4835.0,4272.7,9282.5,4927.8,4354.7
Bulk carrier,33,26,620.0,1205.6,2010.9,2011.3,2007.8,2007.7,132.7,185.5,351.1,366.1,107.0,154.3,314.2,318.6,79.0,105.9,128.2,128.6,70.0,54.2,15.7,5413.3,4198.5,1214.8,5517.2,4279.1,1238.1
Vehicle,23,5,82.7,33.2,1998.7,1999.0,1998.6,1997.6,81.4,82.1,96.9,98.6,8.0,8.1,10.1,10.5,15.0,14.2,16.2,15.9,8.7,4.9,3.8,671.3,378.1,293.2,684.2,385.3,298.9
Cruise,16,13,143.0,15.5,2006.2,2004.8,2010.6,2010.5,88.1,150.0,154.6,156.8,10.0,16.0,34.1,34.7,12.0,14.0,14.1,14.7,42.7,25.1,17.6,3305.5,1944.3,1361.2,3369.0,1981.6,1387.4
Service - other,11,4,15.8,22.7,1996.5,1994.2,2001.5,2002.5,351.2,333.3,452.6,472.3,156.0,144.5,247.2,242.8,16.0,75.4,66.8,61.5,7.3,6.1,1.2,550.6,461.0,89.6,561.2,469.8,91.4
Ro-Ro,5,1,134.2,110.0,1999.0,1999.0,1999.0,1999.0,1237.8,1237.8,3043.8,3043.8,83.0,83.0,894.1,894.1,65.0,65.0,132.2,132.2,44.1,24.7,19.4,3415.0,1913.2,1501.8,3480.6,1949.9,1530.7
Oil tanker,3,1,6.9,10.8,2004.0,2004.0,2004.0,2004.0,90.3,90.3,90.1,90.1,9.0,9.0,8.7,8.7,62.0,62.0,84.5,84.5,11.3,0.8,10.5,876.2,65.7,810.6,893.1,66.9,826.1
Service - tug,3,1,0.3,0.2,2016.0,2016.0,2016.0,2016.0,200.2,200.2,245.9,245.9,405.0,405.0,743.5,743.5,26.0,26.0,33.9,33.9,1.7,1.6,0.1,127.9,118.2,9.7,130.3,120.4,9.9
Miscellaneous - fishing,2,1,0.2,0.1,1968.0,1968.0,1968.0,1968.0,150.4,150.4,150.4,150.4,48.0,48.0,45.7,45.7,19.5,19.5,22.0,22.0,0.3,0.2,0.1,20.0,14.1,5.8,20.4,14.4,6.0
Liquefied gas tanker,1,1,10.3,10.3,2009.0,2009.0,2009.0,2009.0,611.7,611.7,611.7,611.7,96.0,96.0,96.0,96.0,11.0,11.0,11.0,11.0,2.4,2.4,0.1,188.2,184.4,3.8,191.8,187.9,3.9
