Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Haifa,2414,685,55663.3,64362.2,1999.7,2001.6,2005.5,2005.6,611.2,929.8,1167.6,1192.7,69.0,156.8,181.0,187.3,22.0,51.2,38.6,37.5,8473.2,7609.8,863.4,653170.0,587309.2,65860.8,665710.9,598585.5,67125.4
Ashdod,1668,568,32894.0,38131.1,2000.5,2002.9,2006.8,2007.2,640.9,1164.1,920.2,1003.3,71.5,167.7,178.8,217.5,23.0,53.6,42.1,44.8,4673.9,4128.7,545.2,360141.1,318484.3,41656.8,367055.8,324599.2,42456.6
Eilat,257,189,21627.2,20826.1,2005.0,2006.2,2005.6,2006.9,1429.4,2131.9,2398.2,2020.0,206.0,213.8,344.3,354.4,21.0,49.6,37.4,46.4,2022.3,1894.3,128.0,153993.6,144132.0,9861.6,156950.3,146899.4,10050.9
Ashkelon,91,49,4315.4,7979.8,2007.4,2007.8,2009.4,2009.4,482.4,1221.1,1232.2,1273.2,56.0,164.5,240.8,245.0,45.0,47.1,46.2,43.4,490.3,343.7,146.6,37924.7,26586.1,11338.6,38652.8,27096.5,11556.3
Hadera,48,39,8145.1,14032.3,2010.8,2010.9,2011.1,2011.5,2009.8,2398.2,2320.0,2305.4,179.0,255.2,330.9,333.5,12.5,52.5,67.2,53.7,520.8,508.9,11.9,38208.9,37298.1,910.8,38942.5,38014.2,928.3
Caesarea,26,9,50.8,59.2,2006.1,1999.7,2010.2,2010.8,186.4,402.4,353.0,381.0,36.5,142.7,120.7,116.7,41.0,135.3,263.4,298.8,35.3,17.4,17.9,2658.2,1310.2,1348.0,2709.3,1335.4,1373.9
Binyamina-Giv'At Ada,21,8,61.9,71.2,2005.8,1996.9,2005.4,2003.1,171.1,287.0,210.0,236.3,20.0,42.4,32.8,37.9,13.0,104.0,18.9,18.6,13.5,10.0,3.5,1031.3,765.0,266.2,1051.1,779.7,271.3
Akko,12,12,278.7,361.6,2003.6,2003.6,2003.9,2004.9,682.2,700.9,727.1,737.6,66.5,78.0,102.5,101.8,16.5,24.8,29.7,27.0,49.1,45.5,3.6,3799.0,3521.8,277.2,3871.9,3589.4,282.5
Gush Halav,7,2,18.3,5.2,1987.3,1985.5,1986.0,1985.9,146.6,730.6,202.6,208.9,9.0,106.5,86.8,91.0,12.0,24.5,32.9,33.0,5.1,2.9,2.2,385.8,222.4,163.3,393.2,226.7,166.5
Acre,2,2,67.2,108.2,1986.0,1986.0,1999.9,1999.9,1586.1,1586.1,2825.3,2835.4,130.0,130.0,236.5,236.6,1232.0,1232.0,66.6,65.7,18.5,10.9,7.6,1417.2,843.1,574.2,1444.4,859.3,585.2
Kfar Vitkin,1,1,1.3,1.8,1985.0,1985.0,1985.0,1985.0,292.6,292.6,292.6,292.6,31.0,31.0,31.0,31.0,14.0,14.0,14.0,14.0,0.2,0.2,0.0,17.4,14.5,2.9,17.7,14.7,2.9
Tiberias,1,1,109.7,139.0,1993.0,1993.0,1993.0,1993.0,5975.2,5975.2,5975.2,5975.2,479.0,479.0,479.0,479.0,5.0,5.0,5.0,5.0,18.9,18.8,0.0,1457.7,1456.0,1.8,1485.7,1483.9,1.8
Magshimim,1,1,15.2,24.0,2007.0,2007.0,2007.0,2007.0,511.9,511.9,511.9,511.9,200.0,200.0,200.0,200.0,79.0,79.0,79.0,79.0,4.3,2.4,1.9,335.3,185.7,149.6,341.7,189.2,152.5
Ofra,1,1,117.9,208.3,2012.0,2012.0,2012.0,2012.0,3712.2,3712.2,3712.2,3712.2,494.0,494.0,494.0,494.0,96.0,96.0,96.0,96.0,8.9,8.5,0.4,686.2,658.4,27.8,699.4,671.1,28.3
Karmei Yosef,1,1,0.2,0.1,2013.0,2013.0,2013.0,2013.0,893.7,893.7,893.7,893.7,275.0,275.0,275.0,275.0,428.0,428.0,428.0,428.0,0.9,0.4,0.5,67.8,30.1,37.7,69.1,30.7,38.4
