Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Haifa,447,147,1133.9,1173.5,2003.3,2001.4,2003.4,2003.7,89.8,216.2,118.3,118.9,9.0,65.8,197.8,155.9,33.0,67.7,51.9,57.1,450.2,197.5,252.7,34338.4,15141.3,19197.1,34997.7,15432.0,19565.7
Ashdod,423,133,1487.9,1648.4,2003.5,2003.8,2004.8,2005.1,88.2,150.9,112.9,113.4,9.0,61.8,47.3,52.4,21.0,39.0,34.3,38.3,477.0,287.0,190.0,36583.9,22002.2,14581.6,37286.3,22424.7,14861.6
Ashkelon,13,10,255.1,497.4,2007.2,2005.8,2007.4,2007.4,239.1,458.3,413.7,419.4,285.0,355.8,443.4,445.3,76.0,74.5,68.2,68.0,40.3,32.1,8.2,3099.5,2466.2,633.3,3159.0,2513.5,645.5
Akko,11,11,26.8,39.7,2005.5,2005.5,2004.9,2004.9,81.4,98.0,80.7,85.7,46.0,124.3,129.5,138.2,69.0,82.6,71.4,72.2,24.9,13.4,11.5,1912.1,1029.2,882.9,1948.8,1049.0,899.8
Caesarea,9,8,287.1,495.9,2007.3,2007.6,2005.0,2005.1,426.2,496.3,868.1,918.8,57.0,291.3,438.7,302.0,65.0,93.8,160.9,180.1,25.7,21.3,4.4,1974.5,1639.6,335.0,2012.5,1671.1,341.4
Hadera,5,5,29.6,40.5,2006.6,2006.6,2005.8,2008.0,135.9,1824.7,150.9,111.2,47.0,922.0,546.7,301.5,160.0,414.6,596.4,393.9,32.1,15.1,16.9,2448.3,1139.3,1309.0,2495.3,1161.2,1334.1
Binyamina-Giv'At Ada,3,3,4.7,4.1,2003.3,2003.3,2008.9,2009.1,51.4,329.4,386.1,400.7,77.0,145.7,326.3,327.3,37.0,79.3,173.6,174.6,3.4,2.4,1.0,258.3,182.0,76.3,263.2,185.5,77.8
Kfar Vitkin,3,3,54.3,102.9,2012.0,2012.0,2013.1,2013.1,321.1,267.0,278.9,279.9,303.0,273.3,318.8,317.9,151.0,135.3,124.1,123.2,9.1,6.8,2.3,707.0,530.3,176.8,720.6,540.4,180.2
Tel Aviv-Yafo,2,2,14.9,25.3,2008.5,2008.5,2008.2,2008.3,244.8,244.8,199.6,191.8,63.5,63.5,54.8,57.8,17.0,17.0,16.8,16.9,2.1,1.6,0.5,161.9,123.5,38.4,165.0,125.9,39.1
Eilat,2,2,55.6,15.2,2011.0,2011.0,2012.3,2010.3,623.6,623.6,631.0,619.3,76.5,76.5,64.2,83.3,12.0,12.0,12.6,11.7,12.2,10.8,1.4,943.2,833.9,109.3,961.3,849.9,111.4
Herziliyya,1,1,3.8,7.0,2010.0,2010.0,2010.0,2010.0,74.9,74.9,74.9,74.9,63.0,63.0,63.0,63.0,141.0,141.0,141.0,141.0,1.3,0.5,0.8,102.8,42.6,60.2,104.7,43.4,61.3
