Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,291,62,9115.4,831.5,1999.7,2003.2,2003.9,2002.9,388.6,354.3,343.9,319.0,22.0,31.1,37.9,37.8,11.0,11.8,11.0,11.9,1822.1,1509.1,313.0,140922.0,116747.9,24174.1,143627.7,118989.5,24638.2
General cargo,289,53,1320.9,1692.2,1996.5,2000.9,2006.1,2005.7,90.4,1238.8,1333.7,1274.6,14.0,150.7,306.1,305.7,16.0,75.3,54.6,51.0,330.8,295.9,34.9,25338.6,22717.3,2621.4,25825.1,23153.4,2671.7
Oil tanker,217,103,12599.6,23212.0,2005.6,2005.9,2005.5,2005.5,319.0,1441.3,1413.2,1422.5,80.0,197.4,511.9,517.3,31.0,56.5,46.1,45.6,1551.3,1187.5,363.8,119758.6,91703.5,28055.0,122057.9,93464.2,28593.7
Container,152,31,1092.1,1342.6,2006.5,2007.3,2008.0,2007.9,355.2,764.4,483.9,487.4,30.0,68.8,164.9,169.5,43.5,121.6,96.5,96.6,347.7,249.6,98.1,26603.2,19199.2,7404.0,27114.0,19567.9,7546.1
Chemical tanker,122,66,2264.0,3772.4,2006.6,2008.2,2008.0,2008.0,507.1,1006.8,979.6,988.5,101.5,178.4,272.6,273.9,36.5,73.9,80.1,80.7,593.3,452.8,140.6,45537.6,34735.5,10802.1,46411.9,35402.5,11009.5
Service - tug,63,25,50.2,36.4,2009.0,2008.3,2013.7,2013.5,209.9,863.3,1071.0,1131.3,53.0,560.9,788.7,693.9,59.0,292.6,138.3,142.0,50.1,38.7,11.4,3779.6,2925.5,854.1,3852.2,2981.7,870.5
Bulk carrier,54,25,611.1,993.0,2000.6,2005.8,2008.2,2008.1,382.4,650.6,670.6,656.8,66.0,150.5,283.3,274.1,22.5,79.1,100.7,105.9,77.9,66.0,11.9,5998.1,5083.2,914.9,6113.3,5180.8,932.5
Vehicle,44,26,244.7,78.5,2006.6,2006.6,2006.6,2006.2,83.6,128.1,127.7,125.1,9.0,13.9,26.1,24.6,9.0,10.0,10.1,10.4,22.7,18.0,4.7,1753.7,1394.8,358.9,1787.3,1421.6,365.8
Liquefied gas tanker,37,23,3092.1,2594.7,2004.7,2004.0,1999.7,2000.0,422.4,1909.5,4631.1,3405.2,74.0,181.1,1504.4,1439.9,31.0,86.6,30.0,33.6,562.1,520.9,41.2,35005.3,31887.3,3118.0,35677.4,32499.6,3177.8
Refrigerated bulk,37,11,481.5,517.9,1994.2,1995.1,1994.7,1994.7,527.4,1739.0,1038.4,1026.1,33.0,116.5,220.5,218.7,31.0,32.5,37.2,37.2,207.3,173.1,34.3,15798.1,13224.5,2573.6,16101.4,13478.5,2623.0
Service - other,35,22,414.4,349.3,2000.0,2002.0,1999.0,2000.2,1245.4,2675.5,1583.8,1842.2,213.0,574.1,485.5,537.5,414.0,543.4,589.8,586.9,169.3,134.1,35.1,12818.5,10179.9,2638.6,13064.6,10375.4,2689.2
Offshore,24,11,210.3,353.8,1988.0,1994.4,1999.1,1998.0,417.5,1352.1,1468.0,1765.8,156.0,749.5,870.2,793.9,101.5,185.7,60.4,73.5,63.6,46.8,16.8,4785.0,3524.9,1260.1,4876.9,3592.6,1284.3
Ro-Ro,2,2,0.7,1.4,1977.0,1977.0,1977.5,1977.6,261.1,261.1,264.8,267.8,48.0,48.0,46.8,46.4,2.5,2.5,3.1,3.3,0.8,0.7,0.1,60.1,56.2,3.9,61.3,57.3,3.9
Miscellaneous - fishing,1,1,0.6,0.4,1980.0,1980.0,1980.0,1980.0,1567.8,1567.8,1567.8,1567.8,546.0,546.0,546.0,546.0,7017.0,7017.0,7017.0,7017.0,13.9,1.3,12.6,1044.3,98.7,945.6,1064.3,100.6,963.8
Ferry-pax only,1,1,0.4,0.1,2000.0,2000.0,2000.0,2000.0,494.6,494.6,494.6,494.6,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.2,0.1,0.1,16.2,8.1,8.1,16.5,8.3,8.3
