Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Aruba,416,143,1763.3,1707.5,2000.0,2003.7,2005.8,2007.3,84.0,217.9,133.5,263.5,12.0,101.1,349.9,663.0,20.5,40.3,25.6,37.6,546.6,297.7,248.9,41851.7,22867.6,18984.1,42655.3,23306.7,19348.6
"Bonaire, Sint Eustatius and Saba",250,45,581.5,510.5,2001.2,2003.7,2008.6,2005.9,56.4,244.1,138.5,281.1,8.0,101.7,98.7,179.4,13.5,79.7,21.5,30.1,188.8,105.8,83.0,14498.3,8123.2,6375.1,14776.6,8279.1,6497.5
Venezuela (Bolivarian Republic of),128,92,1906.8,3329.4,2004.7,2005.2,2005.4,2005.5,287.6,408.4,375.0,372.6,63.0,159.4,330.8,337.6,20.5,126.7,83.1,78.8,751.6,529.9,221.8,57909.7,40805.4,17104.3,59021.6,41588.9,17432.7
Colombia,109,34,1733.5,724.3,2000.0,2004.1,1995.1,2004.4,448.6,509.0,454.0,460.4,36.0,80.7,48.9,83.5,11.0,24.9,18.8,35.5,350.3,278.4,71.9,27049.6,21524.7,5524.8,27568.9,21938.0,5630.9
United States of America,52,45,6012.7,8842.1,2006.5,2006.5,2004.7,2004.6,1816.7,2109.4,2279.0,3044.8,178.5,237.3,462.7,565.5,28.0,88.9,32.9,31.8,665.4,594.7,70.8,51296.6,45859.4,5437.2,52281.5,46739.9,5541.6
Trinidad and Tobago,48,33,876.8,1020.6,2002.9,2004.2,2007.2,2009.5,501.9,834.6,757.0,1106.7,60.0,333.4,367.8,538.4,31.5,112.4,54.7,72.9,159.3,122.6,36.7,12215.5,9416.2,2799.3,12450.1,9597.0,2853.1
Dominican Republic,44,26,1206.8,311.7,2008.3,2004.2,2013.8,2010.6,395.4,510.7,413.9,474.8,34.0,115.0,34.2,74.4,11.5,124.9,23.2,76.6,259.4,215.6,43.8,20018.0,16678.7,3339.3,20402.3,16998.9,3403.4
Cuba,31,15,1620.6,2861.8,2000.9,2001.4,1999.2,1999.2,1147.1,1777.2,1387.7,1394.0,149.0,475.4,272.7,269.1,46.0,69.3,52.7,48.3,203.6,160.5,43.1,15735.7,12400.9,3334.8,16037.8,12639.0,3398.8
Netherlands,26,14,1397.4,1909.4,2003.1,2001.7,2002.7,2003.3,4491.0,4413.8,4462.2,4446.4,334.0,357.0,373.9,386.6,58.5,71.8,61.5,62.8,372.5,352.0,20.6,28557.6,27006.1,1551.4,29105.9,27524.6,1581.2
Guadeloupe,25,13,369.2,194.5,1997.8,1998.1,2001.1,1998.1,534.6,557.8,536.8,557.5,34.0,44.0,38.9,44.7,29.0,32.8,19.5,30.4,114.6,95.4,19.1,8790.4,7344.3,1446.1,8959.2,7485.3,1473.8
Jamaica,23,12,3006.2,2381.5,2005.3,2004.7,1999.7,1999.6,1205.3,3031.0,6404.9,6869.8,124.0,222.0,1529.9,1541.1,61.0,181.9,27.9,31.2,528.7,509.6,19.1,32528.1,31064.9,1463.2,33152.7,31661.4,1491.3
Virgin Islands (U.S.),16,5,939.6,152.2,2006.2,2006.6,2005.9,2006.4,469.5,486.2,469.1,480.1,39.0,56.2,40.6,53.3,11.0,83.0,18.0,66.0,129.3,105.3,24.0,9963.5,8104.0,1859.5,10154.8,8259.6,1895.2
Guyana,14,13,55.2,81.6,2002.3,2001.7,2005.3,2005.4,836.6,906.1,892.9,894.6,92.5,218.1,203.0,205.9,11.0,170.3,152.2,155.7,46.8,27.0,19.8,3531.8,2046.1,1485.7,3599.6,2085.4,1514.2
Panama,13,12,175.6,266.7,2005.9,2006.0,2007.0,2007.0,745.0,852.0,863.9,882.9,89.0,124.7,139.6,149.0,70.0,373.2,338.5,359.1,36.5,21.6,14.8,2805.1,1671.4,1133.6,2858.9,1703.5,1155.4
Puerto Rico,13,5,839.7,171.4,2003.5,2002.6,2004.1,2002.9,499.9,699.2,534.5,728.4,37.0,117.1,53.8,156.3,11.0,43.2,15.2,49.4,118.0,102.3,15.7,9079.2,7861.2,1218.1,9253.6,8012.1,1241.5
Sint Maarten (Dutch part),13,7,20.7,24.5,1988.8,1993.0,1993.7,1993.1,506.5,2913.2,626.8,543.7,53.0,182.1,231.8,116.8,19.0,94.6,120.4,68.2,19.6,17.0,2.6,1476.8,1281.7,195.1,1505.2,1306.3,198.8
Barbados,13,7,585.8,72.9,2007.3,2005.9,2009.8,2008.0,564.1,562.4,563.3,561.2,39.0,46.1,37.2,37.2,14.0,109.6,13.2,27.3,115.0,101.2,13.8,8896.8,7835.0,1061.8,9067.6,7985.4,1082.2
Brazil,12,12,457.9,667.4,2004.2,2004.2,2006.9,2007.0,2288.8,2731.5,3014.4,3076.9,322.5,391.8,334.2,319.5,95.0,339.4,173.2,169.3,100.8,80.1,20.7,7765.7,6188.0,1577.8,7914.8,6306.8,1608.1
Suriname,11,10,44.0,57.6,1998.3,2000.2,2002.9,2002.7,984.0,973.8,988.2,987.0,99.0,104.4,102.1,102.0,45.0,63.2,120.4,115.3,15.3,11.6,3.6,1157.4,885.8,271.6,1179.6,902.8,276.8
Saint Lucia,9,5,226.5,25.0,1997.1,1997.2,1999.2,1998.8,503.2,508.4,499.1,500.1,41.0,51.6,40.3,40.7,14.0,38.2,15.4,21.5,60.5,50.6,10.0,4687.4,3916.3,771.1,4777.4,3991.4,785.9
Haiti,9,4,602.6,99.9,2001.6,2001.0,2002.4,2005.7,671.8,786.6,685.4,851.0,42.0,70.9,44.5,75.4,10.0,17.5,13.0,31.3,100.0,92.0,8.0,7743.7,7124.7,619.0,7892.4,7261.5,630.9
