Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Fiji,86,29,926.6,1039.8,2005.2,2007.1,2006.6,2007.9,667.6,758.9,699.4,689.7,61.5,71.8,65.1,68.5,12.0,30.7,22.2,25.0,198.8,177.1,21.7,15326.5,13667.1,1659.4,15620.8,13929.6,1691.3
Tokelau,81,6,61.6,58.3,2014.6,2008.3,2007.2,2006.4,317.0,3543.0,1493.4,2300.2,32.0,102.6,263.4,288.8,95.0,631.5,2582.2,2858.5,83.0,18.8,64.2,6228.4,1408.2,4820.2,6347.9,1435.2,4912.7
Tonga,50,15,388.0,392.1,2005.5,2006.2,2005.0,2006.4,525.8,502.7,516.6,530.6,45.0,44.1,50.6,51.3,14.5,18.0,16.4,17.6,68.7,61.0,7.7,5285.6,4704.6,581.0,5387.1,4795.0,592.1
French Polynesia,45,12,888.7,799.3,2008.0,2004.8,2007.3,2010.5,1308.6,1224.9,1255.6,1292.7,96.0,88.8,88.1,97.1,11.0,11.5,12.6,15.7,207.0,199.5,7.5,15983.3,15412.5,570.7,16290.2,15708.5,581.7
United States of America,16,10,1524.0,343.6,2005.1,2001.6,2005.9,2007.5,2279.4,2606.2,2313.2,2381.4,148.5,324.7,138.8,176.8,8.0,18.2,9.8,13.2,369.0,363.1,5.8,28470.0,28019.6,450.4,29016.7,28557.6,459.0
Samoa,8,2,6.4,5.2,2012.8,2012.5,2012.8,2012.7,1189.1,851.6,490.8,428.0,70.0,87.5,199.8,189.3,174.0,113.5,212.9,201.6,20.5,8.8,11.7,1538.8,659.5,879.3,1568.3,672.2,896.1
New Zealand,7,1,114.8,153.6,2006.0,2006.0,2006.0,2006.0,1628.2,1628.2,1686.2,1686.2,132.0,132.0,142.2,142.2,21.0,21.0,23.1,23.1,21.1,20.1,1.0,1624.6,1548.9,75.7,1655.8,1578.6,77.1
Mexico,5,4,113.3,92.7,1985.0,1986.5,1984.9,1986.5,10414.9,10614.9,11708.0,11587.6,1113.0,1285.5,1528.1,1513.6,428.0,457.9,442.1,470.4,45.0,41.2,3.8,3378.3,3092.5,285.8,3443.1,3151.8,291.3
Ecuador,4,3,191.5,250.1,1997.5,1997.3,1998.2,1997.9,16236.0,18054.2,14807.1,13754.5,2039.0,2325.0,2955.8,2620.2,94.0,97.5,100.8,90.5,73.7,72.4,1.2,5555.5,5464.0,91.5,5662.2,5568.9,93.2
Cook Islands,4,3,30.2,4.7,2010.8,2009.3,2009.8,2010.8,798.2,919.0,771.4,844.6,85.0,112.7,85.0,120.3,11.5,12.8,9.3,10.5,9.0,8.4,0.6,690.3,642.7,47.6,703.6,655.1,48.5
Wallis and Futuna,3,3,6.2,0.9,2001.0,2001.0,2002.7,2001.4,288.4,285.0,284.9,284.2,28.0,30.7,28.8,28.7,10.0,10.0,9.6,9.8,3.5,2.7,0.8,262.0,204.1,57.9,267.0,208.0,59.0
Tuvalu,3,2,12.0,6.3,2011.0,2009.0,2013.4,2011.5,1479.8,2284.7,2399.6,1697.0,365.0,677.5,1623.5,1350.1,26.0,38.0,27.2,33.1,7.7,7.6,0.1,576.1,567.2,8.8,587.1,578.1,9.0
Panama,2,2,42.4,29.0,1979.5,1979.5,1979.5,1979.5,11107.9,11107.9,11081.1,11128.1,1373.0,1373.0,1372.8,1374.5,171.0,171.0,172.6,158.8,24.4,23.8,0.6,1829.3,1783.2,46.1,1864.4,1817.5,46.9
Kiribati,2,2,30.2,31.1,2011.5,2011.5,2013.7,2014.5,2357.9,2357.9,1478.5,1369.1,237.5,237.5,143.9,109.4,232.5,232.5,105.6,58.7,7.2,6.2,1.0,549.0,474.5,74.5,559.5,483.6,75.9
New Caledonia,2,2,70.3,89.1,2003.5,2003.5,2004.0,2004.7,1852.5,1852.5,1681.8,1591.3,405.5,405.5,344.7,268.5,44.0,44.0,39.9,34.8,9.3,8.2,1.2,714.8,624.1,90.7,728.5,636.0,92.5
Vanuatu,1,1,2.8,0.8,1993.0,1993.0,1993.0,1993.0,1296.2,1296.2,1296.2,1296.2,105.0,105.0,105.0,105.0,61.0,61.0,61.0,61.0,1.5,1.4,0.1,113.1,104.9,8.2,115.3,107.0,8.3
Guam,1,1,16.3,18.3,1999.0,1999.0,1999.0,1999.0,3246.0,3246.0,3246.0,3246.0,336.0,336.0,336.0,336.0,11.0,11.0,11.0,11.0,3.8,3.8,0.0,296.6,293.7,2.8,302.3,299.4,2.9
Niue,1,1,1.8,2.0,1999.0,1999.0,1999.0,1999.0,350.8,350.8,350.8,350.8,32.0,32.0,32.0,32.0,4.0,4.0,4.0,4.0,0.4,0.4,0.0,34.6,33.6,1.0,35.3,34.2,1.1
Australia,1,1,0.6,0.4,2001.0,2001.0,2001.0,2001.0,2200.7,2200.7,2200.7,2200.7,646.0,646.0,646.0,646.0,239.0,239.0,239.0,239.0,1.5,1.3,0.2,109.0,94.8,14.2,111.1,96.6,14.4
Micronesia (Federated States of),1,1,16.0,6.7,2008.0,2008.0,2008.0,2008.0,9487.6,9487.6,9487.6,9487.6,1273.0,1273.0,1273.0,1273.0,453.0,453.0,453.0,453.0,2.7,2.0,0.7,204.7,151.0,53.7,208.7,153.9,54.8
Solomon Islands,1,1,11.8,4.9,2008.0,2008.0,2008.0,2008.0,7000.3,7000.3,7000.3,7000.3,769.0,769.0,769.0,769.0,400.0,400.0,400.0,400.0,1.8,1.2,0.6,138.7,91.2,47.4,141.3,93.0,48.4
China,1,1,116.0,183.9,2015.0,2015.0,2015.0,2015.0,4715.2,4715.2,4715.2,4715.2,389.0,389.0,389.0,389.0,11.0,11.0,11.0,11.0,9.3,9.3,0.0,721.2,718.7,2.5,735.0,732.5,2.6
Malaysia,1,1,3.0,2.7,2018.0,2018.0,2018.0,2018.0,5972.8,5972.8,5972.8,5972.8,880.0,880.0,880.0,880.0,223.0,223.0,223.0,223.0,8.0,5.9,2.1,600.7,442.1,158.7,612.3,450.5,161.7
