Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,121,13,791.5,858.0,2008.4,2004.7,2005.1,2004.9,522.3,901.6,1152.7,1139.0,54.0,81.5,138.7,137.4,8.0,17.1,19.7,20.6,133.7,126.7,7.0,10273.4,9749.0,524.4,10470.7,9936.2,534.5
Container,88,11,2086.6,2679.2,2007.0,2008.1,2010.5,2010.5,1407.3,1465.3,1839.2,1854.5,110.5,114.5,241.5,242.2,16.5,17.1,25.6,25.7,445.9,425.1,20.8,34292.6,32729.0,1563.6,34951.0,33357.4,1593.7
Ro-Ro,37,2,18.3,14.7,2016.9,2015.5,2014.2,2014.3,318.5,1331.3,1000.6,919.9,38.0,192.0,948.9,915.4,7.0,32.5,87.8,84.8,56.8,45.1,11.7,4264.2,3383.6,880.6,4346.1,3448.6,897.5
Cruise,23,19,1592.9,166.9,2001.9,2001.6,2002.8,2002.8,806.7,1107.4,1267.5,1288.5,64.0,69.1,91.2,94.1,10.0,11.9,15.6,15.7,405.9,382.4,23.5,31386.3,29579.3,1807.0,31988.9,30147.2,1841.7
Miscellaneous - fishing,17,13,291.7,231.4,1992.2,1989.8,1994.2,1993.9,8303.0,10472.6,9821.4,9625.4,1067.0,1600.2,1855.4,1602.9,124.0,116.9,152.8,151.1,115.6,110.8,4.8,8677.9,8316.4,361.5,8844.6,8476.1,368.4
Chemical tanker,14,10,1575.2,2612.8,2012.5,2011.9,2013.2,2013.2,4625.2,3639.2,3750.1,3750.1,353.5,335.3,418.5,419.0,45.0,48.1,47.8,47.5,189.9,174.3,15.6,14713.3,13503.8,1209.4,14995.8,13763.1,1232.6
Liquefied gas tanker,11,2,32.6,32.5,2011.4,2008.5,2010.0,2009.9,523.3,1410.6,601.6,606.4,57.0,166.0,138.1,139.6,22.0,176.2,109.9,112.3,16.6,9.0,7.6,1257.2,687.0,570.2,1281.4,700.2,581.2
Service - tug,7,1,0.6,0.4,2001.0,2001.0,2001.0,2001.0,344.1,344.1,341.7,341.7,72.0,72.0,157.6,157.6,10.0,10.0,11.1,11.1,1.6,1.5,0.1,119.2,114.7,4.4,121.5,116.9,4.5
Service - other,5,5,67.2,40.4,1995.4,1995.4,1994.9,1995.0,2059.7,2898.6,2187.0,2151.5,244.0,433.8,400.2,416.4,50.0,206.2,165.0,159.0,20.7,18.8,1.9,1564.4,1425.1,139.3,1594.5,1452.5,142.0
Oil tanker,3,2,563.5,872.2,2006.7,2006.5,2006.7,2006.7,5347.8,6018.3,6347.1,6346.5,557.0,573.5,613.1,613.1,51.0,52.2,48.2,48.2,73.1,66.9,6.1,5658.9,5184.3,474.6,5767.5,5283.8,483.7
Ferry-RoPax,1,1,0.4,0.1,1998.0,1998.0,1998.0,1998.0,376.0,376.0,376.0,376.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,24.3,24.3,0.0,24.8,24.8,0.0
Bulk carrier,1,1,46.6,73.9,2015.0,2015.0,2015.0,2015.0,1895.8,1895.8,1895.8,1895.8,158.0,158.0,158.0,158.0,115.0,115.0,115.0,115.0,4.0,3.6,0.4,312.2,281.6,30.6,318.2,287.0,31.2
