Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,289,37,6493.7,918.0,1998.2,1999.9,2000.6,1999.9,605.3,722.1,652.8,662.6,60.0,64.6,41.0,52.2,10.0,51.4,10.3,17.4,1640.0,1515.3,124.7,126252.1,116875.1,9377.0,128676.2,119119.1,9557.0
Dominican Republic,145,34,1965.2,218.5,1991.2,1997.2,2011.5,2007.6,166.3,291.8,299.8,278.0,17.0,43.8,40.7,39.9,8.0,44.4,7.2,14.8,446.0,381.4,64.5,34385.0,29434.7,4950.3,35045.2,29999.8,5045.3
Bahamas,125,22,1665.1,237.3,1998.0,1999.8,2002.2,2001.6,433.6,465.8,423.2,460.1,43.0,44.7,37.0,104.3,9.0,14.1,8.2,24.7,440.6,394.7,45.9,34020.1,30503.1,3517.0,34673.3,31088.7,3584.6
Puerto Rico,66,18,2574.7,258.4,2004.6,1999.5,2008.5,2008.0,369.5,493.9,400.6,401.0,22.0,49.2,30.7,31.1,6.0,26.0,6.7,6.9,574.1,531.9,42.1,44110.9,40946.2,3164.7,44957.8,41732.4,3225.4
Curaçao,7,2,488.6,44.1,2001.0,1998.5,2001.5,2001.5,684.8,687.7,684.5,684.5,41.0,41.0,40.8,40.8,12.0,12.0,11.7,11.7,112.5,104.8,7.7,8716.2,8118.1,598.1,8883.6,8274.0,609.6
Panama,6,2,1.9,2.7,1975.0,1987.0,1974.1,1971.4,266.3,684.1,258.0,241.8,82.5,134.0,90.6,81.0,83.0,632.5,301.2,220.9,9.1,3.4,5.7,686.2,255.3,430.9,699.3,260.2,439.2
Mexico,4,2,796.0,76.7,2011.2,2011.5,2011.3,2011.2,1539.3,1571.7,1554.1,1550.8,86.0,87.5,86.5,86.4,8.0,8.0,8.0,8.0,174.1,170.8,3.3,13430.0,13174.4,255.6,13687.9,13427.3,260.6
Virgin Islands (British),4,3,76.4,8.8,2004.0,2006.3,2006.3,2006.2,486.6,483.1,492.1,495.6,39.0,39.3,39.6,39.6,9.0,9.5,9.3,9.2,17.5,15.3,2.3,1352.0,1177.6,174.3,1377.9,1200.2,177.7
Antigua and Barbuda,3,2,161.7,13.5,2006.0,2004.0,2008.4,2008.3,612.5,657.4,621.1,621.9,38.0,47.2,40.1,40.2,9.0,8.8,9.3,9.3,31.3,29.0,2.3,2426.7,2244.7,182.0,2473.3,2287.8,185.5
Colombia,3,3,180.4,317.4,1995.0,1995.0,2012.8,2012.9,839.9,2194.3,4677.3,4753.8,492.0,363.7,497.7,498.7,89.0,496.3,89.8,89.3,16.4,15.0,1.5,1267.5,1155.5,112.1,1291.9,1177.7,114.2
Virgin Islands (U.S.),3,3,580.6,53.8,2011.0,2011.0,2011.4,2011.3,1945.7,1566.7,1695.8,1675.8,111.0,82.7,105.8,105.3,7.0,7.3,7.4,7.4,123.9,117.5,6.4,9522.6,9038.4,484.2,9705.4,9212.0,493.5
Aruba,2,2,133.6,11.7,2001.5,2001.5,2001.6,2001.6,679.1,679.1,679.6,679.8,41.0,41.0,41.0,41.0,11.5,11.5,11.4,11.4,31.0,28.6,2.4,2401.0,2213.6,187.4,2447.1,2256.1,191.0
Bermuda,2,2,78.8,8.6,1984.0,1984.0,1989.3,1984.1,779.2,779.2,804.4,775.2,47.0,47.0,48.0,47.0,22.5,22.5,21.3,22.5,23.8,20.4,3.4,1844.3,1584.0,260.2,1879.7,1614.5,265.2
