Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,323,112,1605.6,2267.2,1997.2,2002.4,2006.0,2005.8,470.8,1027.9,1037.0,1032.3,63.0,127.5,212.6,210.0,45.0,63.7,75.8,77.6,377.7,324.9,52.9,28919.2,24945.2,3974.0,29474.4,25424.1,4050.3
Container,281,24,971.6,1250.8,2007.1,2007.5,2008.0,2008.0,398.9,301.8,336.4,337.0,34.0,27.1,34.9,34.9,21.0,20.3,20.2,20.2,255.3,198.9,56.4,19506.8,15271.8,4235.0,19881.3,15565.0,4316.3
Bulk carrier,119,63,2212.8,3432.8,2003.9,2008.0,2010.3,2010.1,493.4,1451.3,1394.9,1408.1,94.0,172.0,296.4,294.4,83.0,95.6,85.4,86.0,259.0,232.2,26.8,19962.8,17933.4,2029.4,20346.1,18277.8,2068.4
Oil tanker,115,12,285.8,431.7,2004.0,1998.9,2004.7,2004.6,418.6,510.3,442.0,444.8,54.0,157.2,86.3,86.5,37.0,61.5,56.6,58.6,157.3,82.3,75.0,11907.5,6265.4,5642.1,12136.1,6385.7,5750.4
Offshore,113,25,356.0,444.5,2008.8,2009.0,2013.6,2013.5,557.9,1399.4,1380.9,1337.3,124.0,384.9,978.3,956.6,34.0,149.9,159.4,162.2,254.2,215.8,38.4,19083.9,16202.4,2881.5,19450.3,16513.5,2936.8
Chemical tanker,86,12,221.7,350.0,2007.7,2008.2,2007.4,2007.4,415.9,863.0,497.0,504.2,50.0,84.1,104.6,106.8,32.0,39.4,51.5,51.7,105.5,70.2,35.3,8006.9,5349.1,2657.8,8160.6,5451.8,2708.8
Liquefied gas tanker,40,4,70.2,72.3,2009.0,2005.2,2008.8,2008.7,419.4,414.8,436.0,436.2,36.5,40.9,44.8,44.9,28.0,30.8,31.5,31.5,38.7,25.7,13.0,2954.9,1973.9,981.0,3011.7,2011.8,999.9
Refrigerated bulk,26,12,137.4,151.7,1998.0,1996.4,1996.3,1996.1,224.2,713.8,494.2,483.5,18.0,55.8,167.4,167.0,18.0,21.8,23.0,23.8,66.0,53.2,12.8,5020.0,4061.4,958.6,5116.4,4139.4,977.0
Vehicle,25,2,146.4,46.8,2002.7,2003.0,2005.0,2003.6,391.1,314.2,395.3,397.4,38.0,32.8,52.9,54.8,10.0,10.0,13.4,13.2,22.8,19.4,3.4,1743.5,1491.2,252.3,1777.0,1519.8,257.2
Service - tug,13,5,15.8,11.6,2004.9,2000.4,2006.0,2006.1,560.8,982.4,1343.7,1349.5,149.0,338.8,1041.6,1048.2,40.0,34.4,39.0,39.1,12.1,11.4,0.7,909.1,856.2,52.9,926.6,872.6,53.9
Service - other,9,7,65.0,28.4,2009.4,2007.9,2013.0,2012.8,836.3,1060.9,1608.0,1273.1,76.0,134.6,165.4,148.1,57.0,145.3,412.4,337.8,12.8,7.3,5.6,970.0,546.9,423.0,988.6,557.4,431.2
