Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Trinidad and Tobago,435,94,1446.1,1912.0,2005.9,2004.4,2008.8,2008.5,411.5,606.5,501.6,496.3,39.0,106.1,144.7,140.2,24.0,103.1,119.8,113.0,687.0,476.0,211.0,52067.8,36217.9,15849.9,53067.5,36913.3,16154.2
Suriname,248,72,455.6,563.1,2004.6,2004.3,2007.1,2007.3,236.3,239.3,262.7,268.0,28.0,47.0,57.3,62.0,29.0,48.1,35.5,37.5,178.0,123.8,54.2,13495.4,9415.7,4079.8,13754.6,9596.5,4158.1
French Guiana,47,9,191.4,258.6,2005.7,2006.2,2005.0,2004.9,420.7,407.6,419.3,418.0,40.0,40.4,44.5,44.2,35.0,36.7,38.4,38.9,51.6,34.3,17.3,3923.1,2626.6,1296.4,3998.4,2677.1,1321.3
United States of America,44,25,739.5,1066.8,2010.1,2010.1,2010.1,2010.0,2187.8,2462.9,2338.3,2345.4,202.5,245.8,230.9,232.6,31.5,43.4,46.3,47.0,158.9,152.0,6.9,12210.1,11691.2,519.0,12444.6,11915.6,528.9
Barbados,37,14,62.5,85.9,1991.7,1991.3,1995.9,1994.3,431.5,438.9,442.4,446.4,48.0,119.6,119.5,129.9,21.0,37.1,36.8,38.2,30.8,24.7,6.1,2344.5,1886.1,458.4,2389.5,1922.3,467.2
Grenada,34,16,65.2,49.0,1987.6,1991.5,1997.1,1995.6,421.4,498.1,442.1,462.2,47.0,70.3,54.2,60.6,31.5,38.9,20.8,32.9,19.1,16.3,2.8,1451.5,1239.8,211.7,1479.4,1263.6,215.7
Saint Lucia,25,14,55.1,77.4,1999.5,1998.4,2001.3,2000.9,539.6,766.4,588.8,592.2,72.0,164.8,107.2,103.3,18.0,50.2,34.4,35.3,26.8,22.7,4.1,2039.0,1730.7,308.3,2078.2,1763.9,314.2
Spain,23,23,1163.4,1766.6,2009.3,2009.3,2010.1,2009.9,3410.2,3337.5,3269.0,3270.7,335.0,337.7,325.7,325.8,7.0,15.1,10.1,10.2,135.4,134.0,1.4,10450.9,10348.3,102.6,10651.5,10547.0,104.5
Ecuador,20,9,519.4,595.4,1999.5,1999.6,1999.4,1999.5,2324.2,2363.5,2337.9,2339.0,144.0,166.7,154.5,155.4,34.0,58.4,43.1,42.7,219.8,195.1,24.8,16793.5,14932.7,1860.7,17115.9,15219.5,1896.4
Venezuela (Bolivarian Republic of),17,11,56.0,78.6,1990.7,1999.4,2001.8,2000.4,589.5,591.5,563.2,561.2,93.0,100.7,116.4,122.6,47.0,67.0,79.6,76.1,15.8,13.9,1.9,1210.4,1067.1,143.2,1233.6,1087.6,146.0
Antigua and Barbuda,15,4,40.5,59.9,2006.2,2005.8,2004.1,2004.1,713.4,719.4,726.6,726.2,85.0,102.8,80.8,78.5,45.0,45.0,45.8,45.1,19.2,13.9,5.3,1459.2,1063.5,395.7,1487.2,1084.0,403.3
Curaçao,14,13,55.2,81.6,2002.3,2001.7,2005.3,2005.4,836.6,906.1,892.9,894.6,92.5,218.1,203.0,205.9,11.0,170.3,152.2,155.7,46.8,27.0,19.8,3531.8,2046.1,1485.7,3599.6,2085.4,1514.2
Saint Vincent and the Grenadines,13,7,16.2,22.0,1983.5,1985.0,1996.8,1993.8,503.8,512.3,516.3,514.2,60.0,72.2,75.4,77.3,46.0,44.6,31.8,35.3,8.1,6.4,1.6,613.6,491.1,122.6,625.4,500.5,124.9
Netherlands,11,8,231.6,325.6,2006.2,2005.4,2006.8,2006.8,4195.1,4278.5,4259.4,4246.3,394.0,438.1,416.4,413.4,44.0,43.4,53.3,53.2,58.7,56.8,1.9,4501.4,4361.4,140.0,4587.9,4445.1,142.7
Colombia,10,7,152.4,193.9,2007.7,2006.7,2009.3,2009.2,1262.9,1241.0,1267.1,1266.1,89.0,110.3,94.6,95.1,17.0,30.1,19.3,19.7,34.4,32.8,1.6,2647.1,2523.7,123.5,2698.0,2572.1,125.8
Brazil,10,10,232.6,335.3,2011.2,2011.2,2012.7,2012.8,1077.9,1432.0,1446.3,1451.0,139.5,225.7,241.6,250.9,69.0,98.9,103.4,103.4,33.3,28.7,4.6,2559.2,2210.1,349.1,2608.3,2252.5,355.8
Nigeria,9,3,38.1,52.6,1968.0,1978.0,2006.8,2006.0,264.7,1446.8,2301.8,2022.7,56.0,153.0,330.3,325.8,65.0,83.0,159.3,157.7,10.1,8.2,1.9,771.4,627.5,143.9,786.2,639.5,146.7
Portugal,8,8,215.8,320.7,2005.8,2005.8,2006.6,2006.5,3426.8,3414.8,3403.0,3404.7,316.0,389.6,355.8,357.2,55.0,98.8,92.1,94.7,48.1,45.5,2.6,3700.9,3504.9,196.0,3772.0,3572.2,199.8
Gibraltar,7,7,559.3,858.5,2012.0,2012.0,2012.0,2012.0,3457.2,3454.8,3457.6,3454.9,319.0,341.1,340.3,340.5,8.0,10.6,10.6,10.5,59.7,59.3,0.4,4619.9,4588.9,30.9,4708.6,4677.0,31.5
Jamaica,7,5,131.4,189.1,2010.9,2009.6,2010.2,2010.1,1376.2,1425.9,1428.2,1434.0,102.0,107.4,106.0,106.7,26.0,24.6,21.4,20.2,21.8,19.7,2.0,1672.9,1520.3,152.5,1705.0,1549.5,155.5
Virgin Islands (U.S.),7,6,30.7,46.0,2001.3,2002.5,2004.1,2004.2,877.6,906.1,915.1,911.4,97.0,101.3,106.6,106.4,34.0,40.1,41.0,40.6,9.7,8.3,1.4,740.1,632.1,107.9,754.3,644.3,110.0
Costa Rica,6,4,74.4,105.8,2010.0,2009.8,2009.7,2009.8,1737.0,1832.2,1823.4,1817.4,165.0,176.8,177.7,178.7,49.0,70.2,66.1,65.4,15.7,14.2,1.6,1209.8,1090.4,119.4,1233.0,1111.3,121.7
Sint Maarten (Dutch part),6,5,22.7,31.8,1992.0,1994.4,1997.8,1997.9,755.2,876.1,795.1,802.9,77.5,95.5,79.4,83.8,10.0,11.8,11.1,11.8,8.6,7.9,0.7,657.8,606.0,51.8,670.5,617.6,52.8
United Kingdom of Great Britain and Northern Ireland,6,5,182.2,276.0,2008.0,2007.4,2006.2,2006.1,3797.3,3350.0,3310.9,3339.9,325.5,300.9,340.1,341.2,18.5,31.9,28.4,27.7,35.1,34.3,0.7,2698.0,2644.4,53.6,2749.8,2695.2,54.6
Saint Kitts and Nevis,6,2,14.6,22.0,1981.5,1992.5,1991.6,1989.6,728.4,728.4,774.2,781.2,93.5,82.0,103.2,108.2,16.0,10.5,11.4,12.3,4.2,4.1,0.1,319.9,314.0,5.8,326.0,320.1,6.0
