Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Suva,307,154,11673.1,8697.5,2004.2,2004.1,2006.1,2008.2,1165.6,5255.0,1760.5,1892.5,95.0,635.4,328.7,368.7,29.0,350.5,63.7,81.5,2063.2,1838.7,224.5,158618.6,141581.5,17037.2,161664.1,144299.8,17364.3
Lautoka,171,54,3049.4,3314.3,2005.0,2005.6,2007.0,2008.5,723.9,1601.6,1219.4,1367.7,79.0,137.6,174.8,205.9,20.0,40.1,46.1,57.7,583.6,543.8,39.8,44983.6,41965.4,3018.2,45847.3,42771.2,3076.2
Nadi,75,33,2765.6,4112.8,2009.0,2008.4,2010.1,2011.4,1162.6,1989.5,2202.8,2540.6,105.0,174.2,294.3,314.6,45.0,50.1,44.8,47.0,464.8,406.5,58.3,35892.4,31444.5,4447.9,36581.5,32048.2,4533.3
Malau (Labasa),23,7,500.5,772.6,2011.0,2011.6,2011.9,2011.8,510.8,2766.0,2643.0,2838.5,54.0,242.4,353.0,358.8,40.0,83.4,99.5,103.0,65.9,55.3,10.5,5082.4,4278.0,804.4,5179.9,4360.1,819.8
Savusavu,12,3,70.6,46.0,2008.6,2004.3,2004.4,2008.8,592.0,541.7,518.8,562.9,54.0,45.0,45.9,52.6,16.0,11.3,11.7,16.4,19.1,16.4,2.7,1468.6,1267.6,201.1,1496.8,1291.9,204.9
Nambouwalu,6,6,1011.2,1244.1,2004.7,2004.7,2004.7,2004.7,4297.4,4276.3,4269.9,4267.9,311.0,314.8,315.3,315.1,94.5,90.7,90.8,90.8,69.8,67.8,2.0,5408.0,5249.8,158.2,5511.9,5350.6,161.3
Yasawa Island,2,2,190.5,197.0,1995.5,1995.5,2002.9,2006.6,2336.6,2336.6,2249.1,3641.2,168.5,168.5,247.3,286.6,7.0,7.0,7.6,8.0,18.9,18.6,0.3,1463.4,1441.5,21.9,1491.5,1469.2,22.3
Levuka,2,2,34.0,38.7,1992.5,1992.5,1990.2,1990.4,6757.8,6757.8,6772.1,6675.3,1314.5,1314.5,1488.9,1471.5,144.0,144.0,151.5,150.8,32.9,30.6,2.3,2479.5,2307.8,171.7,2527.1,2352.1,175.0
Maolo Lailai Island,2,2,37.4,61.1,2008.5,2008.5,2008.0,2008.0,4160.8,4160.8,1233.6,1202.1,733.5,733.5,172.1,135.1,0.0,0.0,0.0,0.0,5.2,5.2,0.0,394.8,394.8,0.0,402.4,402.4,0.0
Vatulele,2,2,216.5,79.3,2000.0,2000.0,2008.4,2006.9,2357.7,2357.7,3476.3,2565.3,174.5,174.5,279.7,260.8,3.0,3.0,2.1,2.2,13.2,13.1,0.0,1020.9,1017.5,3.4,1040.5,1037.0,3.5
Momi,1,1,1.4,0.5,2009.0,2009.0,2009.0,2009.0,7085.9,7085.9,7085.9,7085.9,1528.0,1528.0,1528.0,1528.0,0.0,0.0,0.0,0.0,2.4,2.4,0.0,181.3,181.3,0.0,184.7,184.7,0.0
Vatia Wharf,1,1,178.6,328.0,1990.0,1990.0,1990.0,1990.0,4657.8,4657.8,4657.8,4657.8,437.0,437.0,437.0,437.0,3.0,3.0,3.0,3.0,8.5,8.4,0.0,656.0,654.4,1.6,668.6,667.0,1.6
Wairiki,1,1,5.2,2.6,2002.0,2002.0,2002.0,2002.0,16057.6,16057.6,16057.6,16057.6,2504.0,2504.0,2504.0,2504.0,53.0,53.0,53.0,53.0,9.7,9.5,0.2,727.6,713.6,14.0,741.6,727.3,14.3
Vanua Mbalavu,1,1,1.0,0.2,2003.0,2003.0,2003.0,2003.0,258.9,258.9,258.9,258.9,20.0,20.0,20.0,20.0,28.0,28.0,28.0,28.0,0.5,0.2,0.3,41.4,16.4,25.1,42.2,16.7,25.6
Ellington Wharf,1,1,2.1,2.2,2005.0,2005.0,2005.0,2005.0,566.8,566.8,566.8,566.8,55.0,55.0,55.0,55.0,11.0,11.0,11.0,11.0,0.9,0.9,0.1,70.2,66.4,3.8,71.6,67.7,3.9
Rabi,1,1,2.4,1.0,2015.0,2015.0,2015.0,2015.0,1758.9,1758.9,1758.9,1758.9,490.0,490.0,490.0,490.0,16.0,16.0,16.0,16.0,1.8,1.8,0.0,133.4,132.9,0.5,135.9,135.4,0.5
