Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Suva,381,60,695.8,373.8,1988.0,2002.1,1995.0,2001.2,137.1,755.2,171.1,159.1,13.0,114.8,68.7,72.4,14.0,47.8,39.0,41.1,301.0,206.2,94.8,22859.9,15685.2,7174.7,23298.8,15986.3,7312.5
Savusavu,210,9,221.6,52.0,1970.1,1994.2,1982.7,1985.5,122.3,187.0,162.6,161.5,12.0,18.6,29.4,30.0,14.0,18.8,37.7,44.7,124.2,63.2,61.0,9378.3,4787.8,4590.5,9558.4,4879.8,4678.6
Lautoka,194,47,309.0,306.1,2004.9,2003.2,2004.9,2006.1,132.6,245.5,144.9,142.5,14.0,112.1,33.9,32.8,23.0,50.6,33.6,42.0,129.0,74.5,54.5,9798.4,5685.6,4112.8,9986.5,5794.7,4191.8
Nadi,125,27,164.1,181.9,2000.9,2007.7,2005.3,2009.5,133.4,146.6,141.5,138.9,22.0,27.7,28.7,27.4,22.0,32.3,30.8,33.7,168.9,86.5,82.5,12814.8,6558.5,6256.3,13060.8,6684.4,6376.5
Turtle Island,81,5,27.7,7.9,1997.0,1995.6,1996.4,1995.8,118.5,141.6,172.6,194.9,49.0,48.9,53.6,55.8,6.0,36.2,92.2,82.4,122.7,58.9,63.8,9210.8,4424.0,4786.8,9387.7,4508.9,4878.7
Rabi,68,9,20.0,6.2,1977.0,1997.1,1975.8,1983.2,53.8,224.1,74.6,90.8,7.0,44.4,33.0,50.5,1.0,26.9,9.9,15.7,16.8,13.0,3.9,1262.7,973.2,289.4,1286.9,991.9,295.0
Malau (Labasa),59,12,73.3,98.0,2010.2,2010.4,2010.9,2010.8,226.3,218.1,298.5,286.3,29.0,27.7,164.1,142.3,23.0,47.0,82.6,79.5,82.1,47.1,35.0,6195.8,3551.0,2644.8,6314.8,3619.2,2695.6
Moala,32,3,16.1,12.5,1992.9,2003.0,1990.5,1993.4,508.4,578.7,603.4,631.4,45.0,81.2,95.5,99.9,91.0,63.7,162.2,175.5,34.2,13.3,20.9,2570.9,1001.0,1569.9,2620.3,1020.3,1600.0
Vanua Mbalavu,25,5,12.4,9.0,1997.1,2003.4,1991.0,1993.0,276.1,429.5,555.8,601.7,30.0,35.4,98.8,96.5,66.0,58.9,140.6,157.4,19.5,7.9,11.7,1467.3,591.0,876.3,1495.5,602.4,893.1
Cicia,18,3,3.4,2.4,1987.7,2003.0,1983.2,1984.3,87.2,133.7,206.1,203.8,12.5,26.3,35.6,35.7,8.0,45.0,66.5,68.0,5.1,1.9,3.2,380.0,142.0,238.0,387.3,144.7,242.6
Levuka,15,9,9.7,6.0,2000.5,1999.4,1997.4,1998.6,113.5,217.8,232.0,184.5,27.0,41.5,147.8,107.6,36.0,95.2,66.2,56.0,24.3,10.7,13.6,1825.3,802.7,1022.6,1860.3,818.1,1042.3
Nambouwalu,12,6,6.1,6.9,2005.8,2003.3,2009.5,2009.8,86.4,1316.8,454.2,931.1,11.0,138.7,181.5,273.2,23.5,328.9,1726.1,1640.2,31.7,1.9,29.8,2380.3,142.1,2238.2,2426.0,144.8,2281.2
Yasawa Island,11,5,10.8,5.9,2009.8,2004.8,1993.6,2004.7,103.0,94.7,116.8,96.8,17.0,15.8,13.5,13.8,12.0,29.8,39.7,74.1,4.5,2.6,1.9,345.4,201.1,144.3,352.0,205.0,147.1
Mana Island,8,4,1.0,0.2,1999.0,2000.0,1998.1,1997.7,93.1,138.0,99.9,102.6,9.0,116.2,39.6,149.2,51.0,225.0,85.8,133.8,8.3,2.7,5.7,626.5,200.9,425.5,638.5,204.8,433.7
Maolo Lailai Island,7,3,13.6,20.8,1999.6,2004.3,2007.7,2007.7,299.9,2562.5,422.6,390.1,200.0,547.0,171.7,55.5,119.0,110.0,113.1,120.6,11.5,6.0,5.6,869.9,449.0,421.0,886.6,457.6,429.0
Ellington Wharf,6,2,1.8,0.8,1997.5,2000.5,1997.0,1998.4,70.8,62.0,93.4,82.6,11.0,11.5,10.4,10.7,5.0,3.5,43.1,36.1,2.6,0.7,1.9,194.0,49.3,144.7,197.7,50.3,147.5
Vatulele,5,5,9.8,5.6,2006.6,2006.6,2008.4,2007.6,89.9,4129.1,155.4,176.0,13.0,337.2,327.2,183.3,50.0,415.2,546.3,946.9,6.9,3.0,3.8,517.7,229.3,288.4,527.7,233.7,294.0
Momi,3,3,7.9,10.9,2010.3,2010.3,2011.1,2010.5,126.2,8793.0,260.2,214.0,14.0,13.3,14.0,14.0,34.0,1667.7,2574.2,2055.1,16.1,0.4,15.7,1212.5,28.1,1184.4,1235.8,28.7,1207.1
Singatoka,3,3,2.9,3.1,2005.3,2005.3,2012.5,2013.3,1924.3,6291.1,4303.5,3378.2,14.0,138.7,41.6,19.9,70.0,1086.0,2861.9,3001.8,5.7,0.7,5.1,431.6,49.8,381.8,439.9,50.8,389.2
Vatia Wharf,2,2,6.8,12.4,1999.0,1999.0,1990.2,1990.0,244.7,244.7,176.1,175.6,287.0,287.0,512.9,516.3,1495.0,1495.0,26.4,4.5,8.5,3.8,4.7,650.7,296.0,354.7,663.2,301.7,361.5
Labasa,2,1,0.2,0.1,2014.0,2014.0,2014.0,2014.0,173.3,173.3,173.3,173.3,60.5,60.5,63.3,63.3,29.5,29.5,32.2,32.2,1.3,0.8,0.5,99.2,59.6,39.6,101.1,60.8,40.3
