Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,186,32,4720.7,6156.3,2004.8,2007.1,2006.3,2006.2,1207.9,1616.3,1701.7,1713.9,83.0,111.3,194.3,194.2,22.0,28.4,28.6,28.4,888.2,840.6,47.6,68500.9,64906.0,3594.8,69816.1,66152.2,3663.9
Chemical tanker,103,23,2885.1,4778.4,2010.5,2011.7,2012.3,2012.3,656.0,2257.4,1986.5,2011.1,68.0,202.1,316.0,317.4,29.0,37.1,38.8,39.1,439.7,380.3,59.4,33933.9,29383.5,4550.3,34585.4,29947.7,4637.7
General cargo,73,17,835.8,1015.5,2004.2,2003.9,2003.7,2003.8,649.6,1744.1,1044.2,1111.8,63.0,221.6,208.9,216.9,12.0,73.1,191.0,209.7,148.6,136.4,12.3,11431.7,10508.8,922.9,11651.2,10710.6,940.6
Miscellaneous - fishing,48,36,131.8,98.5,2006.4,2005.1,2000.7,1998.2,7506.1,7737.4,6512.2,6071.2,1425.5,1355.4,1524.6,1391.7,14.0,65.9,85.5,81.1,138.0,132.1,5.9,10360.5,9919.5,441.0,10559.5,10110.0,449.5
Cruise,48,30,4447.8,420.1,1999.1,2000.6,2000.4,2000.4,810.7,988.3,1297.8,1242.1,62.5,63.8,115.2,110.6,9.0,11.1,17.6,17.3,936.9,877.4,59.4,72545.7,67952.0,4593.7,73938.6,69256.7,4681.9
Liquefied gas tanker,46,6,240.5,247.0,2010.1,2010.2,2010.4,2010.4,744.4,987.0,1182.3,1183.3,77.0,88.2,154.5,155.2,15.5,29.2,30.6,31.5,108.3,82.2,26.0,8264.2,6308.3,1955.9,8422.9,6429.4,1993.5
Bulk carrier,30,28,2609.7,3769.6,2007.8,2007.6,2007.0,2006.9,2817.7,3052.6,3379.3,3300.1,301.5,318.2,417.6,421.2,67.0,86.4,82.5,83.2,232.5,225.4,7.1,17983.4,17442.6,540.9,18328.7,17777.5,551.2
Vehicle,28,24,3303.6,1036.3,2006.7,2007.2,2007.1,2007.0,1212.2,2523.7,2420.0,2418.8,116.5,178.3,243.3,244.1,31.0,78.1,80.5,88.6,251.8,228.3,23.5,19499.2,17683.5,1815.7,19873.6,18023.0,1850.5
Service - tug,14,6,30.6,25.2,1983.4,1985.8,2017.0,2017.4,696.9,1959.8,4254.8,4424.7,317.5,519.2,1288.2,1297.6,89.0,155.3,14.3,12.2,9.6,7.7,1.8,718.2,581.6,136.6,732.0,592.8,139.2
Oil tanker,10,8,566.8,830.4,2008.7,2009.2,2008.5,2008.2,821.3,3159.2,2232.0,2148.1,117.0,270.5,407.2,393.5,28.5,53.2,89.3,93.1,92.2,78.2,13.9,7127.0,6051.0,1075.9,7263.8,6167.2,1096.6
Service - other,8,8,537.8,218.2,2000.2,2000.2,2000.5,1998.4,4797.1,4910.3,4703.1,4216.1,335.0,535.0,672.5,589.5,236.5,365.0,497.9,514.3,314.3,309.1,5.3,24181.9,23786.1,395.9,24646.2,24242.8,403.5
Refrigerated bulk,3,3,70.5,84.5,1989.0,1989.0,1988.9,1987.9,9076.7,10316.5,9421.7,9327.9,390.0,1013.0,1625.4,1532.4,472.0,331.7,391.6,395.2,53.1,43.6,9.5,4018.9,3305.6,713.3,4096.0,3369.1,727.0
Ferry-RoPax,1,1,0.6,0.2,2010.0,2010.0,2010.0,2010.0,421.6,421.6,421.6,421.6,41.0,41.0,41.0,41.0,69.0,69.0,69.0,69.0,0.6,0.3,0.3,44.1,21.4,22.7,45.0,21.8,23.1
Ferry-pax only,1,1,0.1,0.0,2016.0,2016.0,2016.0,2016.0,422.8,422.8,422.8,422.8,39.0,39.0,39.0,39.0,25.0,25.0,25.0,25.0,0.1,0.1,0.0,10.4,7.6,2.8,10.6,7.7,2.9
