Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,129,29,3122.3,3959.8,2001.6,2002.9,2002.0,2001.7,969.3,1234.8,1343.5,1344.9,98.0,123.3,151.8,151.7,30.0,47.9,38.8,39.6,524.5,445.0,79.5,40269.4,34254.6,6014.8,41042.6,34912.3,6130.3
Chemical tanker,43,31,1157.7,1892.3,2006.0,2008.7,2009.5,2009.6,1402.2,1596.2,1695.4,1704.9,137.0,156.9,212.9,213.3,34.0,65.6,143.6,138.4,190.6,137.5,53.2,14656.8,10597.7,4059.2,14938.3,10801.2,4137.1
General cargo,33,24,286.9,414.6,2000.9,2002.3,2004.7,2004.1,1026.4,1123.4,1184.6,1173.9,155.0,161.0,203.2,202.3,62.0,70.7,67.3,65.3,61.7,52.6,9.1,4720.9,4037.6,683.3,4811.6,4115.1,696.4
Bulk carrier,32,18,876.6,1472.1,1998.4,2003.8,2001.9,2001.9,1709.5,2026.3,1898.4,1898.0,240.5,253.6,285.4,284.8,63.0,89.7,88.0,87.2,103.9,97.8,6.0,8005.9,7547.4,458.5,8159.6,7692.3,467.3
Miscellaneous - fishing,14,9,22.3,20.9,1990.9,1994.2,1987.0,1986.8,1239.6,1577.0,925.4,928.1,97.0,267.8,232.0,230.9,29.5,204.1,127.9,113.1,16.1,10.6,5.5,1220.3,806.3,414.1,1243.8,821.7,422.0
Liquefied gas tanker,12,4,141.7,168.3,2010.7,2010.8,2014.6,2014.4,420.3,950.8,1429.7,1414.5,41.5,78.6,123.6,120.8,48.5,44.4,195.4,203.2,36.3,18.9,17.4,2776.6,1455.0,1321.6,2829.9,1482.9,1347.0
Ro-Ro,11,8,957.2,468.2,2003.3,2004.1,2003.5,2003.7,1609.6,1800.3,1607.3,1608.6,100.0,118.8,183.1,187.3,51.0,45.9,37.3,36.8,101.5,93.8,7.6,7837.4,7251.5,585.9,7987.9,7390.8,597.1
Service - tug,6,3,2.2,1.5,1996.0,1996.0,1996.7,1995.4,1463.6,1412.3,1423.0,1447.2,347.0,494.2,500.9,451.5,33.5,79.2,116.6,120.3,9.4,8.4,1.0,705.6,628.2,77.4,719.1,640.2,78.9
Cruise,5,5,79.4,8.9,1995.8,1995.8,2011.6,2010.6,111.6,319.9,412.1,373.4,14.0,23.0,55.0,53.3,10.0,14.4,10.4,10.3,20.9,17.1,3.7,1617.0,1326.6,290.4,1648.0,1352.1,296.0
Refrigerated bulk,3,3,37.8,38.8,1998.0,1998.0,1998.0,1998.0,1273.9,1279.5,1279.5,1279.5,84.0,105.0,105.0,105.0,62.0,63.3,63.0,63.0,20.6,15.4,5.2,1560.2,1173.3,386.9,1590.1,1195.8,394.3
Service - other,2,2,3.4,4.0,1999.0,1999.0,1989.0,1988.4,1578.9,1578.9,1252.8,1239.6,995.5,995.5,560.2,531.5,529.5,529.5,98.3,69.9,7.2,5.1,2.1,539.1,385.2,153.9,549.5,392.6,156.9
Oil tanker,1,1,52.1,86.4,2005.0,2005.0,2005.0,2005.0,1843.6,1843.6,1843.6,1843.6,146.0,146.0,146.0,146.0,28.0,28.0,28.0,28.0,6.6,5.4,1.2,512.2,419.9,92.3,522.1,428.0,94.1
