Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Malaysia,369,183,3884.4,3891.0,2008.6,2007.8,2005.9,2006.6,512.1,1204.1,1347.9,1234.9,85.0,281.9,203.5,195.7,20.0,105.7,439.4,319.3,753.8,468.1,285.7,54566.4,34770.9,19795.5,55614.0,35438.5,20175.6
Singapore,158,67,3066.6,3872.0,2004.1,2005.7,2003.2,2003.4,921.7,1244.8,1306.5,1192.6,73.5,161.3,185.3,171.2,27.0,79.4,78.5,69.6,480.8,390.3,90.5,35764.0,28978.7,6785.3,36450.7,29535.1,6915.6
China,105,78,5295.0,7592.4,2007.5,2007.1,2007.6,2006.8,1921.9,2061.7,2235.7,2256.7,167.0,198.8,229.7,240.5,65.0,132.1,113.6,121.2,651.1,557.8,93.3,49116.3,42022.7,7093.6,50059.4,42829.5,7229.8
Indonesia,79,56,2431.9,3252.5,2009.8,2007.6,2009.5,2006.9,1018.5,1259.9,1249.9,1385.3,99.0,189.4,222.1,288.4,28.0,81.9,42.3,54.4,221.0,196.5,24.6,17041.0,15155.9,1885.2,17368.2,15446.9,1921.4
Japan,75,26,14894.3,12291.0,2006.8,2004.6,2008.3,2007.5,2475.8,2847.5,2732.5,2712.6,167.0,225.0,193.5,195.3,47.0,55.8,65.0,64.1,1600.1,1402.3,197.8,100629.1,86567.7,14061.4,102561.2,88229.8,14331.4
Hong Kong,28,21,1642.2,2195.3,2006.3,2006.5,2007.6,2006.1,1408.5,1741.0,1627.8,1801.5,120.5,160.8,226.5,272.7,40.5,62.5,63.2,72.4,158.2,142.6,15.6,11515.4,10311.3,1204.0,11736.5,10509.3,1227.2
Philippines,27,24,595.5,532.5,2005.5,2006.5,2004.0,2006.4,842.9,1095.4,931.8,1065.4,65.0,88.3,68.3,78.2,12.0,39.2,40.7,73.8,76.2,62.4,13.8,5879.5,4820.7,1058.8,5992.4,4913.2,1079.2
Thailand,23,16,713.2,1272.1,2004.9,2006.4,2006.0,2006.0,1463.8,1559.7,1620.3,1621.7,118.0,167.5,265.1,272.0,35.0,52.0,68.6,70.5,86.2,74.9,11.4,6651.9,5776.7,875.2,6779.6,5887.6,892.0
"Taiwan, Province of China",20,12,2418.9,2131.0,2009.4,2010.3,2006.4,2006.9,1502.3,1699.2,1973.2,1982.6,109.0,142.1,158.5,196.4,71.5,81.6,155.2,130.8,258.8,181.0,77.8,17247.1,11640.2,5606.9,17578.3,11863.7,5714.6
Viet Nam,19,17,165.5,161.1,2007.4,2007.1,2005.5,2004.0,830.8,1361.2,1227.5,1194.9,68.0,189.9,246.0,220.5,23.0,72.6,39.6,56.9,38.9,32.7,6.2,2971.9,2498.1,473.7,3028.9,2546.1,482.8
"Korea, Republic of",8,7,886.7,655.0,2008.1,2007.3,2009.4,2011.7,2317.3,2384.0,2338.0,2378.2,177.0,188.3,179.3,181.7,25.0,57.8,66.7,81.1,82.8,71.3,11.5,5836.8,4952.6,884.1,5948.8,5047.7,901.1
Australia,3,3,750.7,1341.3,2005.0,2005.0,2003.4,2003.3,4753.9,4844.5,5539.3,5585.2,463.0,406.3,526.8,530.6,80.0,71.0,56.8,56.7,62.5,58.7,3.8,4838.6,4548.9,289.7,4931.5,4636.3,295.2
United Arab Emirates,2,2,125.5,220.9,2012.0,2012.0,2015.0,2015.0,1766.7,1766.7,2933.1,2995.4,178.5,178.5,334.4,334.7,272.5,272.5,524.5,524.8,11.9,8.3,3.6,918.1,642.2,275.9,935.7,654.6,281.1
Egypt,1,1,19.8,34.6,1988.0,1988.0,1988.0,1988.0,865.7,865.7,865.7,865.7,855.0,855.0,855.0,855.0,242.0,242.0,242.0,242.0,43.5,35.4,8.1,3370.0,2744.8,625.2,3434.7,2797.5,637.2
Eritrea,1,1,15.6,27.4,1988.0,1988.0,1988.0,1988.0,684.8,684.8,684.8,684.8,42.0,42.0,42.0,42.0,167.0,167.0,167.0,167.0,5.2,0.6,4.6,402.2,46.2,356.0,409.9,47.1,362.8
Guam,1,1,146.1,255.8,2003.0,2003.0,2003.0,2003.0,2558.5,2558.5,2558.5,2558.5,230.0,230.0,230.0,230.0,41.0,41.0,41.0,41.0,10.4,9.7,0.7,808.6,752.5,56.1,824.1,766.9,57.2
Oman,1,1,90.2,51.5,2002.0,2002.0,2002.0,2002.0,3880.1,3880.1,3880.1,3880.1,322.0,322.0,322.0,322.0,28.0,28.0,28.0,28.0,14.3,13.9,0.4,1106.8,1074.9,32.0,1128.1,1095.5,32.6
Russian Federation,1,1,222.5,397.0,2006.0,2006.0,2006.0,2006.0,3592.0,3592.0,3592.0,3592.0,406.0,406.0,406.0,406.0,8.0,8.0,8.0,8.0,15.5,15.4,0.1,1203.0,1196.5,6.5,1226.1,1219.5,6.6
