Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Egypt,302,150,2861.7,2873.8,2000.2,2003.4,2005.6,2005.9,310.0,313.7,351.4,321.9,29.0,55.0,54.7,63.1,45.0,77.1,101.1,99.0,544.9,273.1,271.8,41595.5,20883.2,20712.4,42394.2,21284.1,21110.1
Saudi Arabia,224,144,7715.9,7523.6,2008.2,2008.3,2010.3,2010.5,570.8,615.0,613.2,627.3,46.0,71.5,65.9,77.8,19.0,25.6,22.7,23.8,658.8,584.5,74.3,51008.6,45263.5,5745.1,51988.0,46132.6,5855.4
Turkey,67,54,1702.3,2493.5,1999.4,2001.6,2005.2,2005.7,1183.1,1107.6,1150.9,1155.0,135.0,162.2,178.0,195.1,11.0,45.0,48.6,51.3,176.0,161.0,15.0,13574.0,12427.0,1147.0,13834.6,12665.6,1169.0
India,54,47,5492.8,8908.0,2007.1,2008.2,2007.6,2007.5,3271.7,3590.4,3779.6,3805.7,303.5,334.8,353.3,359.2,59.5,81.8,92.9,95.6,662.7,595.2,67.5,51243.3,46046.6,5196.7,52227.2,46930.7,5296.5
Djibouti,52,39,4830.0,5257.9,2011.9,2010.9,2013.5,2013.8,1241.6,1257.3,1253.2,1258.3,93.0,121.6,111.1,116.2,28.5,33.8,40.9,42.2,370.8,341.4,29.4,28719.4,26444.5,2274.9,29270.8,26952.2,2318.6
Greece,39,39,1788.0,1182.8,2001.4,2001.4,2005.8,2007.7,1027.4,1113.9,1093.7,1241.2,95.0,136.1,114.7,154.0,9.0,16.8,16.3,31.5,180.9,167.7,13.2,13991.9,12972.1,1019.8,14260.5,13221.1,1039.4
United Arab Emirates,35,17,4507.7,5314.8,2008.1,2009.2,2007.8,2007.8,2846.4,2816.4,2859.3,2850.6,183.0,210.5,184.5,187.9,15.0,20.1,19.8,21.4,634.8,621.5,13.3,49165.5,48136.5,1028.9,50109.4,49060.7,1048.7
Spain,34,15,2160.2,2993.2,2004.0,2004.1,2007.0,2007.1,2372.8,2408.1,2449.4,2452.2,223.5,272.6,251.1,255.0,24.5,42.3,28.0,28.8,300.5,290.3,10.2,23251.5,22465.6,785.9,23697.9,22896.9,801.0
Israel,25,23,440.4,339.7,2007.0,2007.8,2007.2,2008.7,212.9,290.5,340.9,214.5,58.0,74.6,86.4,129.7,15.0,40.4,38.2,66.8,79.3,62.4,16.9,6142.6,4832.3,1310.3,6260.5,4925.0,1335.5
Singapore,20,19,4172.5,5120.5,2010.1,2010.3,2009.6,2009.4,5004.2,4988.4,5032.7,5021.0,411.5,438.0,420.6,450.2,9.0,10.4,10.2,10.4,332.6,330.9,1.6,25749.7,25625.2,124.6,26244.1,26117.2,127.0
Oman,16,16,1923.1,666.6,2004.9,2004.9,2006.7,2008.5,1944.9,2157.3,2159.7,2218.2,130.0,144.5,145.0,182.8,9.0,50.1,76.9,177.8,364.4,328.4,35.9,27975.6,25191.9,2783.6,28512.7,25675.6,2837.1
Malta,16,14,1307.4,1529.5,2007.7,2007.6,2009.3,2009.4,1333.3,1372.7,1376.3,1363.6,138.5,144.8,137.3,138.3,15.5,16.1,17.6,18.4,122.6,118.9,3.7,9233.6,8951.1,282.4,9410.8,9123.0,287.9
Qatar,10,7,1623.7,1775.6,2005.3,2004.1,2007.7,2007.6,3016.8,3042.8,3119.3,3104.6,191.0,205.3,188.7,187.8,11.5,29.2,43.5,34.1,243.8,232.0,11.8,18878.5,17965.1,913.5,19241.0,18310.0,931.0
Sri Lanka,7,7,742.7,1309.1,2009.6,2009.6,2008.9,2008.6,3457.5,3501.7,3522.5,3528.1,295.0,318.3,321.4,323.7,5.0,8.9,10.5,10.9,70.5,70.2,0.4,5461.4,5433.2,28.2,5566.2,5537.5,28.7
Sudan,6,6,132.5,129.6,2000.7,2000.7,2004.9,2004.1,652.0,705.4,660.6,671.7,82.5,91.8,98.6,114.1,12.5,53.5,19.1,25.4,13.7,12.8,0.9,1052.2,987.5,64.7,1072.4,1006.4,66.0
Malaysia,5,5,1145.3,1303.8,2007.4,2007.4,2007.1,2005.5,4976.2,5016.5,4997.0,4995.3,399.0,381.0,374.5,393.7,12.0,36.0,25.7,27.3,94.9,93.4,1.5,7346.1,7234.0,112.1,7487.1,7372.9,114.2
Cyprus,5,5,107.7,34.5,2004.0,2004.0,2004.8,2007.4,645.2,677.1,678.7,671.6,75.0,90.0,75.2,98.4,8.0,7.8,7.5,7.1,17.4,16.3,1.0,1342.2,1261.2,81.0,1368.0,1285.4,82.6
Italy,5,5,258.0,149.4,2002.6,2002.6,2008.1,2007.8,1939.0,1894.5,1752.3,1458.9,251.0,1229.8,211.8,203.9,8.0,10.0,9.1,9.1,47.3,46.2,1.1,3650.1,3565.9,84.2,3720.2,3634.3,85.8
