Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,19,19,81.1,137.5,2009.3,2009.3,2009.2,2009.2,95.2,157.2,153.2,152.5,35.0,55.8,96.5,95.1,109.0,145.1,154.7,155.0,18.0,6.8,11.2,1387.5,521.4,866.1,1414.2,531.4,882.7
Ferry-pax only,18,4,18.1,3.4,2004.5,2003.2,2000.1,1999.5,1712.2,5068.6,6806.4,7809.0,306.0,1185.5,3626.0,4186.5,89.5,111.5,251.2,218.3,56.1,49.8,6.3,4214.6,3738.5,476.1,4295.5,3810.3,485.2
Service - tug,12,3,9.3,4.2,2008.8,2008.7,2008.9,2008.8,1746.0,1997.2,2888.5,2850.0,565.5,545.7,1297.5,1378.5,279.5,259.5,1247.0,1220.7,38.2,21.3,16.9,2868.9,1597.3,1271.6,2924.0,1627.9,1296.1
General cargo,7,7,27.6,37.4,2006.6,2006.6,2006.5,2006.8,139.7,355.4,225.2,209.7,39.0,194.4,190.3,176.1,96.0,82.7,117.2,116.9,8.5,4.4,4.1,645.6,332.4,313.2,658.0,338.8,319.2
Oil tanker,7,4,225.4,421.5,2005.9,2005.0,2002.3,2002.2,354.9,696.9,675.3,701.3,170.0,240.5,371.1,374.7,5.0,27.9,17.9,17.7,24.4,22.4,2.1,1891.9,1732.0,159.9,1928.2,1765.3,162.9
Liquefied gas tanker,6,5,41.3,46.2,2007.5,2005.8,2011.8,2011.8,259.4,382.2,408.6,427.0,58.5,57.7,70.4,70.3,44.0,77.6,34.8,34.0,8.8,5.7,3.2,675.6,436.0,239.6,688.6,444.4,244.2
Ro-Ro,3,2,9.6,7.1,1997.7,2002.0,2000.0,2002.0,266.5,228.4,146.3,131.3,25.0,26.8,28.9,27.8,6.0,10.0,9.4,10.5,1.7,1.4,0.3,131.5,107.8,23.7,134.0,109.9,24.2
Chemical tanker,3,3,4.9,8.3,2011.0,2011.0,2011.4,2011.4,70.0,63.0,62.2,62.1,18.0,29.3,27.7,27.7,32.0,31.7,31.7,31.7,1.7,0.9,0.8,132.9,69.0,63.9,135.5,70.3,65.1
Ferry-RoPax,2,2,9.7,2.8,2001.0,2001.0,2000.6,1997.3,708.6,708.6,651.1,570.9,28.5,28.5,27.6,19.6,28.5,28.5,28.4,27.6,2.9,1.5,1.4,220.1,115.1,105.0,224.3,117.3,107.0
Vehicle,1,1,1.2,0.4,2013.0,2013.0,2013.0,2013.0,21.1,21.1,21.1,21.1,16.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,0.2,0.1,0.1,17.8,10.4,7.4,18.2,10.6,7.6
