Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Moin,56,11,417.9,524.3,2006.3,2005.7,2003.4,2003.4,404.1,368.6,413.3,413.2,61.5,82.5,66.5,64.5,73.0,42.3,87.3,87.9,116.4,73.0,43.4,8958.2,5618.9,3339.3,9130.2,5726.8,3403.4
Caldera,48,15,366.1,407.9,2000.2,1998.0,2008.8,2009.6,230.0,402.9,668.9,806.5,61.0,64.9,116.7,117.9,18.0,28.2,36.8,38.0,88.4,72.2,16.2,6741.5,5524.0,1217.5,6870.9,5630.1,1240.8
Limon,43,16,253.6,304.0,2006.1,2007.2,2003.4,2003.4,388.3,401.5,693.4,698.2,44.0,546.1,98.9,97.1,34.0,318.0,37.8,37.1,95.0,64.4,30.5,7243.1,4943.6,2299.4,7382.1,5038.5,2343.6
Golfito,39,12,62.0,29.1,1988.5,1992.9,1987.0,1980.0,272.4,770.5,316.2,865.2,67.0,112.4,308.0,593.1,11.0,39.7,440.7,901.4,51.0,39.6,11.4,3841.8,2981.2,860.7,3915.6,3038.4,877.2
Quepos,38,9,48.2,13.0,1989.4,1993.4,1991.7,1989.8,125.3,162.9,153.0,167.7,15.0,23.4,23.6,29.7,8.0,10.1,15.4,12.1,17.5,9.1,8.4,1331.7,693.9,637.8,1357.3,707.2,650.1
Puntarenas,14,3,16.8,1.9,1983.9,1990.7,1992.9,1991.8,261.3,241.4,231.9,226.4,62.0,32.7,26.2,27.3,0.5,8.0,11.1,9.1,11.9,10.5,1.5,905.8,793.1,112.6,923.2,808.4,114.8
Puerto Jimenez,12,4,13.8,4.7,1986.2,1987.0,1986.9,1988.1,143.5,309.9,219.9,228.5,15.5,58.0,44.2,27.2,10.0,8.8,23.7,31.9,8.7,6.0,2.7,657.3,454.7,202.6,669.9,463.5,206.5
Papagayo,5,4,18.9,2.2,1969.0,1978.5,1989.8,1983.3,167.8,188.0,173.8,177.0,28.0,22.5,19.5,20.9,14.0,15.6,16.1,15.3,7.5,4.9,2.7,580.6,376.1,204.4,591.7,383.4,208.4
Turrubares,4,4,11.6,3.2,2004.2,2004.2,2010.1,2010.6,140.9,142.0,80.8,77.8,24.5,25.0,23.5,23.5,4.0,23.8,58.0,65.1,2.6,1.8,0.8,197.9,133.7,64.2,201.7,136.2,65.4
Cabo Blanco,3,3,1.0,0.1,1990.3,1990.3,1990.6,1992.0,89.1,84.9,89.2,80.9,17.0,17.7,16.9,16.5,9.0,8.0,8.4,8.0,1.0,0.5,0.4,73.4,41.2,32.2,74.8,42.0,32.8
Flamingo,2,1,5.7,2.9,1989.0,1989.0,1989.0,1989.0,284.9,284.9,284.9,284.9,40.0,40.0,39.9,39.9,5.5,5.5,5.6,5.6,1.4,1.2,0.2,105.1,90.1,14.9,107.1,91.9,15.2
Sixaola/Talamanca,2,1,15.6,4.9,1990.0,1990.0,1990.0,1990.0,134.4,134.4,134.4,134.4,28.5,28.5,30.9,30.9,7.5,7.5,7.6,7.6,0.8,0.7,0.2,64.4,51.2,13.2,65.6,52.2,13.4
Pital,2,2,8.0,12.3,2008.5,2008.5,2016.3,2016.9,204.0,204.0,290.0,318.6,10.0,10.0,10.0,10.0,24.0,24.0,46.0,47.7,0.7,0.3,0.4,53.9,22.5,31.5,55.0,22.9,32.1
Rio Frio,1,1,6.8,2.8,1994.0,1994.0,1994.0,1994.0,161.8,161.8,161.8,161.8,88.0,88.0,88.0,88.0,5.0,5.0,5.0,5.0,0.9,0.8,0.1,68.9,64.5,4.4,70.2,65.8,4.4
Ciruelas,1,1,0.8,1.0,2010.0,2010.0,2010.0,2010.0,118.3,118.3,118.3,118.3,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,0.2,0.1,0.1,16.7,10.0,6.7,17.0,10.2,6.8
Punta Morales,1,1,1.9,2.2,2010.0,2010.0,2010.0,2010.0,260.3,260.3,260.3,260.3,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,0.5,0.3,0.2,37.2,20.5,16.7,37.9,20.9,17.0
